Sentence,Paraphrase,Formal_10,Formal_15,Formal_20,Informal_10,Informal_15,Informal_20
"Scrivener dates the manuscript to the 13th century , C. R. Gregory to the 12th century , currently the manuscript is dated to the 12th century by INTF .","Scrivener dates the manuscript to the 13th century whereas C. R. Gregory dates it to the 12th century, while INTF is currently dated to the 12th century.","The manuscript's date is currently dated to the 12th century by INTF, with Scrivener dating it back to approximately the 13th Century and C. R. Gregory to about the 11th.","The manuscript's date is currently dated to the 12th century by INTF, with Scrivener dating it back to approximately the 13th Century and C. R. Gregory to about the 11th.","According to Scrivener, the manuscript was written in the 13th century and C. R. Gregory, it was dated to the 12th Century, but INTF has digitized it to date it from the 11th to 13TH century.",Scrivener dating the manuscript manus from 13th century whereas C. R. Gregory dated it from 12th Century. INTF is currently advancing the manuscript - proving that it has been digitized by SI and Gregory respectively.,"Manuscripts dating back 13th century (Drums) by Scrivener, C. R. Gregory, and INTF (Institute for Translation of History) currently dated the manuscript to the 12th Century.","Manuscript written entirely in 13th century by Scrivener and 12th Century etching by C. R. Gregory, dated by INTF (International Agency for Translation and Exchange of People with Transhumant Functions)."
County Road 540 is a few miles west of State Road 540 in Highland City and runs south from US 98 to the County Road 37B .,"County Road 540 runs from US 98 to County Road 37B, a few miles west of State Road 540 in Highland City, and is a short distance to the south.","State Road 540 in Highland City is situated a few miles to the south from US 98 to County Road 37B, where County road 720 runs south on County Route 404.","From US 98 to the County Road 37B, County road 540 runs some miles to a certain point (I-25 in Highland City) and is located inland from State Road 520 (State Road 45) in the city.","From US 98 to the County Road 37B, County road 540 runs some miles to a certain point (I-25 in Highland City) and is accessed by 59 and I-25 near the intersection with State Road 520 and State Highway 380.","Running south from US 98 to County Road 37B, County road 540 is located a few miles west of State Road 520, which is primarily along Highland City's Beltway.","Running southward from US 98 to County Road 37B, County road 540 is located a couple of miles west of State Road 520, which is centered on County Rte 530 and runs past Highland City.","Running southward from US 98 to County Road 37B, County road 540 is located a couple of miles west of State Road 520, which is centered on County R.R.O."
"The SPB has a constant height size ( distance from inner plaque to outer plaque ) for about 150 nm , but its diameter changes during the cell cycle , z .","The SPB's height size remains constant (distance from inner plaque to outer plaque) for around 150 nm, but its diameter undergoes variations during the cell cycle, z.","The size of the SPB remains constant (the distance from inner plaque to outer plaque) for around 150 nm, based on its height size, but its diameter varies during the cell cycle, as the diameter changes along with the z.","The size of the SPB remains constant (the distance from inner plaque to outer plaque) for around 150 nm, based on its height size, but its diameter varies during the cell cycle, as the diameter changes along with the z.","The size of the SPB remains constant for about 150 nm from the inner to the outer plaque, despite having a constant height size (150 m) for the distance from inner and outer hippocampus to outer plaquet (also known as the diameter of SPb), but its diameter changes during the cell cycle.","THSM (Southern Paltrow's Prostate Message Board) has a stable height size (150 nm distance from inner plaque to outer plaque) for about 150 m, but its diameter changes during the cell cycle, z. The size of the SPB is constant, and it moves from ring-wave-like to diameter-reactive.","THSM stays constant (distance between inner lip and outer lip) on 150 nm for around 150 Nm, whereas the diameter varies throughout the cell cycle, as the SPB's size progressively increases during the z period.","THSM stays steady in height direction (150 nm) between inside and outside the individual lobes, encompassing 150 m between the inner and outer outer plaques, while the diameter of the SPB varies during the cell cycle, or ""annihilates"" z."
Rami Nieminen ( born 25 February 1966 ) is a Finnish former footballer .,"Rami Nieminen, a Finnish footballer, is a former footballer. He was born on 25 February 1966.",Finnish former footballer Rami Nieminen (born 25 February 1966) is a former player.,Finnish former footballer and former talisman Rami Nieminen (born 25 February 1966) is a former Finnish football player.,"Finnish former football (soccer) and former Olympian Rami Nieminen (born on February 25, 1966) is a well-known and illiterate Finnish footballer.","Rami Nieminen is a Finnish footballer, born 25 February 1966.","Rami Nieminen born 25 February 1966, is a Finnish footballer, who is known for his professional football skills.","Rami Nieminen born 25 February 1966 in Finland, is a footballer, formerly residing in Sweden."
He was the cousin of the Czech national player Miroslav Hlinka and son of former player Jaroslav Hlinka sr .,"He was the cousin of Miroslav Hlinka, the cousin of the Czech national player, and the son of former player Jaroslav Hlinka sr.","He was the offspring of Miroslav Hlinka, a cousin of the Czech national player Mircoslav Horkova and the son of former player Jarolov Hlistena sr.","He was the offspring of the Czech national team's player, Miroslav Hlinka, and former player Jarolov Hlika sr.","He was the offspring of the Czech national team's third and fourth-generation player, Miroslav Hlinka, and the son of former player Jarolov Hlika sr.",Miroslav Hlinka married a cousin of his cousin and Jarolov Hlika sr.,Miroslav Hlinka married a cousin of his cousin and Jarolov Hlika sr.,Family lane: One son of tennis player Jaroslav Hlinka sr and cousin of Czech national player Mirolov Hlicinka.
They were there to pray for us and they were there to enjoy us .,They were present to pray for us and they were there to have a good time with us.,They were present to pray for us and they were there to have a good time with us.,They were present to pray for us and they were there to have a good time with us.,They were present to pray for us and they were there to have a good time with us.,"God welcomed everyone with open arms, praying for us and having fun.","God welcomed everyone with open arms, praying for us and enjoying ourselves.",God surrounded everyone who was there to pray for us and enjoy ourselves.
"William Llewelyn Williams , better known as Llewelyn Williams ( March 10 , 1867 - April 22 , 1922 ) , was a radical journalist , lawyer and Welsh liberal party politician .","William Llewelyn Williams, a Welsh liberal party politician, lawyer, and radical journalist, was born in 1867 and died on April 22, 1922, and was known for his connections to the Welsh Liberal Party.","William Llewelyn Williams, a Welsh liberal party politician, lawyer, and radical journalist, was born in 1867 and died on April 22, 1922, in North Wales.","William Llewelyn Williams, a Welsh liberal party politician, lawyer, and radical journalist, was also known as Llyweyn for his role in the Welsh Liberal Party and Welsh Revolution.","William Llewelyn Williams, also known as Welsh liberal party politician, journalist, lawyer and radical journalist whose birth name was William Longyn (born March 10, 1867 – April 22, 1922), was better known for his political career.","Welsh liberal party politician, lawyer, journalist, and radical journalist named William Llewelyn Williams (born March 10, 1867 to April 22, 1922) was a popular Welsh politician and lawyer.","Welsh liberal party politician, lawyer, journalist, and radical journalist named William Llewelyn Williams (born March 10, 1867 to April 22, 1922) was born in Wales and raised in Cardiff.","Welsh politician, lawyer, journalist and politician known as William Llewelyn Williams (born March 10, 1867, and smoked marijuana daily until the age of 21), was born into a politically active band in Wales as an outspoken defender of liberty, similar to William's brother William the Baptist."
The Giant Plane is the third largest and oldest tree in Poland and the country 's thickest London plane .,"Poland's third-largest and oldest tree, the Giant Plane, is the thickest plane in the country and the third in size and thickness of a city in Europe.","The most densely populated and thickest plane in Poland is the Giant Plane, which is also the third largest and oldest tree in the country and the world's tallest.","The most densely populated and thickest plane in Poland is the Giant Plane, which is also the third largest and oldest tree in the country and the world's tallest.","The most densely populated and thickest plane in Poland is the historic Giant Plane, which is also the third largest and oldest tree in the country.","Poland stands on top of the world in terms of tree size, architecture, and geography.","Poland hosts a tree-shaped plane named the Giant Plane, which is the country's thickest plane and the third largest and oldest tree in the world.","Poland hosts ten cities worldwide, with the Giant Plane being the country's thickest plane and the third largest tree and oldest tree in the world."
"Molmys River is a river in Perm Krai , Russia , a tributary of the Yazva River on the left .","Perm Krai, Russia is home to the Molmys River, a river that is a tributary of the Yazva River on the left, and is a significant tributary of the Yazva River.","Perm Krai, Russia is the location of the Molmys River, a river that is tributary to the Yazva River and is situated on the left in Yeremiya, the inland river.","Perm Krai, Russia is the location of the Molmys River, a river that is tributary to the Yazva River and is situated on the left in Yeremiya, the inland river.","Perm Krai, Russia is the location of the Molmys River, a river that is tributary to the Yazva River and is situated on the left in Yeremiya, the inland river.","One tributary of the Yazva River on the left, the Molmys River is located in Perm Krai, Russia. It is a river in the Russian city of Perrm Kreide.","One Stream on Yazva River, shown left, flows alongside the Molmys River in Perm Krai, Russia.","One stream running through Perm Krai, Russia - the Molmys River is a tributary of the Yazva River on the left."
Sarika asks Kabir to end his plan to reveal him Ranvir 's game .,"Sarika pleads with Kabir to stop his plan to reveal Ranvir's game, as he challenges him to stop.",Sarika pleads with Kabir to cease his plan to reveal Ranvir's game to him.,Sarika asks Kabir to halt his plan to reveal Ranvir's game to him.,Sarika asks Kabir to halt his plan to reveal Ranvir's game to him.,Sarika calls on Kabir to abandon his plan of disclosing Ranvir's game.,Kapoor actor Ranvir is threatened with exile after Sarika asks Kabir to stop his plan to reveal him.,Kappin' Kabir's strategy involving sharing Ranvir' game with someone he knows is being challenged by Sarika.
"Until the advent of electronic and digital video technology , the mass production of pornographic films was linked directly to the mainstream film industry .",The mainstream film industry was directly associated with the mass production of pornographic films until the emergence of electronic and digital video technology.,The mainstream film industry was directly associated with the mass production of pornographic films until the emergence of electronic and digital video technology.,The mainstream film industry was directly associated with the mass production of pornographic films until the emergence of electronic and digital video technology.,The mass production of pornographic films was not directly associated with the mainstream film industry until the emergence of electronic and digital video technology.,Production of pornographic films on a large scale was directly linked to the mainstream film industry until the dawn of electronic and digital video technology.,"Production alone would surpass all other forms of adult films in the mainstream film industry, with the exception of the digital video era, which was dominated by the proliferation of electronic and digital videos.",Production alone would eclipse the mainstream film industry if pornographic films were produced in large-scale quantities prior to the advent of electronic and digital video technology.
"While the 33d Fighter Group was inactive , it was consolidated with the 33d Tactical Group as the 33d Tactical Fighter Group .","While the 33d Fighter Group was inactive, it was merged with the 33d Tactical Group to form the 33d Tactical Fighter Group.","While the 33d Fighter Group was dormant, it was merged with the broader 33r Tactical Group to form the new 33th TACTICAL Fighter FighterGroup.","While the 33d Fighter Group was dormant, it was merged with the broader 33r Tactical Group to form the new 33a TACTICAL Fighter Fighter Grupe.","While the 33d Fighter Group was dormant, it was merged with the broader 33r Tactical Group to form the new 33a TACTICAL Fighter Grupp as the 32nd Regiment TAC.","One group diverted from the 33d Fighter Group's inactivity, while the other group was merged with the third armoured group as the 32d Tactical Fighter Grupe to form the newest member, the33dTactICAL FighterGroup.","One group diverts around him based divers.. The 33d Fighter Group - currently inactive – was combined with the 33r Tactical Group to form the newest member of the larger 33c Tightened Group, forming the first armoured group known as the 32d TACTICAL Fighter G4..","One group diverts around him based divers.. The 33d Fighter Group - currently in escort, but outnumbered, while the 33r Fighter grouped with the devoted 33c Tactical Group as the most modern 33b Taktical Fighter Fighter."
It serves to the south-eastern Edithvale suburb of Melbourne opening on 20 September 1919 .,The Adelaide suburb of Edithvale in south-eastern Melbourne was first mentioned on 20 September 1919 and is now referred to by the same name.,"The service was provided to the south-eastern suburb of Edithvale in Melbourne, which was established on 20 September 1919.","Its function is to provide service to the south-eastern suburb of Edithvale in Melbourne, which was established on 20 September 1919.","Its function is to provide service to the south-eastern suburb of Edithvale in Melbourne, which was established on 20 September 1919.","Melbourne suburb Edithvale opened 20 September 1919, serving the south-eastern suburb of Melbourne.","Melbourne City Hall serves as Melbourne's suburb of Edithvale, opening 20 September 1919.",Melbourne City Hall serves as Melbourne's residential area.
"Massé was born in Westchester County , New York , grew up in Holland , Michigan , and lived in Europe during her teens .","Massé, who grew up in Holland, Michigan, and spent her teenage years in Europe, was born in Westchester County, New York.","Massé, who grew up in Holland, Michigan and spent her teenage years in Europe, was born in Westchester County.","Massé, was originally from Westchester County, New York but grew up in Holland – Michigan - and spent her teenage years in Europe.","Massé, was originally from New York's Westchester County but grew up in Holland and then spent her teenage years in Europe.","Born in Westchester County, New York. Massé grew up in Holland – Michigan - and spent her teenage years living in Europe.","Raised in Holland, Michigan ; born in Westchester County. New York & raised in New Jersey before moving to Europe in her teenage years, Massé remained in Europe.","Boston native. Massé grew up in Holland, Michigan ; raised in Brooklyn, NY, but lived in Europe during her teenage years."
Fishman holds a bachelor 's degree from Columbia University and a master 's degree in economics from Brown University .,Fishman graduated from Columbia University with a bachelor's degree and Brown University with a master's degree in economics.,Fishman's academic background includes a bachelor''t degree from Columbia University and obtaining 'a' (master') and M(economics) degrees from Brown and Ivy League University.,"With a degree in philology from Columbia University and  twiks of grad school and an MA in economics from Brown University, Fishman is presently the proprietor of FishMan Enterprises in Fort Hancock, Texas.","With a degree in philology from Columbia University and  twiks of grad school and an MA in economics from Brown University, Fishman is presently the proprietor of FishMan Enterprises in Fort Hancock, North Carolina.",Fishman earned a bachelor's degree from Columbia University and pursuing specialized degrees in economics from Brown University.,Fishman earned a bachelor's degree from Columbia University and pursuing entrepreneurship with accelerated degrees from Brown University.,"Brown University awarded Fishman a master's degree in economics, while he graduated from Columbia University with CS in 1990."
"Following her success , Jane Campion hired Jones for a television miniseries that turned into the film Angel at my Table , an adaptation of Janet Frame 's autobiography .","Jones was recruited by Jane Campion for a television miniseries that was later transformed into the movie Angel at my Table, which is based on Janet Frame's autobiography.","Following her success, Jane Campion enlisted Jones to work on a television miniseries that later became Angel at my Table, based on Janet Frame's autobiography.","Following her success, Jane Campion enlisted Jones to work on a television miniseries that later became Angel at my Table, based on Janet Frame's autobiography.","Following their success, Jane Campion enlisted Jones to create a television miniseries that later became Angel at my Table, based on Janet Frame's autobiography.","Jones played a key role in producer Jane Campion's miniseries for television, which was adapted into the movie Angel at my Table, based on Janet Frame' autobiography.","Jones played a key instrumental in the production of Angel at my Table, based on Janet Frame's autobiography.","Jones played a key instrumental in the TV miniseries she produced, which was later adapted into the movie Angel at my Table, based on Janet Frame's autobiography."
"Stipsits was born in Vienna , and spent his childhood in Stammersdorf , Korneuburg .",Stipsits was born in Vienna and grew up in Stammersdorf in Korneuburg.,"Stipsits was a native of Vienna who spent his early life in Stammersdorf, Korneuburg, having been born in Vienna in 1869.","While his native city, Vienna, was his birthplace, Stipsits spent his early life in Stammersdorf, Korneuburg.","While his native Vienna was Stipsits' birthplace, he spent his early life in Stammersdorf, Korneuburg.","Stipsits hails from Vienna, where he was born, and raised in Stammersdorf, Korneuburg.",Stipsits hails from Vienna.,"Stappits hails from Vienna, where he was born in 1932, and raised in Stammersdorf."
Navarro is a partido in the northeast of Buenos Aires Province in Argentina .,Navarro is a partido located in the northeast of Buenos Aires Province in Argentina.,"In the northeast of Buenos Aires Province, Argentina, Navarro is a partido that is also known as ""Navarra"" in the country.","In the northeast of Buenos Aires Province, Argentina, Navarro is a partido that is also known as ""Navarra"" in the country.","In the northeast of Buenos Aires Province, Argentina, Navarro is a partido that is also known as ""Navarra"" in the country.",Party partyo Navarro in northeast Buenos Aires Province Argentina.,Party partyo Navarro in northeast Buenos Aires Province Argentina.,Party partyo Navarro in northeast Buenos Aires Province Argentina.
"Upstream is the decommissioned Michigan Central Railway Bridge , which with its predecessor , the Niagara Cantilever Bridge , competed with the Rapids Bridge whirlpool for rail transport .","The Michigan Central Railway Bridge and the Niagara Cantilever Bridge, along with their predecessor, the Rapids Bridge whirlpool, were competing for rail transport in a different direction upstream.","The decommissioned Michigan Central Railway Bridge and its predecessor, the Niagara Cantilever Bridge, which competed with the Rapids Bridge whirlpool for rail transport, is located upstream from the Cantara Pass in North Dakota.","The decommissioned Michigan Central Railway Bridge and its predecessor, the Niagara Cantilever Bridge, which competed with the Rapids Bridge whirlpool for rail transport, is located upstream from the Cantara Bridge in the Michigan direction.","The decommissioned Michigan Central Railway Bridge and its predecessor, the Niagara Cantilever Bridge, which competed with the Rapids Bridge whirlpool for rail transport, is located upstream from the Cantara Bridge in the Michigan direction.","Upstream of Niagara Falls, Canada, trains compete for rail transport between the Michigan Central Railway Bridge and the Rapids Bridge whirlpool, as the latter was replaced by the Niagara Cantilever Bridge in 1869, and now the decommissioned Michigan central railway bridge, along with its predecessor, the former Niagara.","Upstream gorge stands upside of the Michigan Central Railway Bridge, which along with the Niagara Cantilever Bridge (its former station) competed with Rapids Bridge for rail transport as a competition.","Upstream gorge stands upside over the Michigan Central Railway Bridge, which along with the Niagara Cantilever Bridge (its former station) competed with Rapids Bridge for rail transport."
"The song was written and produced by the gala , which was composed by Filippo Andrea Carmeni and Maurizio Molella .","The gala wrote and produced the song, which was written and produced by Filippo Andrea Carmeni and Maurizio Molella, the composers of the song.","The production and writing of the gala's ""song,"" which was composed by Filippo Andrea Carmeni and Maurizio Molella, were the task assigned to the song by the group.","The production and writing of the gala's ""syndrome"" were entrusted to Filippo Andrea Carmeni and Maurizio Molella, who composed the song with the help of their production.","The composition and production of the gala's composition, a track composed by Filippo Andrea Carmeni and Maurizio Molella, were the work of this gale.",Songwriting and producing a song based on the gala - composed by Filippo Andrea Carmeni and Maurizio Molella – was the task assigned to the song by the group from the evening.,"Song written and produced by the gala, composed by Filippo Andrea Carmeni and Maurizio Molella, by a group of 20 Italian songwriters.",Song written and produced by the gala - composed by Filippo Andrea Carmeni and Maurizio Molella – were written by and performed by members of the band.
"Retzius was born in Stockholm , son of the anatomist Anders Jahan Retzius ( and grandson of the naturalist and chemist Anders Retzius ) .","Born in Stockholm, Retzius was the son of anatomist Anders Jahan Retzius (and the grandson of naturalist and chemist Anders Retzius).","In Stockholm, the son of the anatomist Anders Jahan Retzius (and grandson of his naturalist and chemist), Ander Retschun is born Rettinger.","In the Swedish town of Retzius, the son of the anatomist Anders Jahan Retschaeus (and the grandson of a naturalist and chemist, AndERS Retikius), he was born, and they both grew up in Stockholm.","In the Swedish town of Retzius, the son of the anatomist Anders Jahan Retschaeus (and the grandson of a naturalist and chemist, AndERS Retikius), he was born, and they both grew up in Stockholm.","Stockholm native. Son of Danish anatomist Anders Jahan Retzius (and grandson of Norwegian naturalist and chemist), Ander Retsch.","Stockholm native. Son born on 22nd March 1809, father of the Swedish anatomist Anders Jahan Retzius (and grandson of Danish naturalist and chemist Andrés Retsch), he is Retikius.","Stockholm native. Son born on 22nd March 1809, father of the Swedish anatomist Anders Jahan Retzius (and grandson of Danish naturalist and chemist Andrés Retsch), he is Retikius."
"At the 2011 census , 78.8 % of inhabitants were Romanians , 17 % Roma , 2.7 % Hungarians and 1.4 % Germans .","Romanians constituted 78.8 % of the population at the 2011 census, while Roma, Hungarians, and Germans made up 17%, 17%, 2,7%, and 1.4 % of the total population.","According to the 2011 census, the population was composed of 78.8 % Romanians, 17% Roma, 27% Hungarians and 1.4 %) Germans.","According to the 2011 census, the population was composed of 78.8 % Romanians, 17% Roma, 27% Hungarians and 1.4 %) Germans.","According to the 2011 census, the population was composed of 78.8 % Romanians, 17% Roma, 27% Hungarians and 1.4 %) Germans.","Romanians accounted for 78.8 % of the population at the 2011 census, while Roma, Hungarians, and Germans made up 17%, 13%, 17, and 1,1% respectively.","Romanians represented 78.8 % of the population surveyed in 2011 census, while Roma, Hungarians, and Germans accounted for 17 %), Roma 7%, P22%, 2.7 0%, or 1.4  percent.","Romanians represented 78.8 % of the population surveyed in 2011 census, while Roma, Hungarians, and Germans accounted for 17 %), Roma 7%, PGM 8%, 2.7 0%, German 1%, 1.5 CENT, Roman Catholic Democrat 0.3, Ortodox Ortodoxă (2007), Black 5%, Traditionalist 80%, Scandi 2%, Wanderer 9%, Song Song Xuec"
"The museum is centrally located in Jiangbeizui CBD , near the confluence of the Jialing River and the Yangtze River .","The museum is situated in the central area of Jiangbeizui CBD, close to the Jialing River and Yangtze River's confluence.","The museum is situated in the central area of Jiangbeizui CBD, close to the Jialing River and Yangtze River's confluence.","The museum is situated in the central area of Jiangbeizui CBD, close to the Jialing and Yangtze Rivers' confluences, making it a central location for the museum.","The museum is situated in the central area of Jiangbeizui CBD, close to the Jialing and Yangtze Rivers' confluences, making it a central location for the museum.","JINGLE RUGS MUSIC: The museum is situated in the heart of Jiangbeizui CBD, near the Jialing River and Yangtze River's confluence.","JINGLE RUGS MUSIC: The museum is situated in the heart of Jiangbeizui CBD, near the Jialing River and Yangtze River's confluence.","JINGLE BUDDING CENTER: Museum is located in the central area of the Jiangbeizui CBD, near the junction of Jialing River and the Yangtze River."
"Robbins was born in Coventry on 21 September 1933 , with his twin David , the eighth and ninth children of twelve by Charles and Jessamine Robbins .","Charles and Jessamine Robbins welcomed their eighth and ninth children, David and his twins, with Robbins born in Coventry on 21 September 1933, in Coventry with his parents on 21 September 1933.","Charles and Jessamine Robbins were a Coventry couple who gave birth to David and his eighth and ninth children, respectively, on 21 September 1933, in 1933.","In Coventry on September 21, 1933, Charles and Jessamine Robbins gave birth to David and David, who were the eighth and ninth children of a dozen, shortly after his birth. Robbines was bounded by his twins on the previous day and their ninth child, David.","In Coventry on September 21, 1933, Charles and Jessamine Robbins gave birth to David and David, who were the eighth and ninth children of a dozen, shortly after his birth. Robbines was bounded by his twins on the previous day and their ninth child, David.","Robbins was born on 21 September 1933 in Coventry to Charles and Jessamine Robins and his twin David, who were the eighth and ninth children of a dozen.","Robbins on 21 September 1933. Charles married Jessamine Robbines in Coventry, where he was born on 23 September 1934 – his twin David - is the eighth and ninth child of a twelve children.","Robbins on 21 September 1933. ) Born in Coventry, on 1 September 1932 ; with his twin David - the eighth and ninth children of twelve inherited by Charles and Jessamine Robbs  )."
The battalion is maintained by the Queen 's York Rangers ( 1st American Regiment ) ( RCAC ) .,The Queen's York Rangers ( 1st American Regiment ) ( RCAC ) are responsible for the maintenance of the battalion.,The maintenance of the battalion is the responsibility of The Queen's York Rangers ( 1st American Regiment ) ( RCAC ).,The maintenance of the battalion is the responsibility of The Queen's York Rangers ( 1st American Regiment ) ( RCAC ).,The maintenance of the battalion is the responsibility of The Queen's York Rangers ( 1st American Regiment ) ( RCAC ).,"Queen's York Rangers ( 1st American Regiment ) ( RCAC ), the battalion is under the leadership of the Queen''.","Queen's York Rangers ( 1st American Regiment ) ( RCAC ), the battalion is upheld by the Queen''.","Queen '' York Rangers ( 1st American Regiment ) ( RCAC ), are up in force alongside the battalion."
Katz was born in 1947 in Sweden and moved to New York at the age of one .,"Born in Sweden in 1947, Katz moved to New York at the age of one.","At the age of one, Katz relocated to New York from Sweden, where he was born in 1947.","At the age of one, Katz moved to New York from Sweden, where he was born in 1947.","At the age of one, Katz moved to New York from Sweden, where he was born in 1947.",Katz hails from Sweden (1947) and relocated to New York when he was one year old.,Katz hails from Sweden (1947) and relocated to New York when he was one year old.,Katz hails from Sweden (1947) and relocated to New York when he was one year old.
The image on the page is a two-dimensional image as opposed to pre-rendered 3D .,"The image on the page is a two-dimensional representation, unlike the pre-rendered 3D image on the page.","The page's image is a two-dimensional representation, unlike its pre-rendered 3D counterpart.","The page's image is a two-dimensional representation, unlike its pre-rendered 3D counterpart.","The page's image is a two-dimensional representation, unlike its pre-rendered 3D counterpart.",One user reported a page image showing 'a pre-rendered 3D' image.,"One user reported pointing to her computer screen, ""You have a virus that is attacking me."" She said, he can ""uninstall"" her phone in ten minutes or so, and that she ""cancel"" everything.",One user reported pointing correctly.
"`` Stopped '' light , in the context of an EIT medium , refers to the `` quantum '' transfer of photons to the coherent system and back again .","In an EIT medium, the ""Stopped '' light"" is referred to as ""quantum ''Transformation of light"" or the ""transition of photons"" into a coherent system and back again based on the ""quantum"" principle.","In an EIT medium, the ""Stopped '' light"" is referred to as ""quantum  Quasi èd et Susceptible"" ( QoS) transition of the photons to the coherent system and then back again).","In an EIT medium, the ""Stopped '' light"" is referred to as ""quantum  Quasi èd et Susceptible"" ( QoS) transition of the photons to the coherent system and then back again).","In an EIT medium, the ""Stopped '' light"" is referred to as ""quantum  Quasi èd et Susceptible"" ( QoS) transition of the photons to the coherent system and then back again).",Light interacting with a photon molecule in an EIT medium demonstrates the transfer of photonic energy to the coherent system and back again.,"Light passing through a photon accelerator molecule (PLOS)  quantum '' referring to the photovoltaic field i.e., the quantum electron electron) in an EIT medium.","Light passing through a photon accelerator molecule (PLOS)  quantum '' referring to the photovoltaic field i.e., the quantum electron electron) in an EIT medium."
The previous average is more important for high values of formula _ 2 .,The previous average is more significant for high values of formula _ 2.,"For high values of formula _ 2, the previous average is more significant.","For high values of formula _ 2, the previous average is more significant.","For high values of the formula _ 2, the previous average is more significant.",High formula _2 values rely heavily on previous average.,High formula _2. ]>>  a function that values greater than 1! [/ % of answers ].,High formula bicamera _2.
"Among the prominent women of Suriname are Jennifer Simons , Marijke Djwalapersad , Elisabeth Samson , Cynthia McLeod , and Ruth Wijdenbosch .","Jennifer Simons, Marijke Djwalapersad, Elisabeth Samson, Cynthia McLeod, and Ruth Wijdenbosch are some of the notable women of Suriname.","Suriname's notable women include Jennifer Simons, Marijke Djwalapersad, Elisabeth Samson, Cynthia McLeod and Ruth Wijdenbosch.","Suriname's notable women include Jennifer Simons, Marijke Djwalapersad, Elisabeth Samson, Cynthia McLeod and Ruth Wijdenbosch.","Some of the most notable women in Suriname are Jennifer Simons, Marijke Djwalapersad, Elisabeth Samson, Cynthia McLeod and Ruth Wijdenbosch.","Jennifer Simons, Marijke Djwalapersad - Queen of the Dutch Dance 'Elisabeth Samson Presented by Her Majesty' Benny Raab et al. are some of The Queen's favorite women in Suriname, including Cynthia McLeod and Ruth Wijdenbosch.","Pro women in Suriname include Jennifer Simons, Marijke Djwalapersad - a renowned rapper whose songs have gained popularity in recent years, Elisabeth Samson & Cynthia McLeod, formerly known as Jillian Williams 'C' Williams, and songwriter and singer Ruth Wijdenbosch.","Pro women in Suriname include Jennifer Simons, Marijke Djwalapersad - a renowned rapper whose songs have gained popularity in recent years, Elisabeth Samson & Cynthia McLeod, formerly known as Jillian Williams 'C' Williams, and songwriter Ruth Wijdenbosch."
"In 1924 he was an invited spokesman for the ICM in Toronto , in Oslo in 1932 and in 1936 in Zurich .","He was an invited spokesman for the ICM in Toronto in 1924, Oslo in 1932, and Zurich in 1936.","He was an invited spokesman for the ICM in Toronto in 1924, Oslo in 1929, and Zurich in 1936.","He was an invited spokesman for the ICM in Toronto in 1924, Oslo in 1929, and Zurich in 1936, all of which he did.","He was an invited spokesman for the ICM in Toronto in 1924, Oslo in 1929, and Zurich in 1936, all of which he did.","Invited spokesman for the ICM in Toronto (1924), Oslo (1932), and Zurich (1936) were all years in his job.","Invited polka dot ammotting u. c. 1924, t.i., in Toronto in 1922, Oslo in 1922, and Zurich in 1936, the two cities were home to him.","Invited polka dot am in Toronto in 1924, Oslo in 1922/32 and Zurich in 1936, he played the role of spokesperson for the ICM in Zurach in 1938."
"The BBC World Service also broadcast a version called `` Animal , Vegetable and Mineral '' , chaired by Michael Flanders with a panel including Terry Wogan .","Animal, Vegetable and Mineral  (animal, vegetal and mineral ') was also shown on the BBC World Service, with Michael Flanders chairing the production and Terry Wogan presenting a panel.","A version called  Animal, Vegetable and Mineral '' was also shown on the BBC World Service, with Michael Flanders as the chair and Terry Wogan as one of the panel.","Also shown on the BBC World Service was a version called  Animal, Vegetable and Mineral '' which was moderated by Michael Flanders and enacted with Terry Wogan as part of the panel.","Also shown on the BBC World Service was a version of the program called  Animal, Vegetable and Mineral '' which was co-hosted by Michael Flanders and Terry Wogan, and aired on NBC with Jeremy Clarkson and Iain Wright.","Animal, Vegetable and Mineral  broadcasted by the BBC World Service aired live under the chair of Michael Flanders and Terry Wogan.","Animal, Gemüse & Mineral  broadcasted by Michael Flanders, a BBC World Service presenter, and Terry Wogan made up ONE panel.","Animal, Gemüse ne Clean  Video. Animale : Animal, Vegetable and Mineral ''Program manager Michael Flanders, Terry Wogan and others aired the version on the BBC World Service televised on 104.9 FM."
"Thompson 's younger brother , Julia , was born in 1863 in Charles Martin Hall , Geauga County , Ohio .","Julia, who was Thompson's younger brother, was born in Charles Martin Hall in Geauga County, Ohio in 1863.","In 1863, Julia, the younger brother of Thompson, was born in Charles Martin Hall in Geauga County, Ohio. She was named after her mother, Lorne Thompson.","In 1863, Julia, the younger brother of Thompson, was born in Charles Martin Hall in Geauga County, Ohio, where she was raised in the same household as Thompson.","In 1863, Julia, the younger brother of Thompson, was born in Charles Martin Hall in Geauga County, Ohio, where she was raised in the same household as Thompson.","Thompson's youngest brother Julia "") was born Julia in 1863 in Charles Martin Hall, Geauga County, Ohio. Thompson was a resident of Charles Hall from 1806 to 1864.","Thompson grew up brother XIII in Georgia – Julia was born in Charles Martin Hall, Geauga County. in Geuck County, Ohio in 1863 - while Thompson's younger brother was Thompson.","Thompson grew up brother Emmanuel Thompson (5th), a daughter of Thompson's parents. Julia was born in Charles Martin Hall – Geauga County - Ohio in 1863."
