Sentence,Paraphrase,Formal_10,Formal_15,Formal_20,Informal_10,Informal_15,Informal_20
"Also Cai Feng had a son , Cai Mao .","Cai Feng was a father of Cai Mao, and Cai Feng's son was also a member of the dynasty.","Additionally, Cai Feng's father, the king of China, named Cain Mao.","Additionally, Cai Feng's father, the king of China, named Cainus, and he bore the name Caim Fang.","Additionally, Cai Feng's father, the king of China, named Cainus, and he bore the name Caim Fang.","Cai Feng fathered another son son named Cain Mao, insofarms also he had as a son, Caifeng.","Cai Feng son born Cailin (), just like his father Liu Heng (Cai Mao) who was a founding father and grandson of Wang Duanyi (d. 585 AD, 1949–55, respectively) nailed his first kingship ship (CN: XIP 1989) and his only surviving half-sikkim (c. 500 years old), his sis silo and xingx","Cai Feng son born Cailin (census) also called his father one of the sons of Xiang (, ) and his son Caiming (auntia) yin xue, also ren."
"Its leaves are shaped alternately along the branches and have lance-arranged , egg-shaped or almost circular and are a stalk long .","The leaves are alternately shaped along the branches and have lance-arranged, egg-shaped, or almost circular leaves that are a long stalk.","The leaves alternately run up and down the branches, and are either flat, egg-shaped, circular, or have a stalk that's long.","The leaves alternately run up and down the branches, and are either flat, egglike, or round, while the stalks are long.","The leaves alternately run up and down the branches, and are set in a looping, egg shape, or circular shape and grow up to ten to twelve inches long on solitary stalks.","Launceaux resembling branches, lance-arranged or almost circling in egg-like shape each with a long, 4-lobed époi elongated stalk with alternate shaped outward protruding locomial bristic brilliance (leaf extensions extending from the lateral ends up to the hindmost point of the uppermost leafy greenery, while the subcutaneous larvic lobula","Launceaux resembling branches run back and revog one after the other and elongate stalks arranged lance- - egg-shaped, almost circular and cubed-sewn in an alternate axil (exit, exit, escape, abscenae, pass through a hole, etc.","Launceaux resembling branches run back and revog one after the other and elongate stalks topped off with egg- shaped tips crowned in a long, long long gangr hole extending outward firmly behind an open branch rimmed with an ensuing lobe or stoogee-like ridge coiled or fan-shaped vertigile that loops backward and takes its cu"
This expanded the area of conflict between Massachusetts and the province of Rhode Island .,The conflict between Massachusetts and the province of Rhode Island was widened to include more areas where conflict had already erupted.,"The conflict between Massachusetts and the province of Rhode Island was extended, resulting in an increased area of conflict.",The area of contention between Massachusetts and the province of Rhode Island was expanded by this.,The area of contention between Massachusetts and the province of Rhode Island was expanded by this.,"A bigger swath of the war zone between the pro-US and the provinces of defending Massachusetts was a clear way to encircle the unoccupied land under the disputed Loyola Regis provincial political trust (PSYG, which is now under partisan control and controlled by the state of Massachusetts but is essentially winging its claims to the central nervous system by implication – the area under provincial control was expanded largely by strong","A bigger war zone was a natural encroachment on the already strained schismagrificent straitaway from the old pact of Massachusetts and the new RI province of newfoundland Rhode Island, extending the territorial territorial wall of Massachusetts to the present-day province (the conflict dividing the two provinces of the US into two equal parts i.e.","A bigger war zone was a natural encroachment on the already fractious southern convulsive U-shaped land already taken up by the warring polonists of the newcomers' home state of Massachusetts (the part of northern Massachusetts bordering England that is now part part and controlled by another province by Massachusetts), then the provinces they had fought for, ie broader coverage of that area,"
"Slough High School was a girls selective grammar school in Berkshire , now Slough , Buckinghamshire .","Slough High School, a grammar school for girls, was founded in Berkshire and is now located in Slough, Buckinghamshire.","In addition, Slough High School, a grammar school for girls, was established in the Berkshire area and is now located in Sloough, Buckinghamshire.","In addition, Slough High School, a grammar school for girls, was established in the borough of Berkshire, which is now in Sloough, Buckinghamshire.","In addition, Slough High School, a grammar school for girls, was established in the borough of Berkshire, which is now in present-day Montgomery County.","Slough High School was a grammar school for girls that was only open to the less literate Berkshire school drop-out dropout grads, graduating in 2005 and then being run in Sloough, Buckinghamshire wards (pictured in north London, USA on the way to Cambridge in 2007 and 2008 ) - the school was one of the first in its country — and it was founded in Berkeley based on judicious","Slough High School was an allgirls grammar school Berkshire,now called Sloough in Buckinghamshire","Slough high school (later Buckinghamshire) was a grammar school girls selective grammar School Berkshire based school then called Sloough High School in Berking,now Sloagh - Bucksingham."
"It is close to Lough Corrib , on the N59 road to Oughterard and Clifden , in Connemara .","Connemara's location, which is near Lough Corrib on the N59 route to Oughterard and Clifden, is in close proximity to it.","The location of this place is in Connemara, near Lough Corrib, on the N59 road to Oughterard and Clifden, and is also located near the town.","The location of the place is situated in Connemara, near Lough Corrib, on the N59 road to Oughterard and Clifden, and is easily reachable from the nearest town, Dublin.","The location of the place is situated in Connemara, near Lough Corrib, on the N59 road to Oughterard and CLIFDEN.","Connemara's Conorrhein is just a stone'n'gross away from Lough Corrib, right on the N59 rout to Oughterard and Clifden, on its close-by road (N56 near LOUGERARD, Ireland), making it secluded and sizable, just off the Lugh Corb road - essentially the opposite of LAST.","Situated just NE of Lough Corrib, right of the N59 motorway ring about Lugh Corrig, and just before LOUGHTIREIRE and CLIFDEN, Connemara.","N59 to Oughterard and Clifden road, Connemara; close by Lough Corrib;; connobls;."
"While the exclusion of black players was not a written rule , no African-American had played in the National Football League since 1933 .","Despite the fact that black players were not exempted from playing in the National Football League, no African-American had played in the league since 1933.","Although black players were excluded from playing in the National Football League by a written rule, no African-American had participated in league football since 1933.","Although black athletes were prohibited from playing in the National Football League until 1933, no African-American had participated in it since then.","Although black individuals were not excluded from playing in the National Football League, the league had no African-American team and no black players since 1933.","NPO was one of few clubs in the NFL that did not explicitly prohibit or exclude black players from the regular policing of a national football federations championship... but in truth, no African-American had ever played in nfl since 1933.","NPOAC's ban on black players was not a written rule - but since 1933 no African-American had played in the National Football League while they were ruled not to have played, i.e., not allowed on Fridays...","NPO squad members did a pro forma national football league (NPL) team in 1933 but no African American had played in the league since then — though the exclusion was not governed strictly by statute – there was no black player being drafted, and not an official rule, ne was there ever - in place of an ex-black player, the ban was enforced barefoot, no more than one black member in an NFL squad whose national league"
Muawiyah came to power after the death of Ali and established a dynasty .,Muawiyah took over Ali's reign after Ali's death and presides over the dynasty.,"Following Ali's death, Muawiyah assumed control and established a ruling family.","Following Ali's death, Muawiyah assumed control and established a ruling family.","Following Ali's death, Muawiyah assumed control and established a ruling family.",Muawiyah dynasty was sworn into power right after Ali's death and it was there too many muslims left to rule for Ali whose father had died in a jihadist attack ten years earlier in Ali Baylon surrounded by desert in western Iraq between 1933 and 1935 ukraine and 1945 - Muaves killed 112 soldiers on 26 September 163 in Iraq and Russia 61 months later in 1130,Muawiyah dynasty was sworn into eccuse after Ali's death in 1066 just a few months later if Ali was still alive...,"Muawiyah led Ali's family party back home after Ali was killed, dynasty was founded anew..."
"In 1994 , Rodrigo Leão left the band to start a solo career , being replaced by Carlos Maria Trindade ( keyboard synthesizer ) .","Carlos Maria Trindade synthesizer, a former member of the keyboard keyboard section, replaced Rodrigo Leo in 1994 after he left the band to start a solo career.","In 1994, a new member, Carlos Maria Trindade (which utilized percussion and synthesizers), replaced and replaced Rodrigo Leo in the band, who had left the group to start pursuing entrepreneurship.","In 1994, a change occurred in the band when Carlos Maria Trindade (who utilized percussions on the keyboard and synthesized keyboards) replaced the departed Rodrigo Leo, who had left the group to start pursuing entrepreneurship.","Following the departure of guitarist Rodrigo Leo in 1994 to pursue a solo career, Carlos Maria Trindade took over as the band member in 1995, using specialized keyboard synthesizer skills.","Carlos Maria Trindade synthesizer synthsiser was hired after years he replaced Rodrigo Leo in 1994 after separating from the band to start a solo career: CRISSED in 1993 with J. Paul Osgood, aka Rodi Gaddafo (in the lead role) (2002), who left the group to pursue RCA recording, and HI TECH ONE in 1996; MJ OPSMAN","Carlos Maria Trindade synthesizer keyboardist/singer replaced guitarist and vocalist Rodrigo Leo, who dropped out in favor of a solo career around the block, starting he soloed in 1994, just one year later, from the band, leaving him behind carlo Limas Real enrique in the lead role, and essentially starting his solo cariera (again in '94, with RCA releasing the","Carlos Maria Trindade synthesizer started her solo career after overpowering former bandmate/BANDleader Rodrigo Leo in 1994, a long-shot who had just left the band to start pursuing entrepreneurship solo, starting in early 1994 - see the end of his tenure in the Band's first full season recording credits with one artist; RCA debutant and full time artist, Rodgero Ljungjawski, also left to"
"In 1933 Cattell wrote that , of all the Nordic races , `` the European race was the most evolved in intelligence and stability of temperament '' .","Cattell stated in 1933 that the European race was the most evolved in intelligence and stability of temperament among the Nordic races, as per Cattell.","Cattell stated in 1933 that the European race, with the highest level of intelligence and stability of temperament among the Nordic races, was the most evolved.","Cattell stated in 1933 that the European race, with the highest level of intelligence and stability of temperament among the Nordic races, was the one that evolved the most.","According to Cattell's observations in 1933, the European race was the most evolved in intelligence and stability of temperament among the Nordic races.","Cattell posit in 1933 ""... a sociologist and natural philosopher, he remarked ""In wit  1933... the race was the most evolved, in intelligence and stability of temperament, of all Nordic races - at that particular level of cognitive and behavioural coherence & stability, respectively / p. 112, i.e.","Cattell positta in 1933, ""... a few Nordic races... have evolved to great eminence, stability, power, intelligence & stability tats, i.e., agility, and stamina, amongst their inter-racial ancestors, precisely whose evolutionary lineage corresponds back and forth without reproach, even sporadically, without everlasting or vanishing, in search of","A 1933 post by Cattell retorts That ""A race, out of all the Nordic races... probably hastened more than any other Nordic race in its intelligence and stability of temperament  i.e."
"Abies lasiocarpa , commonly called the western North American fir or Rocky Mountain fir , is a subalpine fir tree .","Abies lasiocarpa, also known as the Rocky Mountain fir or western North American fir, is a subalpine fir tree that grows in the lower 48 Alps.","The Western North American fir, also known as the Rocky Mountain ffir or the wolf hornwort, is a type of birch tree that grows in the lower 48.","The Western North American fir, also known as the Rocky Mountain blaze, is a type of birch that grows in the lower 48.","Western North American and Rocky Mountain fir are common names for the species of birch species that are classified as arid, while the ash tree, also known as Rocky Melia, is primarily derived from the North America-Pacific region.","Abies lasiocarpa (auch abbreviated western North American fir or more commonly known Rocky Mountain ffir) esteemed subalpine acea tree, also med possibly referred to cranium trevalhoras, limb horn valgus specia abies, or 'the western north American' - primarily ridge birch or Douglas heiden baumannicum","Abies lasiocarpa (stars.ht, also known as western North American fir or better known just as Rocky Mountain ffir) is a subalpine resemblING birch or alpin... abtinum abies, formally known by name, is another name of the great tree family in the escarping world of western north America, known in North America as the ""rocket horn"" or","Abies lasiocarpa abies, also hailed as the western North American fir or just Rocky Mountain ffir, is a subalpine resemblance well reputed among climbin hirst and escescort gewo cactus in alpino geeti or alpen grazing bir hi ca ca - ""falling twig"" in the ridges of"
American Motors provided only technical support in the form of limited aid .,"American Motors provided limited technical assistance, which was solely provided by American Motors.","American Motors provided limited technical assistance, which was exclusively provided by American Motorsports.","American Motors provided limited technical assistance, which was exclusively provided by American Motorsports.","American Motor provided limited technical assistance, which was exclusively provided by American Motorsports.",Modicum technical help but not all support was dispense... with American Motors delivering only limited technical assistance i.e.,"Modihearted technical back up was only given in the formă of technical retributorial subsidis backed solely by automaker American Motors (among others whose owners did not drive a car reportedly did so voluntarily anyway he agreed not to drive it, despite the fact that GM was based in Detroit requiring rick upkeep and repairing facilities erecting facilities in order to handle rigged parts & components / parts",Modihearted technical back up was only given in handby- American Motors despite the manufacturer suing them for technical support monies owed in the automaker's deal with a struggling GM in Atlanta based only on contract terms he said they were willing to pay if they wanted to rely on it for powerplant repairs unless proving otherwise...
"The Houston Main Building ( HMB ) earlier the Prudential Building was a skyscraper at the Texas Medical Center in Houston , Texas .","The Prudential Building, which was originally located in the Houston Main Building (HMB), was a skyscraper that was constructed at the Texas Medical Center in Houston, Texas.","The Houston Medical Center in Houston, Texas used to have a large hospital building called the Houston Main Building, which is now known as the Prudential Building.","The Houston Medical Center in Houston, Texas used to have a large hospital building, the Houston Main Building, which is now known as the ""Puddential Building"", as compared to Xugang District.","The public hospital complex, HMB, is situated above the Prudential Building, which is a large skyline that serves as if it were constructing X-Y-III, Y-3, and ING WHICH is the Texas Medical Center.","HMB's Prudential Building was once a skyscraper site resembling the tallest edifice ever built in the US except for the one now occupied by IKEA as the largest subway interchange in metropolitan houston, Texas (the ""Prudential"" tower is pronounced in official San Antonio English) and was originally erected in c. 1989 in downtown Los Angeles in unison as stumbling block","HMB's Prudential Building once belonged once to skyscraper design designed and erected for medical center in harrahs, Texas, formerly known as the ""Prudent Building"" in Houston before it was renamed in 2009 - the largest building in the 'Houston' building district a mere block away from downtown Houston awaiting demolition by the city government in 2011 occupied by gang rages from the area","HMB's Prudential Building once doubled in statuary and was er sited a skyscraper at the Texanx' s Texas medical center in Houston - Houston Texas formerly known as the ""Prudential building"" in 1910s & 1911s, and later renamed the Astrodome Tower in 1911 and 1911, respectively, despite being formally censured and compelled to eb 2009"
"After returning to Paramaribo in 1954 , he settled as a lawyer in Suriname .",He came back to Paramaribo in 1954 and settled in Suriname where he practiced law as a lawyer.,"Following his return to Paramaribo in 1954, he settled in Suriname where a lawyer worked.","Following his return to Paramaribo in 1954, he settled in Suriname where a lawyer worked.","Following his return to his home in Uruguay in 1954, he settled in Suriname where a lawyer worked.","He went back to Paramaribo in 1954 and then went to Suriname, where he hailed as a lawyer and stayed as an attorney ever since his second stint there in the early 1950s and by later that year had come and went largely unnoticed, and they re-set up their law firm there and start working as lawyers again, hardly ever requiring them to go abroad for legal work, they say, but it was '","Arriving back in Paramaribo in 1954 and settling back a year later to become heir and lawyer, he settled back down to Suriname as an attorney soon after returning back for another stint - his first attempt to escape the capital city, Paramaro, in 1955 and then his second attempt despite being outnumbered subsequently withdrawn and eventually settled here again en route to the US Embassy parked there the previous year, paying only 5% of the","ArrivING back in Paramaribo in 1954, he returned in order to work as an attorney...and later moved back to Suriname, where."
"The crash of Aerosucre Flight 4544 was the first aviation incident involving Aerosucre , the second being the crash of another Boeing 727 on November 18 , 2006 .","Aerosucre Flight 4544's crash was the first aviation incident to involve the airliner, while another incident occurred on November 18, 2006 when another Boeing 727 crashed a second time, on the same day.","The first incident involving a plane flying over another plane was the crash of Aerosucre Flight 4544 on June 2, 2006, followed by the accident of another Boeing 727 on November 18, 2006 in which another aircraft crashed, marking the first time Aerospace Flights exploded.","The aircraft crash that occurred on November 18, 2006, when another Boeing 727 crashed, marking the first time that Aerosucre Flight 4544 crashed.","The loss of Aerosucre Flight 4544 in the crash of October 18th, 2006, was the first time that a plane of the class X aircraft had involved itself, and the second was due to the accident of another Boeing 727 on November 18, 2006.","Aerosucre Flight 4544's crash marked the first aviation miscarriAGE involving a single aeroschucre aviaviator (i.e., the initial flight impacted by another aerospace crash en route to Ceavias instead of Quincy Aerospace durante la volanerie aérienne DUOULE, DAYTONIGHT, November 18, 2006 / BIT 4564 METiculum AEROSUCR","Aerosucre Flight flight no: Aerosaurus Flight 4544 crashed as the first aviation incident to land on an airliner (this time with another incident a year later, the second incident being the crash of another Boeing 727 on November 18, 2006.","Aerosucre first aviation incident aerosupreme aviavi crash Aerosaucre Flight 4544 crash on 18 novembre 2006 another Boeing 727 crash also a year later on eve of another scuttlebug incident on the same day as the first manned aircraft incident incident involving the airliner itself - the Boeing 737 crashing in Los Angeles on 23 mai 2006, the maiden flight EVER."
"The Cabot Trail - Episode was filmed on site in Cape Breton , including Peggys Cove and the highlands of Nova Scotia , along the east coast .","Cape Breton was the filming location for Episode of The Cabot Trail, which toured the east coast and included Peggys Cove and the highlands of Nova Scotia.","Cape Breton served as the filming location for Episode 11 of The Cabot Trail, which explored the east coast and included Cape Cape Cod, Newfoundland and Labrador, as well as Cape Town, Halifax, and the Nova Scotia Highlands.","Cape Breton on the east coast of the United States was chosen as the filming location for Episode 11 of The Cabot Trail, which explored Cape Fear, Cape Cod, and the highlands of Nova Scotia.","Cape Breton on the east coast of the United States was chosen as the filming location for Episode 11 of The Trail, which featured footage of Cape Cod's Cape Canal, the village of Hope, and a scenic coastline.","Episode filmed on location in Cape Breton - Peggys Cove, Peverlys Cline, Green Island, Halifax -5th acreage & the highlands of Nova Scotia – along the east coast / part of the Cabot Trail.","Episode filmed on site in cape Breton on the east coast - including Peggys Cove, Peverlys Cline, and the highlands of Nova Scotia -4 hours & stretches of the Cape Bretons 'Cabot Trail' Episode 4 of 9 was a trail visit, mapped out on location in Cape Bratford (east coast of Canada), USA based lands / bridges, maps, hikes.","Episode filmed on site in cape Breton on the east coast - including Peggys Cove (Palacey Coney) home to the Pegs Crossing, and the highlands of Nova Scotia -4 hours 'Cabot Trail' Trailer: Episode 1 of the trail is a scenic drive south eastward, stumbling up and crouching in the mountains, part of ridge en route to Canada's summit"
Another way to regulate the population of deer is to control the birth rate .,Controlling the birth rate is another method to regulate deer population.,Controlling the birth rate is yet another approach to control deer population.,Controlling the birth rate is yet another approach to control deer population.,Controlling the birth rate is yet another approach for regulating the population of deer.,"A second way to manage deer herds is to regulate their pre-emergency baby-pop and cranial area birth-ratio (BIP, BEPS, etc.",A second way to manage deer herds and debyte predation entail managing a de-breeding craziness or baby-nobdominance (Boo-Baa-numerity-Rab'SQM's maternal-child ratio/MI/NFA ratio AF/BAC multiplier minus 7.05% FSFS over 1000 000 000 BAK-QQB,A contrapTION OTHER THAN TAKING BREAKFAST CERTIFIED DEER.
"The poem is preserved in four fragmentary manuscripts , one of which is contemporary .","Four fragmentary manuscripts exist, with one of them being contemporary, that contain the poem.","Four fragmentary manuscripts exist, with one of them being contemporary, that contain the poem.","Four fragmentary manuscripts exist, with the poem being preserved in one of them, which is contemporary, and they contain fragments.","Four fragments manuscripts, including a contemporary edition, have survived.",Quaranto alone contains about four fragmented manuscripts—among them modern-day-manutifahs with an open-air symphony house and a fireside saloon—in which the pow was conserved and the poetic not just retort but encapsulates the ecstatic journey once and for all—the bare essentials for the human psyche and its poetic connotations,"Quaranto alone contains about four lost and advu pieces of the poem[citation needed], one of which is still surviving... One of them is dated modern day, i.e.",Quatio propleny - including four fragmented manuscripts... one of which is contemporary – enumerates part of last remembrance of a poem until modern historian J. Hall (founder and editor of the poet EMILY Marker) dated between 1200 AD and the present day.
"Manu Chao , the groups `` Air '' , Cassius , Mars IV , Les Négresses Vertes , and FFF , and Howie B also participated in the album .","The album featured Manu Chao,  Air '', Cassius, Mars IV, Les Négères Vertes, and FFF, and Howie B were also active on the album.","The album showcased performances from Manu Chao,  Air '' ; Cathy Cassius & Mars IV - Mars and Brutale Mars : Mars V X Y NH, Les Névravrasses AE HYDAC FE and Howie B.","Additionally, the album featured Manu Chao,  Air '', Cassius - a songwriter from China, and Mars IV – percussionists from France, Mars Vuits, singer arranged by Mars and Mercury Mercury, plus Howie B, guitarist for French woman based on the band.","Additionally, the album featured Manu Chao,  Air ''. Cassius - a member of the prestigious group ISS, Cassiuses, Mars IV ; ff pearl : Featuring performances by Alicia Martinez, Michelle Obama, and Michelle Michelle Wu, with Howie B also starring.","Manu Chao, Cassius - Air '', Mars IV & Mars V ; Les Névravras Vertes / Les Progresses Vêtus FFF w/ Howie B also made an appearances on the album sung out of London's Opera House (where they were joined by fellow Parisian songwriter Howlin' Bear and French jazz percussioniste Howson FNB.","Manu Chao, Cassius ''Casey Gracias - Mars IV & Mars V ; Les Névragresses Vertes / FF __ ] accompanied songwriters Man U (Vive U ne veut dire M e Néré ) fx m y F a FFF Manie B comming Commune?","Manu Chao spawned part one off Guy Ossad, the rest of the group toured with Cassius - Air '', Mars IV based group (also known as  Air') a duet w/ Cassiuses & Mars ; Les Névrages Vertes (2007) et FFF re-corde"
The Hudeasa River is a tributary of the Bradu River in Romania .,Romania's Hudeasa River is a tributary of the Bradu River and the Hudeasa River.,"In Romania, the Hudeasa River is a member of the Bradu River and is fed by the River Hudesa.","In Romania, the River Hudeasa is a member of the Bradu River and is also derived from the Hudesa.","Within Romania, the Hudeasa River is a member of the Bradu River and is fed by the River Bradù.","Romania's southern coast gets a river named Hudeasa which is tributary to the brau-Bradu (Branu River which runs parallel to Romania whose southern border runs north and truncated to Brabania inlands equator & border with Bulgaria / Bulgaria, Romania in particular despite the fact that its main waterway is now the Hudesa Sahara river – Romania is home to ten municipalities","România lands a tributary river – Bradu River itself peaks in front of one Romanian rivierier, the Hudeasa River (Hungary) whose natural name itself stems backwards and is then escalated in fertile fertilizer leading up to it's current dumping site of garlic cloves  Bugia Flavu Soudn Natural Reserve — which is essentially","România lands one more riverine called Bradu River inland called Hudeasa River, one of its tributaries, alongside nearby river Bradù..."
"While the exclusion of African players was not a written rule , no black American player in the National Football League had played since 1933 .","Despite the fact that African players were not included in the rulebook, no black American player had played in the National Football League since 1933.","Although the inclusion of African players was not a written rule, no African American player had played in the National Football League since 1933.","Although African players were excluded from playing in the league without a written rule, no black American player played in MLS since 1933.","Although African players were excluded from playing in the league, it was not written down in official language. However, since 1933, no black American player had played in MLS.","NPO did not have a written rule omitting the exclusion of African players from the minor league they became juggernauts of the 2010 NASA competition based on their skin color (black skin, not brown), yet after 1933 no black American player played in the National Football League since then (white male, female, male and female players were not listed as exempted as players in NFL teams that did so, but in 1994 female and 1994 male players",NOVEmbro records reveal black American players in the NFL since 1933 - despite the league not specifically excluding them if they were written off as not playing a part in draft #38 on Decatur jnr 38.,"NOVEmbro facts did not enumerate otty from the NFL, net a written law requiring an African player to play, but if so, so be it, no African American player played in the National Football League since 1933, and not even ten years had passed since then, with no black player in NLPL."
"His father Patrick Byrne was an MP , TD , Senator and Lord Mayor of Dublin . Another brother Alfie Byrne was also a TD .","Patrick Byrne, the father of the MP and TD who was the brother of the TD Alfie Byrne, was a former TD politician who also served as an MP and TD.","The father of Patrick Byrne, a member of the Dublin Parliament, served as an MP, and subsequently became TD, Senator, Lord Mayor of Dublin. His brother, Alfie Byrton, was also Deputy Mayor, while his father, Patrick, also served in the Senate and was voted in for TP.","The father of Patrick Byrne, despite achieving success as a politician, Senator, and Lord Mayor of Dublin, was Patrick's father.","His father, Patrick Byrne, held positions in various professions such as MP, Senator, and Lord Mayor of Dublin. His brother, Alfie Byrton, was also a TD and Deputy Mayor.","Patrick Byrne (born c/o Patrick (math) Byre) an MP, TD a Senator and Lord Mayor and brother Alfie Byration (timing) was / was also – in reputedly he sat on the Conservative Party's electoral electoral roll - Deputy Mayor of Dublin for just over 25 years.","Patrick Byrne (left, by left, in Dublin) was a former parliamentary, political, telecommunications and social clerical (MP, CDU, and TD, but also allied with another democrat, an LD, or brother, both of whom were voted out of the LCLC) and later Lib condition and former Labour party First lord Alfie Byribe was elected DIRECTOR in ANNUAL election","Patrick (BYRNEY) was a TD, Senator, Lord Mayor of Dublin (he had one son, Alfie, who was also Deputy Mayor) and another democrat (terter, brother, sister, both were TAs) - they had ties to politics."
The first series was better received by critics than the second .,The second series was not as well received by critics as the first series.,The ratings of the second series were less favorable than those of their first series.,The ratings of the series for series one were better than those of series two.,"However, the reception of the first series by critics of series two. was better than that of, which was criticized more strongly by the critic.","A better overall reviews from critics - for the first series vs. the second – then poured in for a better series overall despite the series being aired in the latter series by the same team of backers who were largely unrecognisable and unintentional (while also exemplified by AOC chef and owner of the TV studios, the show was praised as 'the best of both worlds","A better overall reviews ratings ratings for the first series vs the second, both series were rated better by critics  the series received a slightly better reception from both telecasting series by broadcaster öBryn Skotsman (the maker of the TV series) – but their television rights holders were unhappy with the ratings largely because the WSO was formed in 1992, if he sold spoiled primetime series to Virgin Australia",A better overall reviews ratings ratings for series 1 vs 2.
Fanwood is located in the 12th Congressional District and is part of New Jersey 's 22nd Legislative District .,"Fanwood is situated in the 12th Congressional District, which is part of New Jersey's 22nd Legislative District, the 12th Congressional District, and is also part of New Jersey's 22nd Legislative District.","Fanwood is situated in the 12th Congressional District, which is part of New Jersey's 22nd Legislative District.","Within New Jersey's 22nd Legislative District, Fanwood is situated in the 12th Congressional District.","Within New Jersey's 22nd Legislative District, Fanwood is situated in the 12th Congressional District.",Fanwood falls part of New Jersey's 22nd Legislative District outstretched in its small but heavily contiguous Bexley Quail(venue:12th Congressional District encloses Fan wood a section of NY'S smallest state-conserved region of Connecticut' southwestern portion of the state & Pennsylvania.,"Fanwood lies part-way upstate in NJ's 12th Congressional District and part of the eastern contiguous enumerative (LDED-C2+ fanwood part particulate matter area, also a 'Savannah hell, partof & SU / FN&N 2/00:00 GHGH/Hannibal County borough, and also part and original-home homestead (now","Fanwood lies partway upstate in NJ's 12th Congressional District -- part of the state'' s owning, now '22nd Legislative District, and part -- the 12... 12TH CENTURY."
Santa Cruz is situated on the banks of the Santa Cruz River which flows into the eastern part of Laguna de Bay .,"Santa Cruz is situated on the banks of the Santa Cruz River, which flows into the eastern area of Laguna de Bay.","Santa Cruz is situated on the banks of the Santa Barbara River, which flows into the eastern area of Laguna de Bay.",Santa Cruz de Santa el Teide in the .,"Santa Cruz de Santa e del Santa de Plata. The Santa Barbara is situated on the banks of the Santa Rosa River, which flows into the Laguna de Bay's east.","Situated just east of Santa Cruz beach on the banks stretching east to the Laguna de Bay (Laguna de Guerra - more: Santa Vacaciones/Vacant housing development zone), this little spot is a short waterway bounded by the narrow and unforgiving Santa Clara River (Santa Cruz River, right, running southwards down the road & back to Santa Barbara, left cliffs and mountains that stretch right up to and north","SOUTH SUBSIDE: Santa Cruz is on the banks on banks of the Santa Barbara River, a body of water whose northern, eastern and sometimes supines banks (N.S. 'Santa Cruz', crux of SN 46, which carries the body part of its mother nature each spring and falls eastwards) and stretches in the northern cirlungen (Laguna de Bay, known locally as simply SON","SOUTH SUBSIDE: Santa Cruz is on the banks on banks of the Santa Barbara River, a body of water whose northern, eastern and sometimes supines banks (N.S. 'Santa Cruz', crux of SNCS, or SNS, ultimately converges SUNISHED LADY DE BUQUERQUE) INTO THE RESTAURANT TO THE LANVNVERIE RIVIERA."
The Porte de Vincennes is located where the southeast corner of the 20th arrondissement meets the northeast corner of the 12th arrondissement of Paris .,"The intersection of the southeast corner of the 20th arrondissement and the northeast corner of the 12th arrondissement of Paris is marked by the Porte de Vincennes, which is the intersection between the first and second arrondissements of Paris.","The intersection of the southeast corner of Paris' 20th arrondissement and the northeast corner intersects with Paris’ 12th, and together they form The Porte de Vincennes at the top of The 20. During the night, the intersection is referred to as the ""Miracle"" or ""The Port of Vincenos"".","The intersection of the southeast corner of Paris' 20th arrondissement and the northeast corner intersects with Paris’ 12th, and together they form The Porte de Vincennes at the top of The 20. During the night, the intersection is referred to as the ""50th"" or ""60th"", and is located on the same side as Paris, where the 20 – 19 th century based'metro station' is called the 12.","The intersection between the southeast corner of the 20th arrondissement and the northeast corner is where the Porte de Vincennes and 12th, the smallest borough of Paris, is found.","Situated just south east of Place de l'Arc (le Caveau Picquete/Châtelet, in Paris, but nowhere in between, just inside Paris) and just north east eastbound since 1930, and right up to the eastern edge, halfway between the southeast corner, the 20th arrondissement, then the northeast corner of Paris and the first and only intersection, now positioned somewhere between east and west, between 0ème apfund (a","SECOND AIR BASED ON THE POINT E. DU QUOINT-DE-PAINT e.T., AND THE PARK, THIS IS THE ONE QUICK EXAMEN TO GET SUCCESTED.","SEE-Picture: The Place de Vincennes (Ponte-en-Vinness) is erected, & it is located (again) where on one Seite (Excès-Bruxelles-Ballot-fils-Dans-les-forces) central, ""on 2/3"" or ""off 2) ""In Paris"" (11ème arrondissement, 20ème C.P.R., and in Paris'"
