Sentence,Formal_10
 Poor girl ! ,Poor poor girl!
You look pale recently . ,"Recently, you appeared pale and looked pale."
 Yeah . I have got much pressure in the company . I have tobe wrapped upon my work . ,"I'm under a lot of pressure in the company, and I have to be wrapped up at work."
 Take good care of yourself . ,Take good care of your own well-being.
 Thank you . I will . ,I am grateful and want to thank you. I will take action.
"Hey , Maggy , Did you hear about David ? ","Hi Maggy, did you know about David?"
" About David ? No , I didn ’ t hear anything . ",I didn't hear anything about David. Did you hear any other?
" You know , about David and his new boss . ",I'm talking about David and his new supervisor.
" Sorry , I don ’ t quite follow you . ","I'm not sure if I can follow you back properly, sorry."
" Well , I heard David has been fired . ",I have been informed that David has been dismissed.
" Oh , that is a shame . He is really hard working . ","I'm sorry, that's a bit of pity. He works incredibly hard, too."
how do you usually get to school ? ,What is your usual mode of transportation to and from school?
 I usually ride my bike . Which form of transport do you prefer to use ? ,What is your preferred means of transportation that you use for your daily commute?
" I feel that I can see more when I pedal a bicycle , but when I feel lazy , I drive my car . ","I find that my eyesight improves when I ride my bike, but when my mind is occupied, I opt to use my car."
 I think we should discourage people from using their private cars . They produce too much pollution ! ,I think we should deter people from using their private cars as they are responsible for so much pollution in the air!
" I agree , but I would find it difficult to stop using my car . It's just so convenient . ","I'm okay with using my car, but I would have a hard time giving up it. It's so convenient."
" cars might be convenient , but they're so bad for the environment . ","While cars may be a convenient option, they are not genuinely environmentally friendly."
 do you have a car ? ,Do you have a vehicle in your possession?
" no . I used to have one though . Once I started using my bicycle to get around , I found that I didn't really need it . ","I used to have a bike, but I didn't really need one. After I started using it for my transportation, I realized I don'' t truly need it."
" maybe if I sold my car now , I wouldn't be so tempted to use it . ","I'm not so inclined to use my car right now, but maybe if I were to sell it now as part of a larger vehicle sale, I wouldn't be as tempted."
 you could try . It would save you a lot of money . ,"If it is possible to do it, it will result in significant savings."
" that's true . Every month , I spend hundreds of dollars on gas , insurance , and repairs . ","I'm not mistaken. I spend hundreds of dollars on gas, insurance, and repairs every month, even though I can't really afford them."
" if you got to class by riding a bicycle every day instead of driving , you will get lots of exercise , too ! ","If, on a daily basis, you can get to your class by cycling instead of driving and get energized with the added benefit of not having to drive to the class, as well as by riding shippy buses to get around, it will also provide you with supplementary exercise!"
 I could stand to lose a few pounds . Having a car has made me lazy . I never end up walking anywhere ! ,"I'm able to lose a few pounds, but the constant presence of comrades in my life has made me unproductive. I never take if any longer than 2-3 hours to walk anywhere!"
 let's go to a car dealership . I'll help you try to sell your car for a good price . ,"Let's visit a car dealership. I'll help you find if you want to sell your car at, and sell it for..."
 sounds good ! Let's go ! ,I think it's great! Let'll have a good time!
What's wrong with him ? ,What's the matter with him?
 His nose is out of joint because we forgot to invite him to the party . ,"We neglected to remind him to come to the party, causing his nose to be out of place."
"What are you going to do for one year abroad , Tom ? ","Tom, what are your plans for your one-year stint overseas?"
" Study , study , study . I want to learn a lot . ","I am eager to learn more as I study, study, learn."
 You are going to take courses ? ,Are you taking up any courses?
 Yes . I am going to take some university courses there . ,"Yes, I am going to attend some university there and take some courses."
 Sounds hard . ,Isn't it a struggle to hear?
" Yes , but I think it's probably for the best . ","Yes, I'm a big noyer, but I think it's probably not going to be the best idea."
 Won ’ t you get lonely ? ,Are you okay with feeling lonely?
" Hey , I am a pretty cool guy . I will make friends , and I'll have a lot of extracurricular activities too . You know , like fencing , or theater or something . ","I'm a cool, up-and-coming person who will be able to make some new friends and participate in various extracurricular activities such as fencing, theater, or something else."
"Isn't this lovely weather ? Will you help me water the flowers , Jack ? ","Isn't this lovely weather beautiful? Will you aid me in watering the flowers, Jack?"
" Well , do you think I have to ? ",Do you think I should?
 I do.We haven't watered them for quite a few days . ,"We haven't been watering them for a few days, and I know."
 Please look at the sky.Don ' t you see the dark clouds ? It's going to rain soon . ,"I'm sorry, but I can't see the dark clouds up in the sky, it's going to rain soon."
 Good.So we don't have to work.How nice ! ,"I'm glad we don't have to work, too. That's so nice."
 But I don't think it's so nice . ,"However, I don't think it's so pleasant."
 Why ? ,What is the reason for?
 The weather report says it's going to rain for a whole week . ,"According to the weather report, it is predicted to rain for the next seven days."
" Oh , I'm afraid all the flowers will die in the rain . ",I'm apprehensive that all the flowers will perish in the rain.
"On , darn . The grocery store is closed . ",The grocery store is not being used as it is currently not.
" Yeah , this one closes at ten . We could drive to the 24 - hour store on sixth . ","Yes, this one closes at ten. We could opt for the sixth-hour drive to the 24-hour store."
 Alright . We are out of everything . ,"OK, we're out of this."
 I wish the store close to us was open 24 - house a day . ,"I desire that the store in our vicinity is open non-stop, ensuring that our house is always stocked and accessible."
" I know , our schedules are so weird . Sometimes , the little corner store is the only thing within walking distance that ’ s open when we get home . ",Our schedules are so strange that sometimes we have to go to the only thing that's within walking distance of the little corner store when we get home.
" Yeah , and the prices there are very high . ","Yes, and the prices there are very high."
 I know . Three dollars for milk . ,I have a complication: Three dollars for milk.
Do you think they two will get married ? ,Is it possible that they will wed?
 You can count on it . ,It's a fact that you can rely on it.
" I think so.Yes , they get along so well . ","I think so. They have a good relationship, I agree."
 I like him.He ' s good for her . ,I have a liking for him.He's good for her.
 You're right . He sure is . ,He certainly is. You're right. He's right.
"Dad , where are we off to ? ",Where is my Dad?
 First we will go to the city centre and stop for something to drink . Then we will visit the University Museum . ,Our itinerary includes a stop in the city centre for libations and rebeverages before we head to the University Museum.
 Where are we going to have a drink ? ,Where can we have a drink?
 There is a coffee shop round the corner . Can you see that big building at the end of the road ? ,"Is it possible to spot the large building at the end of the road, which is a coffee shop located just across the way?"
 Yes ? ,Is it true? Yes?
 That is a bank . The coffee shop is opposite the bank . ,The bank is situated across from it. The coffee shop is located there.
 Good . I will have hot chocolate . ,Good. I'll have hot chocolate and have a good time.
 A stop ! Wait for the lights to turn green . ,"Wait for the lights to turn green, and then proceed."
 When crossing the road you must always pay attention to what's around you . ,It is important to pay close attention to what's happening around you when you're crossing the road.
 Sorry . How far is the museum ? ,What is the distance between me and the museum?
 I am not sure . We will ask for directions in the coffee shop . ,I am unsure. We will ask for directions in the coffee shop.
 Here we are . You find us a table and I'll get the drinks . ,"In this instance, we are sitting down and I will take the drinks. You find a table and we'll get the tables."
How about going to the cinema tonight ? ,"I'm planning on going to the movies tonight, can you tell me how I feel about it?"
 That's great . What's on tonight ? ,That's great. What'll be happening tonight?
" I am not sure about the name of the film , but I know it's a romantic one . ","I haven't seen the movie yet, but I can'T find out what it is called, I just know it's a romantic movie."
 Romantic ? I am afraid I like thrillers better . ,Is it safe to say that I am more interested in Romantic suspense?
 Don't you think it's too bloody ? ,"Isn't it too much of a stretch to say ""No, not at all""?"
" On the contrary , very exciting . ",Very enticing whereas it's not.
I feel so uncomfortable . ,I feel so uneasy.
 Are you sick ? ,Is your illness affecting you?
 No . The teacher is dragging the chalk over the blackboard . It set my teeth on edge . ,My teeth are nauseous because the teacher is dragging the chalk from the blackboard and bringing it over to the notebook.
 He ’ ll finish writing in a minute . ,He’ll be finished writing in just a minute.
I have made up my mind . I am getting a tattoo . ,"I am about to get a tattoo, but I have made."
 Really ? Are you sure ? ,Are you convinced that what you are reading is genuine? Do you have a clear sense of what it is?
 Yeah ! Why not ? They are trendy and look great ! I want to get a dragon on my arm or maybe a tiger on my back . ,I'm not sure if you want to get a tiger on your back or squirting dragon on my arm since they're so cool.
" Yeah but , it is something that you will have forever ! They use indelible ink that can only be removed with laser treatment . On top of all that , I have heard it hurts a lot ! ","I understand that they use indelible ink that can only be erased with laser treatment, and it can be a painful experience."
 Really ? ,What is the real question?
 Of course ! They use this machine with a needle that pokes your skin and inserts the ink . ,"They use a needle-like device that inserts inserted ink into the skin of the person and then into their own skin, of course, as if to make it conceivable."
" Oh , I didn ’ t know that ! I thought they just paint it on your skin or something . ",I was just thinking of something that's just painted on your skin or something. I thought that was really interesting...
" I think you should reconsider and do some more research about tattoos . Also , find out where the nearest tattoo parlor is and make sure they used sterilized needles , and that the place is hygienic . ","I think you should reconsider and do some research before you go ahead with your tattoo. Also, where is the closest tattoo parlor, and make sure the needles are cleaned and used properly?"
 Maybe I should just get a tongue piercing ! ,Is it a good idea to consider getting pierced with my tongue?
"Excuse me , what's the screen near your steering wheel for ? ","What is the purpose of the screen situated near your steering wheel? Excuse me, what is it's for?"
 It's a portable TV . It's a popular thing now . ,A portable TV that is now a common item is being widely used.
" Oh , that's new to me . So what's on everyday ? ","I'm not sure what's going on with me today, I can't recall what I was doing yesterday."
" News about current affairs , documentaries , music , movies , noncommercial ads and so on . ","Current affairs, documentaries, films, noncommercial news, current affairs and other news items, as well as news related to current events and documentarian films."
 Is there anything interesting ? ,Is there anything fascinating?
" Yes , there are something good and informative . I think that many people underestimate the value of TV in education . ","There are some good and informative things to read about. Despite this, I think that TV has a significant impact on education, but its importance is often underestimated."
 I agree . Are there any commercials on the TV ? ,Is there any advertising on the television? I agree.
 Of course . Because the TV stations need to make money from commercials between the programs . ,It's true that the TV stations are obligated to make a profit from commercials between the programs.
 That makes a lot of sense . Does the TV work well ? ,Is the TV efficient in its operation? That sounds good.
 Not always . It depends on the transmission of the satellite signals . ,Not every time. It depends on the transmission of the satellite signals.
 I got it . Do you pay for the programs ? ,Is it your practice to pay for the programs?
" Yes , 50 Yuan per month . ",Is it true that I can only afford it if I pay 50 Yuan each month?
"Oh , no ! ","Oh, no!"
 How dreadful ! ,How terrible is that :(
 Look at the view from the window . ,See the view from the window.
" Oh , dear . That ’ s terrible . Not at all what I expected . ","I'm not sure what you meant, but that was a complete disappointment. Not what I had anticipated."
" It ’ s awful , isn ’ t it ? ",Isn't that dreadful?
 I can ’ t bear to look at it . I ’ m rather disappointed . ,I can’t bear to look at it. It’s disappointing.
 It can ’ t be helped . ,There are no ways to help.
"What do you do in your free time , Nancy ? ","Nancy, what is your preferred way to spend your spare time?"
" Well , I like playing the violin . ",I have a fondness for the art of playing the violin.
 Really ? How long have you been playing the violin ? ,What is your real name and how long have you been playing the violin?
 About ten years so far . I started learning when I was in middle school . ,"For about ten years, I have been learning for about 10 years. I started learning in middle school."
 That's really interesting . ,That's really interesting.
 Sure . So what about you ? Do you have any hobbies ? ,What is your personal pastime or activity?
" Well , I like collecting matchbox ! I'm not sure if that counts , though . ","I'm attracted to matchboxes and like to collect them, but I don't think it's relevant as I haven'' or not."
 Of course it does . Everybody has his own hobby . ,It is a fact that it is. Everyone has their own interests.
How can I tell her about this ? ,What's the appropriate way to let her know about this?
" Don't worry , you'll find a way . ","There's no need to be anxious, you'll find a solution."
 There is no need to be so frustrated . ,There is no reason to be so frustrated.
 How can you live without job in the future ? ,What are some ways to survive in the absence of a job indefinitely?
" Don't worry , you'll find a way . ","There's no need to be anxious, you'll find a solution."
What sports do you like to play ? ,Which sports do you have a particular fondness for?
 I like baseball and basketball . ,I have a liking for both baseball and basketball.
 How about football ? ,What about football?
" In my country football is brand new , so I never learned the game when I was younger . ",I was never introduced to the football in my country as I had no experience with it when I started growing up.
 It's a very popular game in America . ,It's a widely played game in the United States.
 Yeah . I heard a lot about it . Is it really that fun ? ,I've heard a lot about it. Is it really that fun? I hear. It's actually quite fun.
" For me , it's one of those games that are fun to both watch and play . ",I find it to be one of those games that are both entertaining to watch and to play.
 Are you a football player ? ,Are you familiar with the game of football?
" No , I just for fun with my friends . We play two hand touch or flag football . We're too old to play tackle football . ","I'm just having a good time with my friends, and I mostly just have to have 'play with friends' type of game - two-hand touch or flag football, but we're too old to tackle football because we can't seem to be able to pick the tackle I want to play."
 What is two hand touch and flag football ? ,What is the difference between two hand touch and flag football?
" Instead of tackling somebody , you just have to touch them with two hands , or if it is flag football , grab the flag that the ball carrier is wearing . ","In the absence of tackling, you can use your two hands to touch the tying of your hands or, in the case of flag football, use the flag that the ball carrier is waving over."
 I see . It's safer then right ? ,Is it safe to assume that it's not a risky action?
" Exactly . We play every Saturdays on the field by the tennis courts . If you want to learn and play a little , you're welcome to join us . ","We have a weekly game of playing on the tennis courts and on Saturdays, and if you're interested in learning and playing some, please join us."
 I'll give it a try . Give me a call and let's go down together . ,Let's take a closer look and give it whirl. Call me and we'll be meeting up.
 Ok . I'll call you Saturday morning . ,"Ok, I'll call you on Saturday morning."
 Great . ,Great.
What upsets you ? ,What are the things that bother you the most?
" My parents called . As usual , they reminded me again that I should have a plan to marry by my late 20s . Easier said then done . Who should I marry ? I have no time to go on a date . ","I have a desire to get married by the end of my late 20s, but my parents reminded me that it's more important to have an intention to wed. Since I don't have time to go on sex, who should I marry?"
 It is not your mother finding one for you ? ,Is it not your mother finding a baby for you?
" I will find one myself , of course . I ’ m a modern girl . ","I'll find a new one myself, of course, because I’m."
" Perhaps you can try the three minutes date , the latest type . ","It might be a good idea to test out the three minutes date, the most recent variant."
" You mean dozens of the opposite sex meet each other for three minutes in a dimly bar serving alcohol , I hate that idea . ",Is it not true that I dislike the idea of a few people of opposite genders meeting in stale bars for three minutes while they drink?
" No , there is an updated virgin , three minutes video date . I know an online dating website providing such service with a microphone and webcam , you can sigh for it . You can be face-to-face with a guy talking for maximum three minutes . ","No, not at all, but there is an online dating site where you can have a three-minute video date and see an updated virgin. The virgin has accessed the site with merely putting 'a microphone' and utilizing - you're three minutes in and you know that site has such."
 I don ’ t think it makes sense . Three minutes is such a short time . ,I don’t think it’s even a small amount of time. Three minutes is just too brief.
" I think you can find out if there is a possibility of romance within the first second of meeting someone , so-called love at first sight . ",I believe that the probability of falling in love at first sight is a matter of knowing if there is romance within the first few seconds of meeting someone.
" Anyway , I don ’ t want to post my face up for sale on the internet like that . ",I'm not interested in putting my face up for sale online like I did with my other face.
" Don ’ t worry . There are many other options using the internet as dating methods . Some sites operate at international standard even have got certifications . Of course , for these sites , you have to pay a membership fee . But all in all , it is more serious and professional . The chance of meeting a good and serious person who does not play games is higher . ",There are many other dating sites available online that offer a more serious and committed experience for those who are not interested in playing games.
 I don ’ t want to post my personal information on the internet . I ’ m not knowing who is reading it . ,I'm afraid I might as well not publish my private details on the internet - but I don't know who might be reading them.
Are you going to the party on Saturday ? ,Are you planning to attend the party on Saturday?
 I was thinking about it . Are you ? ,I was pondering it. Are you occupied with this?
" Yeah , I heard it's going to be a lot of fun . ",Is that going to be a lot of fun? I heard that.
" Really ? Well , what time does it start ? ",What is the exact time of the beginning of it?
 It starts at 8 ,It begins at 8:15 AM.
" Well , who all is going to be there ? ",Which individuals are expected to arrive at the location?
 Everyone from school . ,The whole of the.
 How do you know it's going to be so fun ? ,What makes you think it will be a fun time?
" This party is going to have a DJ , food , and drinks . ","A large number of food and drinks will be provided, along with a DJ for the upcoming party."
" Wow , that does sound like it's going to be fun . ","That sounds like fun, right?"
 So am I going to see you at the party ? ,Is there a chance that I might be able to meet you at the party?
" Yeah , I will be there . ","I will be there, yeah."
Could you talk to me for a few minutes about my grades ? ,Is it possible for you to discuss my academic performance with me?
 Step into my office for a moment . What is your concern ? ,I will allow you to enter my office for a brief moment. What is your concern?
 Am I failing ? ,Is my performance inadequate?
 Let's go on the computer to see what's up . Do you think you are doing well ? ,Let's use the computer to check our surroundings. Are you feeling well?
 I am pretty sure that I am in trouble . ,I am fairly certain that I have a problem.
" I can see that you are trying , but where do you think you could improve ? ","I'm noticing that you're putting in a lot of effort, but where do you think you could go if you were able to do more?"
 I missed a few classes ; I need to make sure I come to school on a regular basis . ,I'm struggling to attend classes on time; I missed a few of them; it's now my responsibility to return to school regularly.
" Having a regular study routine and following it is very important , right ? ","Is it true that following a structured study schedule is crucial, given the importance of regular study?"
 I'll try ; it's hard ! ,I'll give it my all; it's not easy!
 Thanks for stopping by ! ,I appreciate your visit!
Good luck on your test tomorrow . We'll be crossing our fingers for you ! ,We hope your test comes back to your inbox tomorrow - keep in touch with us for updates!
 Thanks . ,I am grateful for your help. Many thanks.
I'll never ever work together with him ! ,"I'll never work with him again!"""
 What happened ? Quarrel again ? ,What's the latest news on the conflict?
 Will you take my materials back from him for me ? Please ! ,I would like some help resembling my own and would appreciate it if you could take my possessions for me - would you mind taking them back?
 Don't ask me . I don't wanna be involved in your quarrel . ,I'm not interested in getting involved in your argument.
"Oh , my God ! I've been cheated ! ",I'm so sorry for being unfaithful to my bank account details.
 What ? What did you buy ? ,What did you purchase?
 It's a brick ! I can't believe how stupid I was . Damn it ! ,I'm so shocked that I can't remember how dumb I was. Damn it!
 What is it ? Why did you buy a brick ? ,What is the object of your purchase? What led you to acquire a brick?
" There was a guy on the sidewalk.He had three new boxes , Panasonic video camera boxes.He said he had to get rid of them quick . ","A man with three new boxes of Panasonic video cameras was spotted on the sidewalk. He had to dispose of the boxes quickly, as he had discovered."
