Sentence,Formal_20
"Do not be alarmed, this is not contagious.","Do not assume that this is a communicable disease, it is not infectious."
Mr. Goldman saw a flash of light across night sky over the the Rocky Mountains.,Mr. Goldman observed a bright flash of light across the night sky over the Rocky Mountains.
I would like to watch more episodes.,Would such episodes be available for me to watch.
"Marvel Girl, Angel, Iceman, Cyclops, Professor X, and Beast.","Several characters, including Marvel Girl, Angel, and Iceman, followed by Cyclops, Professor X,and Beast."
It will take another year I suppose.,"One year, of which, is expected."
I drink whisky. You drink wine. Guess what you all it's Gangsta Time!,"Alcoholic beverages. I drink whisky. You drink wine. Guess what, it's ""Xanadu""!"
Paris Hilton & Nicole Ritchie because they are both media idiots and they deserve each other.,"Due to the media idiosynism of Paris Hilton and Nicole Ritchie, they should both be in a relationship."
Darkseid. If he used his brains properly.,Darkseid. If 'The Wisdom of the Mind' is used appropriately.
"If I recall correctly, it is that he will die.","As such, if memory serves me correctly, it is that he is going to die."
"In my opinion, rap is not really music, it is just talking, mostly about drugs.","According to my understanding, rap is more than music and is primarily concerned with discussing drugs, but also with expressing emotions."
That is what I was going to say.,That statement was meant to be clear to me.
I think it was the female detective.,Could the explanation be that it was the female detective?
You have me on that one.,It appears that you have me on that one.
"I also really appreciate La Tortura, but then again, I do not know anyone who does not like it.","Although, as I stated, I have a great appreciation for La Tortura, and I doubt anyone else shares this sentiment."
"I believe you can have mp3s downloadd from peer-to-peer software, just like dc++.","Could you provide a similar option to dc++, where you could download midi files directly from peer-to-1 software as if as an.mp3 format."
"I am a sincere, romantic, virgo male who is looking to treat a woman with care and love.","As a person, if possible, I am sincerely romantic and virgo, seeking to treat kindly and affectionately."
He was obviously not disciplined enough as a child and it shows in his adult behavior.,"As a result of his poor discipline during childhood, he has exhibited signs of adultery."
That is the information I took away from the movie.,The information I extracted from the movie is what I learned from it.
"Knock, knock. Who's there? Orange. Orange who?",Could you identify the person in orange?
I have both of their CD's and they're fantastic!,Both of the following CDs are excellent - a pair of them are in stock!
"Twelve years old. I don't recommend it at all, at that age.","Twelve years old is the age at which I recommend it the most, but not at that age."
"If you ever have a chance to see him live, you should go.","Should, if such a moment arises, you should see him live."
I don't think so. But tomorrow is Valentines Day.,"Although, I disagree. Tomorrow is Valentines Day."
"And you call yourself a Nirvana fan, but you do not know about Foo.","Although you identify as a fan of Nirvana, you are unfamiliar with the band's record label, namely the Hawaiian band known as the ""Nirwest."""
This is really derogatory and is not funny at all.,All of which is very offensive and is not funny.
"Stern is too self-absorbed to still be funny, Hoo Hoo is not effective anymore either.","Although Stern is unable to maintain humor due to his self-centeredness, Hoo Houn is no longer as effective as Stern."
"He did not die in Pulp Fiction, Basic, The Negotiator, XX, or the Incredibles.","However, he lived on despite writing for television."
"If you take lessons, or purchase the book Guitar for Dummies.","Should purchase Guitar for Dummies or lessons, or take lessons."
"If you receive their second album, I believe you should listen to tracks ten and fourteen.","As individuals who are given their second album, I suggest you listen to tracks ten and fourteen if you receive their first album from them."
Walnuts or other soft shell nuts?,"Do almonds, or other types of nuts, which are soft shell, and used for cooking?"
I believe we should vote it the best right now.,"As individuals, it's important that we vote for it now as it is the most suitable choice."
50 Cent is alive and rapping. Eminem is alive and retired. Tupac has passed away.,"Despite the death of Tupac, 50 Cent continues to perform and sing. 50 cent raps, whereas eminem is alive and retired."
It would be as if Benny Goodman and Louis Armstrong were playing together. It does not work.,Could the pairing of Benny Goodman and Louis Armstrong be considered a match. It would not be successful.
"The choices are both good, But in my opinion the genre Hip Hop is the better choice.","Although the choices are good, I believe that the Hip Hop genre is the better alternative."
"When they got back on the phone, the guy on the other end says ""Okay, now what?""","Following the return call, the man on the other end of the line says ""Now, assuming that all"" as he speaks."
"And some of them are in here, as well.","Additionally, a number of them are present here."
"No, and I do not think that anyone will admit that they actually have met a person named Floyd Crammer.","Although, no. m, everyone will confess that they met Floyd Crammer."
Trent Reznor is a part of the band Nine Inch Nails.,"Nine Inch Nails, consisting of Trent Reznor and a member of the band, has he formed."
"Negative, none of this makes any sense.",All of these facts are insignificant and lack any logical basis.
Why not change the colors to black and white?,Would the selection of black/white be a suitable alternative to changing the colors?
"I am unaware of that information, but for a 16 year old, he is highly attractive.","Although, knowingly, I have not seen anyone who is as attractive as this 16 year old."
It is a long period of time if I must wait until January.,"January is when the duration of the wait is long, which is why it is a considerable time consuming task."
"Weather or not he is homosexual, he is still the same Jim Morrison.","Although he may or may not identify as gay, 'He's as such, Jim Morrison."
"Is it down by the sea, or under the board walk?","Would the location be further down by the sea, or under the boardwalk?"
She writes and produces her own music and it is always great.,"Her ability to produce and write her own music is unparalleled, and it is always excellent."
"You know, ""Does 'u' come before or after the 't' in that word?""",Would the letter '[[[/[/language] of the same word precede or follow the inscription in the beginning of a word?
"Catch Me if You Can, Enemy of the States, and Executive Decision.","Catch Me. If You Make Certainly, You Are Certain, and You Have Me if You Can, while the other two are Catch me unless you make a decision."
It is time to vote now.,The moment has arrived to vote.
"The King of All Media will be on SIRIUS satellite radio on January 9th, 2006.","The arrival of SIRIUS satellite radio on January 9th, 2006, will feature The King of All Media on top of the weekly lineup."
You should consider a PRS guitar.,Consider purchasing a PRS guitar.
My friend will be playing a musical show.,My acquaintance will be performing a musical act.
The best option is to send them through the USPS.,The recommended method is to ship them via the USPS.
This story is about a girl who cried so much it was as if her tears filled up the entire world.,"Within this plot, a girl's expressions were accompanied by tears that were as intense as the sound of her eyes."
The primary product of following what Chuck Norris does is pain.,"Following Chuck Norris, primarily in what he does, produces pain."
It does not look as if that is so.,"Although, it appears, that is not true."
"I would not know, but maybe it is just being one.","Perhaps it is simply being one, although it would not make sense otherwise."
You are right because she is one of the hottest.,"As such, she is among the ladies."
"Currently, I am tempted to continue to believe it is Ashlee, although I hate Jessica because she absolutely ruined these boots.","Presently, I am tempted to believe it is Ashlee, but Jessica ruined these boots completely, which is why I hate Jessica."
I have to say backstreet boys.,It is advisable to refer to backstreet boys.
I am going to get wasted and quit smoking.,Will I exhaust myself and cease smoking?
I love extreme Makeover: Home Edition,"Extreme Makeover: All-I-Love. All of the above are bundled in ""Electral"" edition."
Bring me to live because of the lyrics.,"Could you suggest the lyrics to ""Please, May I Have Life""?"
To los weekenes ella sale a vacilar.,As a lder.
It means that man is just thinking about sex.,It indicates that men are primarily concerned about sex.
He has a girlfriend and she is Katie Cassidy.,"His partner, identified as Katie Cassidy, is in a relationship with him."
"The lion turned to the left, for it was a shorter path.","The crest moved towards left, as it was shorter than the way the lion had turned."
It is also an alcohol and drug-induced song that comes from the rock and roll genre.,"Additionally, it is a song that is related to drugs and alcohol and is part of the rock 'net' genre."
She needs to at least have a 34D size bust and an attractive body.,"Despite this, if a woman desires '34D' shaped breasts and possesses svelte features."
"I do not know. 2) A craine, a chicken, or a duck.","Could you identify a pig, hen?"
To not be original and you can plagiarize.,"The possibility of plagiarizing is present, as it is possible to replicate."
"Most likely, at www.lyricstop.com is where you will find the Anna Nalick Lyrics.","The Anna Nalick lyrics are available at: www.lyricstop.com, and, most of all, you can find them at www. Anna.lick Lyrics."
I will be watching Earl and The Office.,Will I observe Earl and The Office?
"The three, little, free pigs rejoiced and laughed.","All three of the pigs, which were born naturally, rejoiced and laughed."
Either you ear is bad or you need new strings.,Should you replace your damaged strings or have a malfunctioning eardrum?
"The daughter, grandmother, and her granddaughter.","The daughter, grandmother, and granddaughter."
I don't believe that Ashley Simpson is capable of singing well.,"Although Ashley Simpson may perform better vocally, I doubt she has the talent to sing well."
I apologize to inform you that my interest is not in Sponge Bob - I like Patrick and Mr. Crabs much more.,"Although, regret to inform you, my interest is not in Sponge Bob, I have a greater liking for Patrick and Mr. Crabs."
There are many websites that are capable of doing this.,Many websites are available that can accomplish this task.
Are you referring to the song by Lifehouse?,Does the Lifehouse composition belong to the list?
I believe it happened during the second half of the movie Pretty Woman.,"As a result, I believe it occurred in the latter part of the film Pretty Woman."
I can be agreeable with Gangsta Rap.,"Although, I believe that Gangsta Rap is a good song."
I would suggest Munsters and Leave it to Beaver.,Would the recommendation be for Munsters and Leave It to Beaver?
"If one is searching for a great horror movie, I suggest The Exorcism of Emily Rose.","For individuals interested in horror, The Exorcism of Emily Rose is the ultimate experience."
My choice would be The Pea In A Policeman's Whistle.,"Would the speaker choose The Pea in a speech by Polter's character, titled The Pierce?"
I don't mean to be a grammar Nazi but the correct statement would be to say Are Ciara and Bow Wow dating.,"Although grammar may be interpreted differently, the correct answer is ""Do You Believe in the Descent Of Ciara and Bow Wow?"""
I thinkg that boy is very handsome.,"Very attractive, I see."
I like this better.,"Although, this is more enjoyable for me."
Yoda beat me to it but the answer is Adam's Ribs.,"Although, it was difficult, I was able to beat Yoda but the answer is Adam's Ribs."
Rock 'n Roll is eternal.,The genre of music known as Rock 'n Roll is timeless.
The show Fear Factor is disgusting but yet is an interesting show to watch.,"Fear factor? Certainly, and, as usual, it is one show that lacked substance."
"Boy wow, hot oh my God. Hell yes.",What are the words to describe a boy who is hot?
That's just what I like better.,That precisely what I find appealing.
Adam's Ribs. Yoda you beat me to it.,"Upon experiencing Adam's Ribs, I am left begging for a victory. Yoda, you are the best."
Rock and Roll will never die.,The longevity of rock and roll is inevitable.
Fear Factor - gross bun fun to watch!,Fear of the.
That does not exist.,That lack of presence.
Is this not pop music?,Would the emphasis in this music be on pop culture?
The writers conceptualized it.,The writers conceived of it.
I have not heard of them.,Neither of these individuals have been heard of.
"Hey, Kong is not the same.","However, if a different person, Kong?"
I would like to ask it again.,Could you clarify the question for me?
You could have Jim Beam and something sour or soda.,Would the beverage be served with a pint of soda or ice cream?
I like Bruce Alrighty.,Bruce Aladdy.  Jeremy Mc.
Do not listen to only your zodiac signs.,Do not limit yourself to reading only your signs.
"As someone else said, her old stuff wasn't so bad, but her new stuff sucks.","As stated by another, her previous possessions were not as bad as they were before, but her new possession is a mess."
"Dear Batman, I do not agree with you.","Dear, incredibly, that is not the case."
"Hey, at least they got paid.","At least, at present, they were paid."
"In my opinion, and that's all it is, the best rap album ever is Tupac's ' All Eyez on Me'.","All-E and, by that I believe, the best rap album of all time is certainly'All Eyez on Me' by Tupac."
Didn't know that they came out.,Could possibly be unaware that they were coming out.
"As someone else said, her old material was passable, but her new material is not.","As stated by another, her previous material was acceptable, but her new material is not."
"I am not in agreement with you, Batman.","As for the matter, I am not certain, Batman."
At least they got paid.,"At present, they received payment."
"It's my personal opinion that 2Pac's ""All Eyez On Me,"" is the best all-time rap album.","As a result, I believe that 2Pac's ""All Eyes On Me"" by 2 Persona makes it as the best of all time - preferably if only because it may be influenced by rap music."
I didn't know that they came to visit.,"Although, it appears, they came to see me."
I very much like the songs Dancing Queen and Mamma Mia.,The compositions Dancing Queen and Mamma Mia are both very appealing to me.
"I am not sure why you would ask me, because I am older.  But because you did ask, my answer is Nelly.","Although older, I am unsure why you asked. However, since you did, my answer is always in the way of you."
That number refers to the 57 different items that Heinz produces.,The number 57 is used to describe the varying products that Heinz produces.
I truly feel that way because so many people have poor taste in music and I believe we are headed into a music dead generation.,"Given that many people have a reputation for lacking taste in music, and if so, I believe we are headed towards identifying'music dead' generations."
Bertram Wooser is who I would rather he become again.,"Would the person Bertram Owenser is, whom I desire to be, if he were alive today?"
"Triple H, Big Show, Shaun Michaels, Eddie Guarro, and the Undertaker is the lineup today.","Today, the performances include Triple H, and then the next show: 'The."
Are you a little obsessed with the Backstreet Boys currently?,Are the majority of You listening to the Backstreet Boys and not to mention that you consider yourself to be obsessed with them?
I assumed that Lil' Webbie was from Memphis?,Could you verify if Lil' Webbie originated in Memphis?
"If the answers above are not to your liking, please delete the question or pick me.","Should the responses above not meet your expectations, please remove the question or choose me."
"Though I haven't used Dish in quite a long time period, I believe they do as well.","Although I have not used Dish for quite some time, I think they have a point, which is why they are."
Not all music in the genre of rap is terrible.,"Although a type of music, rap is not terrible."
That particular bakery has wonderful frostings.,"Very, very delicious frostings are available at that bakery."
"If you were but 20 years of age, would you be romantically attracted to a 14 year old boy?","Would the two of your class, including yourself, develop feelings for a 14 year old boy if you were younger than 20 years old?"
I envision that he has those tattoos from his days of youthful carefreeness.,"Perhaps, from these tattoos, it appears, he has them from his days as one."
"Up your butt, and around the corner.","All of a sudden, and shortly thereafter."
"'Wind Beneath My Wings'.  Ohhhh, oh, oh, oh, ohhh.","Various sounds of ''Windows Beneath My Wings'. ohhhh, hhh? Exactly."
I want some boy on boy action!,Could you provide me with some boy on boy action?
"Gohan is only half Saiyan, Goten is a quarter, and Vegeta is, like Goku, a full blooded Saiyan.","Although, as such, the difference in ""Is"" is very slight: ""Gath is only 5%"" or ""half"" (which, like how others describe ""Youth"" in the description, but as well as ""Vegeta"" - like what happens in a ""product of purely naturalization"" -- and as if ""Goku"" were true, besides that he was 99% pure, ""We the holder of the species"
None anymore. I gave up CD's for MP3 players.,All. Have changed. Removed CD. 'Today's players. a.m.p3..P.e. Note: The CD'' s.l.d. is no longer played. MP3 players only now play on MP3. Thank you.
I did not find it to be offensive.,"Although, offensive, it was not offensive to me."
The brown sugar was amazing.,The presence of brown sugar was remarkable.
"If you click it, you might have to try one more time before it begins.","After entering, you may have to repeat it if you click it."
Donde estan los ladrones?,"Cuál des aes? Podras notifies, 'Program / Obtain -'."
You should tell me why because I give up.,Could you clarify why? Because I give in.
My children aged 3 and 4 love Dora.,Dora and.
"This is an easy problem, and I had seen this in a math class in grade 6 or 9.",Students in mathematics classes in grade 6-9 viewed it as a problem that appeared to me as an effortless task.
"I don't remember the child's name, but remember the show the kid was in.","Although the child's name is unknown to me, I can only recall the show the kid participated in."
"I can't understand it, because they lost what they though they had.","Although, they assumed, that they had what they thought."
"The strong is frustrating, but the pleasant side is easy to deal with.","Although frustrating, the toxicity is frustrating on the strong, but the positive side is easy to handle."
It is a great production like Cowboy Behop and Evangelion.,"Cowboy, likewise, is a production that demonstrates the same excellence as the other shows, such as Evangelion, which is comparable to CSI: Detective, and Assassination."
The tune looks like a T,The composition resembles a tune with hints of T.I.G.
How many times did he win the worlds sexiest man contest?,What is the number of times he won the world's most attractive man competition?
No one knows about his death or how he lived.,His passing and manner of living are a mystery.
She likes gasoline. (Give more more gasoline!),She favors gasoline. (Add more gasoline!)
It is Chlroine color because it is a gas.,"Due to the fact that Chlroine is a gas, it is colored as Chlorine."
You can download anything at www.limewire.com.,"All types of downloads are available on www.limewire.com, and you can download them anytime."
You can search for his name on most search engines.,"Most of the world has searched for his name, and you can use most search engines to find it."
There is a Volkswagon parked behind the building.,"Behind the building, observing a parking lot for XLT, there is ICE Express parked."
How much do you love gas? Give me more gas!,Do gas satisfy your hunger? Can you indulge me?
"Chlorine color, because it's a gas.",Due to the fact that Chlorine color is a gas.
"On Limewire.com, you can download anything.",Limewire.com provides the option to download anything on its platform.
Type his name in on any (most) search engines.,Search for his name in any (most) engines.
answer : There's a Volkswagen parked out back.,"Answer? Quite possibly, it is a Volkswagen."
"No, but I never considered becoming a prostitute.","Although, no."
Ain't No Mountain High Enough is by Marvin Gaye and Tammi Terrell.,"The author of the book, ""An't No..."" consists of a book by American poet and comedian, Marvin Gaye, and songwriter, Tammi Terrell, titled, A.I.G."
"Maybe I am just getting older, but gratuitous nudity seems silly.","Perhaps I am aging, but gratuitous naked skin is not as logical and genuinely worth it."
Ipods are devices that allow you to watch podcasts or movies on its screen.,"The device, known as Ipods, enables you to view podcasts or movies on its display."
Sarah Conner Island is about the craziest fans of Sarah Conner.,The island dedicated to Sarah and Sarah is known as Sarah.
"""Ah Woe, Ah Me,"" is by the Kingston Trio.","The composition ""Ash Wo, a Person,"" by the Kingston Trio, is titled ""[A]: ""With All My Heart"" and is called ""I Heart ""."
Limewire provides a decent P2P service.,Limewire provides a satisfactory P2P service.
"If I had to choose between the two, even though I do not prefer either, I would choose Chris Brown.","Although, realistically speaking, I have a preference against Chris Brown, and I believe that Chris would be the better candidate."
"Anyway, it is an excellent song.","However, 'This is a magnificent song."
"""That's Good People,"" is a song by Jack Johnson.","""The Exceptional Male Artist, Jack Johnson, Has a Certain Charm"" is the title of one of the songs in the album ""That's Good People."""
Black Sabbath is the original and best.,"Black. Despite that, the original and finest is Black Albumh."
We do not like to read subtitles.,Understanding subtitles is not something that we enjoy reading.
It is probably a rumor.,It is probable that it is a rumor.
She is not Aaliyah or nothing like that.,She lacks qualities that are absent in Ayah.
Good luck to your beginner drummer.,"Very beneficial, your novice drummer."
I wish they could find a way to reunite because they made beautiful music together.,"Although, they made wonderful music together, I wish for a reunion."
I find that those who have taught themselves the magic of playing guitar possess more skill than those that read music.,"Although individuals who have learned how to play guitar by heart are inferior to those who can read music, they possess a greater ability to read."
I know his moniker is Dickie.,"As a result, he has the identity of Dickie."
"They have been ranglin in the area of Lagona as well as sierra soux, and it appears they are kicking out down int he doheny are","Recently, a group of people have been sent to the area of Lagona and Sierra soux, where they are rangling, and it appears they may be settling in the vicinity of the city of Levina."
She is five feet and ten and a half inches in height.,"At five and a half years old, she measures ten and nine inches tall."
Has anyone mentioned 'Abs Fab' yet?,Has the phrase 'From Suitable To Perfectly ’ featured anyone?
It is sad that you cannot name a movie without asterisks.,"Unfortunately, identifying a movie by its name with asterisks is not possible."
"I was going to say none of them, but I will go check now.","All of the ones, at least."
You need to work it out.,Working out involves work.
"The girls who respond to Andre when he says ""hey ladies"" are actually one person.",One of the identical girls who'refer to Andre with.
Suddenly they became angrier.,"Within seconds, the occurrence of teasing only intensified."
It is on after the show airs or you can find it on MTV.,"Following the show, it is broadcast or available to watch on MTV."
The highest ranking anime fighting can be found in the popular Dragon Ball Z,"Dragon Ball Z contains the most reputable anime combat, demonstrating the highest rank."
I do not enjoy the genre of westerns.,Western literature is not enjoyable for me.
"If you are looking to find free music without breaking any laws or regulations, you should look into multimedia-search.com","For individuals searching for music online, multimedia-search.com is the ideal resource for finding it for free, as it is secure and free from any restrictions."
Mamita yo se que tu no te me va a quitar.,"Cuál des es mu teniend. X. Mamita, Y n."
I love the show.,The show appeals to me.
It says about 95 minutes.,It is approximated that it took 95 minutes.
Jackie Chan is with Chris Tucker in Rush Hour 1 and 2.,"During the credits on Rush Hour 1 and 2, Jackie Chan and Chris Tucker appear alongside Jackie and Jackie."
You should go to one of their concerts.,Attending a concert at one of these bands is advisable.
"If you would like to star in adult films, then yes.","Adult film enthusiasts, if possible, have the opportunity to star in a movie about it."
Is it love or just a heart?,Does the emotion of love encompass a heart?
Jamia is her name I believe.,"As for, ""You are known to call her by the name of Jamia."""
Spongbob Squarepants is a good show.,It is advisable to watch Spongbob Squarepants as it is an enjoyable show.
I believe King Kong or Cheaper By the Dozen Two.,Could you confirm whether it's King Kong or Cheaper By the Dozen Two?
You could purchase them at www.amazon.com.,Purchase items from Amazon can be purchased online at www. azil.com.
