Sentence,Formal_10
"In my opinion, rap is not really music, it is just talking, mostly about drugs.","According to my perspective, rap is not music, but rather a way of talking, specifically about drugs."
That is what I was going to say.,That is what I intended to communicate.
I think it was the female detective.,"The female investigator was, in my opinion, the one in question."
You have me on that one.,It's possible that I have the answer on that one.
"I also really appreciate La Tortura, but then again, I do not know anyone who does not like it.","Although I appreciate La Tortura, I am not aware of anyone who does not enjoy it."
"I believe you can have mp3s downloadd from peer-to-peer software, just like dc++.","As a development approach, you can download mtiffs from peer-to-peer software, just like you do with dc++."
"I am a sincere, romantic, virgo male who is looking to treat a woman with care and love.","As a man of high moral standards and romantic ascent, I am eager to treat / treat women with affection."
He was obviously not disciplined enough as a child and it shows in his adult behavior.,"As a result of his poor discipline during childhood, he is now exhibiting signs of adultery."
That is the information I took away from the movie.,The information I extracted from the movie is what I learned from it.
"Knock, knock. Who's there? Orange. Orange who?","Who is orange? Knock, knock."
I have both of their CD's and they're fantastic!,Both of their excellent CD's have been purchased from me!
"Twelve years old. I don't recommend it at all, at that age.",Twelve years old is the age at which I would advise you not to do it.
"If you ever have a chance to see him live, you should go.","If possible, you should attend his live performance if you can."
I don't think so. But tomorrow is Valentines Day.,"It appears unlikely, but Valentines Day is approaching tomorrow."
"And you call yourself a Nirvana fan, but you do not know about Foo.","Although you identify as a fan of Nirvana, you are unfamiliar with the band's record label, Foo."
This is really derogatory and is not funny at all.,This is genuinely offensive and is not funny.
"Stern is too self-absorbed to still be funny, Hoo Hoo is not effective anymore either.","Despite Stern's lack of humor due to his self-centeredness, Hoo Houn is no longer as funny as it once was."
"He did not die in Pulp Fiction, Basic, The Negotiator, XX, or the Incredibles.","He continued to exist in movies such as Pulp Fiction, Basic, The Negotiator, XX, or the Incredibles, regardless of his death."
"If you take lessons, or purchase the book Guitar for Dummies.",Whether you are taking Guitar lessons or purchasing Guitar for Dummies.
"If you receive their second album, I believe you should listen to tracks ten and fourteen.","If possible, listen to tracks ten and fourteen if you receive their second album, as I believe you should listen primarily to their last two albums."
Walnuts or other soft shell nuts?,Are almonds or other soft shell nuts included in the category of nuts?
I believe we should vote it the best right now.,"As a matter of course, if you have voted for it, it's the best decision to make and vote now."
50 Cent is alive and rapping. Eminem is alive and retired. Tupac has passed away.,"Despite the death of Tupac, 50 Cent is still alive and rapping. Eminem is alive but retired."
It would be as if Benny Goodman and Louis Armstrong were playing together. It does not work.,It is as if Benny Goodman and Louis Armstrong were playing together. It would be like playing with the same person. But it does not work.
"The choices are both good, But in my opinion the genre Hip Hop is the better choice.","Although the choices are good, I think that the genre of Hip Hop is the better option, which is why I feel that all the other genres are better."
"When they got back on the phone, the guy on the other end says ""Okay, now what?""","""Now, proceed to the next step,"" the other gentleman on the phone says as he answers to him."
"And some of them are in here, as well.","Additionally, a few of them can be found in this room."
"No, and I do not think that anyone will admit that they actually have met a person named Floyd Crammer.","Floyd.’ Some individuals, I believe, will be shocked to learn that they have met the character of Floyd Crammer, who is currently a single person."
Trent Reznor is a part of the band Nine Inch Nails.,"Nine Inch Nails, consisting of Trent Reznor and a member of the band, has he formed."
"Negative, none of this makes any sense.","All of this makes perfect sense, and that means that it is meaningless."
Why not change the colors to black and white?,"Would the colors be black and white, or would it?"
"I am unaware of that information, but for a 16 year old, he is highly attractive.","Although I am not aware of that information, I can say that he is very attractive for a 16 year old."
It is a long period of time if I must wait until January.,"January is when it appears that it is too long to wait, which is a significant amount of time."
"Weather or not he is homosexual, he is still the same Jim Morrison.","Regardless of whether he is homosexual, a certain Jim Morrison has always been present."
"Is it down by the sea, or under the board walk?","Would the location be further down by the sea, or under the boardwalk?"
She writes and produces her own music and it is always great.,"Her ability to produce and write her own music is unparalleled, and it is always excellent."
"You know, ""Does 'u' come before or after the 't' in that word?""",Would the letter '[[]' preceding or trailing' be placed before or after the symbol -'t' in a word?
"Catch Me if You Can, Enemy of the States, and Executive Decision.",Catch Me if You Can. Catch the Object. Make Me Clear. Express. Force. Target. Enduring. Symbol. Conflict. Final Solution. Executive Order.
It is time to vote now.,The moment has arrived to vote.
"The King of All Media will be on SIRIUS satellite radio on January 9th, 2006.","The arrival of The King of All Media on January 9th, 2006, is set for January 6th on SIRIUS satellite radio."
You should consider a PRS guitar.,Consider purchasing a PRS guitar.
My friend will be playing a musical show.,My acquaintance will be performing a musical act.
The best option is to send them through the USPS.,The USPS is the most suitable method to ship them.
This story is about a girl who cried so much it was as if her tears filled up the entire world.,The plot centers on a child whose eyes watered as if she were crying.
The primary product of following what Chuck Norris does is pain.,"The following Chuck Norris is the equivalent of following the path he took, and the primary outcome is pain."
It does not look as if that is so.,It appears to be contrary to what is pictured.
"I would not know, but maybe it is just being one.","Perhaps it is simply being one, although I would not know."
You are right because she is one of the hottest.,"She is among the most attractive women, so you are correct."
"Currently, I am tempted to continue to believe it is Ashlee, although I hate Jessica because she absolutely ruined these boots.","Presently, I am tempted to believe it is Ashlee, but Jessica completely ruined these boots because I hate Jessica and I feel like continuing to think that it was Ashleighe."
I have to say backstreet boys.,It is a fact that I speak of backstreet boys.
I am going to get wasted and quit smoking.,Will I waste my efforts and quit smoking?
I love extreme Makeover: Home Edition,Extreme Makeover: Home Edition is among the games I love.
Bring me to live because of the lyrics.,Could you please remind me of the song's title?
To los weekenes ella sale a vacilar.,"To weekenes is often seen in the news, but I can buy it from a vendor."
It means that man is just thinking about sex.,"Men's thoughts are limited to sex, which means that they are not interested in anything else."
He has a girlfriend and she is Katie Cassidy.,His partner is Katie Cassidy and he has.
"The lion turned to the left, for it was a shorter path.","The lion moved leftward, as it was on a path that was shorter than the one that led to it."
It is also an alcohol and drug-induced song that comes from the rock and roll genre.,"Additionally, it is a rock and roll song that is about drugs and alcohol and is associated with alcohol consumption."
She needs to at least have a 34D size bust and an attractive body.,"Despite having a 34D-shaped bust and displaying sex appeal, she may not be able to reach her desired size."
"I do not know. 2) A craine, a chicken, or a duck.","Could you name a species? 2) A chicken, pig (A) — whichever one is correct."
To not be original and you can plagiarize.,"The possibility of plagiarizing is present, as it is not original and can be copied."
"Most likely, at www.lyricstop.com is where you will find the Anna Nalick Lyrics.",The Anna Nalick Lyrics are most likely to be found at www.lyricstop.com.
I will be watching Earl and The Office.,Will I view Earl and The Office?
"The three, little, free pigs rejoiced and laughed.","The three, small, independent pigs rejoiced and laughed."
Either you ear is bad or you need new strings.,"Whether the condition of your ear is bad, or if you require new strings, you can either have a malfunctioning ring in place."
"The daughter, grandmother, and her granddaughter.","The daughter, grandmother, and granddaughter."
I don't believe that Ashley Simpson is capable of singing well.,"Ashley Simpson may not be able to sing well, I doubt she has the ability to do so."
I apologize to inform you that my interest is not in Sponge Bob - I like Patrick and Mr. Crabs much more.,"Although I am not a fan of Sponge Bob, I have heightened my level of interest in Patrick and Mr. Crabs."
There are many websites that are capable of doing this.,Many websites are available that can handle this task.
Are you referring to the song by Lifehouse?,Does the Lifehouse composition belong to the list?
I believe it happened during the second half of the movie Pretty Woman.,"In the second half of the film Pretty Woman, I recall it occurred."
I can be agreeable with Gangsta Rap.,Gangsta Rap. All of which I can say is satisfactory.
I would suggest Munsters and Leave it to Beaver.,Munsters and Leave it to Beaver.
"If one is searching for a great horror movie, I suggest The Exorcism of Emily Rose.","The frightening movie that is most definitely worth seeing is The Exorcism of Emily Rose, if only for the experience of watching."
My choice would be The Pea In A Policeman's Whistle.,The choice of a book is clear: The Pea In A Policeman's Speech.
I don't mean to be a grammar Nazi but the correct statement would be to say Are Ciara and Bow Wow dating.,"Although I am not a grammar follower, the correct answer is ""Do you think Ciara and Bow Wow are dating?"""
I thinkg that boy is very handsome.,"That is a very attractive boy, in my opinion."
I like this better.,This is more appealing to me.
Yoda beat me to it but the answer is Adam's Ribs.,"Although I believe Yoda is the one who performed better, the answer is Adam's Ribs."
Rock 'n Roll is eternal.,The music of rock ''roll is timeless.
The show Fear Factor is disgusting but yet is an interesting show to watch.,"Fear Factor may be a disgusting show, but overall, it is an enjoyable experience."
"Boy wow, hot oh my God. Hell yes.","Holy, the opulence of the moment."
That's just what I like better.,That's precisely what I enjoy.
Adam's Ribs. Yoda you beat me to it.,"Despite everything, Yoda delivers."
Rock and Roll will never die.,The future of all things is in the realm of Rock and Roll.
Fear Factor - gross bun fun to watch!,"Fear Factor: How can I enjoy watching such a show with slick, sidebar humor?"
That does not exist.,That is not true.
Is this not pop music?,Would you say that this is not categorized as music that is pop?
The writers conceptualized it.,The writers conceived of it.
I have not heard of them.,Neither of them are known to me.
"Hey, Kong is not the same.",Kong is different.
I would like to ask it again.,Would you like to inquire about it again?
You could have Jim Beam and something sour or soda.,"The choices are either a supper, mug or soda, or preferably Jim Beam and something savory."
I like Bruce Alrighty.,Bruce Alrighty.  My preference for this actor.
Do not listen to only your zodiac signs.,Do not limit yourself to reading only your astrological signs.
"As someone else said, her old stuff wasn't so bad, but her new stuff sucks.","As per another individual, her old equipment was fine, but her new equipment sank."
"Dear Batman, I do not agree with you.","Dear, kindly accept my disagreement with Dear Batman."
"Hey, at least they got paid.","At least, at least at."
"In my opinion, and that's all it is, the best rap album ever is Tupac's ' All Eyez on Me'.","All Eyez on Me contains all the 'The Most Excellent' rap album of all time, according to me."
Didn't know that they came out.,Had knowledge that they had not arrived when they came out.
"As someone else said, her old material was passable, but her new material is not.","As per another, ""...""said someone else. ""While the old material was acceptable, her new material is not."
"I am not in agreement with you, Batman.","As for the matter, I am not in agreement with you, Batman."
At least they got paid.,"At least, as payment, were given to them."
"It's my personal opinion that 2Pac's ""All Eyez On Me,"" is the best all-time rap album.","""All Eyez On Me,"" performed by 2Pac, is widely recognized as the greatest rap album of all time, according to my personal opinion."
I didn't know that they came to visit.,It appeared that they were coming to see me.
I very much like the songs Dancing Queen and Mamma Mia.,"The songs, specifically Dancing Queen and Mamma Mia, are very appealing to me."
"I am not sure why you would ask me, because I am older.  But because you did ask, my answer is Nelly.","As older, and as you are aware, why would you ask me, I am unsure. Nevertheless, because you did ask, my answer is Nelly."
That number refers to the 57 different items that Heinz produces.,"Heinz produces 57 different products, and that number includes all of its products."
I truly feel that way because so many people have poor taste in music and I believe we are headed into a music dead generation.,"Given the widespread lack of recognition and preference for music, I believe we are on the path to a music dead generation."
Bertram Wooser is who I would rather he become again.,"Bertram Wooser represents the type of person I would prefer to be again, as I do."
"Triple H, Big Show, Shaun Michaels, Eddie Guarro, and the Undertaker is the lineup today.","Today's performers include Triple H, Big Show, and a lineup featuring Shaun Michaels, Eddie Guarro, as well as the Undertaker."
Are you a little obsessed with the Backstreet Boys currently?,Are the Backstreet Boys on the television or radio a part of your present obsession or are you presently obsessed with them?
I assumed that Lil' Webbie was from Memphis?,Did the person known as Lil' Webbie originate from Memphis?
"If the answers above are not to your liking, please delete the question or pick me.","In case the following is not your preference among the answers above, please remove the question or choose me."
"Though I haven't used Dish in quite a long time period, I believe they do as well.","Although I haven't utilized Dish for a considerable amount of time, I think they do as well."
Not all music in the genre of rap is terrible.,"Rap music, however, is not a faulty genre."
That particular bakery has wonderful frostings.,That bakery offers exceptional frostings.
"If you were but 20 years of age, would you be romantically attracted to a 14 year old boy?",Would a 14 year old male attract you if you were younger than 20 and you like him?
I envision that he has those tattoos from his days of youthful carefreeness.,It appears that he still has the tattoos from his days where a child enjoyed freedom.
"Up your butt, and around the corner.","Immediately and around the corner, and to your rear end."
"'Wind Beneath My Wings'.  Ohhhh, oh, oh, oh, ohhh.",". Introducing 'Wind Beneath My Wings'. Ohhhh, oh, in particular, I'm in love."
I want some boy on boy action!,Do share some action from the boy on the left.
"Gohan is only half Saiyan, Goten is a quarter, and Vegeta is, like Goku, a full blooded Saiyan.","Although, as I explained above, Gohan is half Saiyan, Goten is 25% and, similarly, Vegeta is, like the character in question, a full blooded Saivasian, similar to the way Goku is described in the anime."
None anymore. I gave up CD's for MP3 players.,All of them. None. Changed from CD's to MP3. Changes.
I did not find it to be offensive.,It is not offensive to me.
The brown sugar was amazing.,The brown sugar was amazing.
"If you click it, you might have to try one more time before it begins.","If the activity begins, you may have to repeat the click through time."
Donde estan los ladrones?,Cuál es tena?
You should tell me why because I give up.,Could you clarify why? Because I give up.
My children aged 3 and 4 love Dora.,"Dora has become a favorite of my children, ranging from 3 to 4."
"This is an easy problem, and I had seen this in a math class in grade 6 or 9.","In fact, when observing this problem in math class in grade 6 or 9, I found it to be a straightforward problem."
"I don't remember the child's name, but remember the show the kid was in.","Although I have forgotten the name of the child, I can only recall the show the kid participated in."
"I can't understand it, because they lost what they though they had.","They assumed that they had what they expected, and I can't comprehend it."
"The strong is frustrating, but the pleasant side is easy to deal with.","Although the forceful is frustrating, the positive side is easy to handle."
It is a great production like Cowboy Behop and Evangelion.,"Cowboy, Evangelion and Behop are examples of a production that is excellent."
The tune looks like a T,"The melody resembles a T-shirt, and it sounds like sung music."
How many times did he win the worlds sexiest man contest?,What is the number of times he won the world's sexiest man competition?
No one knows about his death or how he lived.,His passing and how he lived remains unknown.
She likes gasoline. (Give more more gasoline!),She enjoys gasoline. (Give more gasoline!)
It is Chlroine color because it is a gas.,"Chlorine, which is a gas, is recognized as the color of Chlroine."
You can download anything at www.limewire.com.,"All types of downloads are available on www.limewire.com, and you can download them anytime."
You can search for his name on most search engines.,His name is searchable on most search engines.
There is a Volkswagon parked behind the building.,"Behind the building, there is a parking lot with 2,000 occupants and dozens of parked cars."
How much do you love gas? Give me more gas!,"Are you fond of gas? Why can't you give me more gas, please?"
"Chlorine color, because it's a gas.",Due to the fact that Chlorine color is a gas.
"On Limewire.com, you can download anything.",Limewire.com provides the option to download anything on its platform.
Type his name in on any (most) search engines.,Search for his name in any (most) search engines by typing it in.
answer : There's a Volkswagen parked out back.,"Answer : On the left, there is a Volkswagen."
"No, but I never considered becoming a prostitute.","Although, no, it was not in my interest to become a prostitute."
Ain't No Mountain High Enough is by Marvin Gaye and Tammi Terrell.,"Marvin Gaye and Tammi Terrell performed a performance of their own, Ain't No Mountain High Enough as part of."
"Maybe I am just getting older, but gratuitous nudity seems silly.","Perhaps I am aging, but gratuitous nudity just makes more sense to me."
Ipods are devices that allow you to watch podcasts or movies on its screen.,The Ipod is a device that enables you to listen to podcasts or movies on its display.
Sarah Conner Island is about the craziest fans of Sarah Conner.,"The nut cutters of Sarah. Introducing Sarah, Sarah: Sarah's."
"""Ah Woe, Ah Me,"" is by the Kingston Trio.","The Kingston Trio performed ""Ah Woe, Ah Me"" in ""The Kingston"" and the song ""100% Happy"" is a cover of one of their songs."
Limewire provides a decent P2P service.,Limewire offers a satisfactory P2P service.
"If I had to choose between the two, even though I do not prefer either, I would choose Chris Brown.","Although I am not partial towards either, I would rather watch Chris Brown than choose one of them."
"Anyway, it is an excellent song.","Nonetheless, it is a remarkable song."
"""That's Good People,"" is a song by Jack Johnson.","""That's Good People,"" a composition by Jack Johnson, features the song."
Black Sabbath is the original and best.,"Black. Despite that, the original and finest is Black Sabbath."
We do not like to read subtitles.,"Upon request, we do not read subtitles."
It is probably a rumor.,It is probable that it is a rumor.
She is not Aaliyah or nothing like that.,She is not similar to Aaliyah or anything else.
Good luck to your beginner drummer.,"Upon your debut, drummer, I hope that you have a good chance."
I wish they could find a way to reunite because they made beautiful music together.,"Hopefully, by the end of their time together, they can make music that they enjoyed together."
I find that those who have taught themselves the magic of playing guitar possess more skill than those that read music.,"Although individuals who have learned how to play guitar by heart are much more skilled than those who can read music, I believe."
I know his moniker is Dickie.,"As a result, he is known as Dickie."
"They have been ranglin in the area of Lagona as well as sierra soux, and it appears they are kicking out down int he doheny are","They have been rangling in the area of Lagona and Sierra Soux, and it appears they are moving into the doheny area, where they have formed a group."
She is five feet and ten and a half inches in height.,"At five and a half years old, she measures five feet and 10 and half inches in height."
Has anyone mentioned 'Abs Fab' yet?,Has the phrase 'Abs Fab' been mentioned by anyone yet?
It is sad that you cannot name a movie without asterisks.,"Unfortunately, if you have a problem with naming 'Movies' correctly, it is likely that you will not be able to identify the title of the film correctly."
"I was going to say none of them, but I will go check now.","All of them, at least.’ Initially, I said none of you, but now I am going to check them out."
You need to work it out.,Working it.
"The girls who respond to Andre when he says ""hey ladies"" are actually one person.","The women who respond to Andre's phrase ""all of women"" are a single person, and they are all girls."
Suddenly they became angrier.,They became angrier all of a sudden.
It is on after the show airs or you can find it on MTV.,After the show begins or you can watch it on MTV.
The highest ranking anime fighting can be found in the popular Dragon Ball Z,"Dragon Ball Z offers the most prestigious anime fights, but the anime fighting is among the best in its category."
I do not enjoy the genre of westerns.,"Westerns, at least as a genre, are not enjoyable for me."
"If you are looking to find free music without breaking any laws or regulations, you should look into multimedia-search.com","For individuals who are searching for free music online, multimedia-search.com is the ideal choice."
Mamita yo se que tu no te me va a quitar.,"Cuál es tenh? -Mejorá--M jor, an aten haba. *Please inform me, Mary Shelley."
I love the show.,The show is something that I adore.
It says about 95 minutes.,The duration of the recording is approximately 95 minutes.
Jackie Chan is with Chris Tucker in Rush Hour 1 and 2.,"During Rush Hour 1 and 2, Jackie Chan and Chris Tucker appear together with Jackie in the lead role."
You should go to one of their concerts.,Attending a concert with them would be highly recommended.
"If you would like to star in adult films, then yes.","If the desire is to appear in a pornographic film, then you have the option to become one."
Is it love or just a heart?,Does the emotion of love encompass a heart or merely ego?
Jamia is her name I believe.,"Her identity, in my view, is referred to as Jamia."
Spongbob Squarepants is a good show.,It is a good show that you must watch. Spongbob Squarepants is one of those shows.
I believe King Kong or Cheaper By the Dozen Two.,Should I consider King Kong or Cheaper By the Dozen Two?
You could purchase them at www.amazon.com.,Purchase items from Amazon can be purchased online at www.amazon.com.
