Sentence,Paraphrase,Formal_10,Formal_15,Formal_20,Informal_10,Informal_15,Informal_20
"It is sharing making it legal, if you were to download it from the website that would be breaking the law.","The website is being shared, making it legal, but downloading it from the site would be illegal.","The website sharing the content makes it legal, but downloading from its website would result in breaking the law.","The website sharing is making certain that it is legal, but downloading it from the site would be illegal.","The sharing of information on the internet makes it legal, but downloading it from unauthorized sources on this website could result in breaking the law.","downloading from the website from which it is shared and is making it legal, would be in breach of.","downloading from the website from which it is shared and is making it legal, would be in breach of.",downloading from the website from which it is shared is breaking the law as it will be made available to others and the.
I do not know. I am sorry.,I am unsure. I apologize.,"""Thank you. "" ""Yes, I am clueless. I apologize.","""Thank you. "" ""Yes, please,"" ""I know.",Thank you.,I don't even know. I apologize blaming myself a little bit for my mistake here...,"sorry, I don't know. I am sorry' I not sure?''.'_________________EYE_FREE_FINAL_FEI_201_______","sorry, I don't know. I am sorry you did""."
I am quite excited for the new 24.,I am very much looking ahead to the new 24 and I am excited about it.,The new 24 brings a lot of excitement to me.,The new 24 brings.,The anticipation for new 24 is quite overwhelming.,I can't wait to see the new 24... I am so excited for the big day.,"I can't wait to try out the new 24, I am really looking forward to it up every day of my life...",ExcitEMENT: I'm really looking forward to this new day (currently 24)!
People have told me many times that I look similar to Ringo Starr.,"I have been told by many people that I resemble Ringo Starr, a character they may have even gone to see.","Many people have commented on my appearance, stating that I look like Ringo Starr.","Many people have commented on my appearance, stating that I look like Ringo Starr.","Many individuals have commented on my appearance, stating that I resemble Ringo Starr.","I've been told I sex up like Ringo Starr, and I can't help but feel this way too.","I've been told I sex up like Ringo Starr, and I can't help but feel this way too. People often ask me if I look anything like that either a lot or I don''T...I just kind of am like, Ringon Starrier.","I look like Ringo Starr, I've been told I do, lots of times, but I don't exactly resemblance myself to anyone else I see or hear of..."
"Additionally, many phrases have originated there, including ""No soup for you.""","Moreover, there are several idioms that have been created there, such as ""No soup for you.""","Furthermore, there are several idioms that originated there, such as ""No soup for you.""","Furthermore, there are several idioms that originated there, such as ""No soup for you.""","Furthermore, there are numerous expressions that originated there, such as ""No soup for you.""","A lot of catchphrases, like ""No soup for you,"" have their roots there, including the famous adolescent (i.e., ""I don't want to eat soup"" or anything with bad taste, but I do want you to feel good"" and not justify your decision with the phrase ""There's no soup left for me.""","A lot of catchphrases, like ""No soup for you,"" have their roots there, including the famous adolescent (i.e., not souping up for myself, just no souppot, etc.","A lot of catchy words, like ""No soup for you,"" have their roots there, too, as do the famous cliches like the death-row slammed by the railroad tracks and elevators that serve their intended audience of over 40,000 commuters who are often escorted by hot, young, bald, or eunuchted young soulhunting hulks and british jo al freming"
She thought that it was pretty good.,She said that it was pretty good.,She stated that it was pretty impressive.,"It appeared to be quite enjoyable, she remarked.","According to the feeling, it was quite satisfactory.","she said, ""OK, so it was pretty good.""","she said, ""OK, so it was pretty good.""","she said, ""OK, so it was pretty good."""
"Oh my Miranda, I need a bra. So that Ethan Craft will like me more than that slut Kate.","Miranda, I need a bra. So that Ethan Craft will like me more than Kate.","Miranda, can't fit into the current situation. Hopefully, I'll be able to show more affection than Kate.",Would the sex of Miranda and I have matched or exceeded DADA?,Would the sex preference of Ethan Craft be different from the one Miranda has? 3 More.,"Miranda... I need a bra for my self-esteem. I'm pretty sure Ethan Craft will be more inclined to like me if we do get along, right?","Ok Miranda, I need a bra, so maybe Ethan Craft will like me better than that slut Kate. P.S I WON'T BIR I AM THAT BRAIN?","Ok so I have to bra, Miranda. I just feel like Ethan Craft is going to get me over that slutk Kate, but I still have a bra bra already. What to do...?"
I don't know. I just heard it somewhere.,I'm not sure. I only just heard it.,"Can you confirm if I know or not, or maybe. I heard it recently.","Could you clarify what you mean by ""I have heard""?","Could you clarify what you mean by ""I have heard""?",I just happened to hear it and I don't know what it means...,Guess I heard it.,Guess I heard it.
"No, it's all in the timing. What the audience is looking for.","The audience's preference is all about timing, not quantity.","The audience's preference is all about timing, which is why I say no.","The audience's preference is all about timing, which is why.","The audience is seeking something. It's all about timing. No, really.","Ah, it's all about timing, right? What the audience wants to hear, not what they want to see in their TVs, is not it all in there, but where they are, and why they're there with them is up to them, just as much for their own sake, a little more than they might like to think they can get away from the box office, no matter where it is located, without causing them any pain or suffering any sort of emotional","Ah, it's all about timing, right? What the audience wants to hear, not the brand name itself, is worth a dime here, if not X he has YES to anything else in particular, that is PG-Ed in its entirety, and not that of BS in general, but it is the only thing left in it, either that they want their audience to be interested in something specific, rather than the particularity of their interest","Ah, it's just about timing, right? It'll be based almost overnight - but that'd be it, I guess. What the audience wants to hear isn't it cool huh?"""
Lil' Jon and the Eastside Boys get low.,Lil' Jon and the Eastside Boys go bonkers.,Lil' Jon and the Eastern area of the Eastside Boys experience a low.,Lil' Jon and the Eastern area of the Eastside Boys experience sorrow.,Lil' Jon and the entire Eastside Duo depart.,"Lil' Jon and the Eastside Boys go bonkers with low energy levels, a good night for them and some good funk music too.",Lil' Jon accompanies the Eastside Boys out west coast jogging low again!,LIL' JOAN & THE EASTside BLIND AND THE ELSEIDE BIGS GET LOW.
I'm jealous you got to hear from anyone!,I'm a little jealous that you didn't get to hear anything from me!,"Hopefully, I discovered information from someone you know!",Would the knowledge you received from someone be as valuable to me?,Would the knowledge you received from someone be as valuable to me?,I'm a little jealous that you didn't get to hear anything right now!,I don't think you got to hear anything except for someone to tell you!,"Oh my God, I bet you didn't hear anything good yesterday!"
I think that if I wear a bra then Ethan Craft will like me more than Kate.,Wearing a bra could lead to a better chance of getting a good reaction from Ethan Craft than Kate.,Would Kate's preference for Kate be more influenced by Ethan Craft if I wore a bra?,Would Kate prefer not to be photographed with her bra?,Would the addition of a bra make 'The impression' that Ethan Craft will like me more than Kate?,"Wearing a bra seems like sass to me, I think my bra will be more liked by Ethan Craft... but Kate doesn't seem to be fond of bras as much.","I'm pretty sure Kate would be ok with me if I wore a bra, but I don't think Ethan will be cool with it either.",I guess Kate is just a bit of ashtray if I don't wear bras because I think Ethan Craft will be more attracted to me based it out of my bra number one cuffs tucks her in there.
"I do not know, I just heard about it somewhere.","I am clueless about it, I only found out through a conversation.",Could you inform me about it? I have heard about something about this.,Could you clarify what happened? I was told about it by someone.,Could you clarify what happened? I have heard about it from a friend's blog.,"I don't even know, I just heard about it somewhere.","I just heard about it somewhere, I don't really know what to make of it.","I just heard something... I don't know what you mean, I only heard about it recently."
"It is all in the timing, and what the audience is looking for.",The audience's preference is determined by the timing and location.,The audience's preference is determined by the timing and location.,The audience's preference is determined by the timing and location.,The audience's preference is determined by the timing and location.,"Audience demand - it's all about the audience, not the timing / audience preference based on what they want to hear, but what the audiences want (e.g.","Audience demand reveals its waiting a time and the audience wants it done right the first time - it's all in the timing and what audience is awaiting in return for something they've come across before them, and they don't know where they are heading yet unless they know how to make that happen, they want it to be the way they do it right now, but they still haven''T-Mobile'dot chat number and I'","Audience demand comes to a whizzing clinton based largely relying on the opportune time and what the audience want heard back then and there it was all about snatching it off the air in 98 minutes or so and then rushing off to the nearest thing, hoping to catch up with the action quickly and potentially spark their interest in the show, and finally gaining the attention it deserves (assuming they ultimately do), and"
Lil' Jon and the Eastside Boyz are great.,Lil' Jon and the Eastside Boyz are great.,Lil' Jon and the Eastside Boyz are outstanding.,Lil' Jon and the Eastern area of California are fantastic.,Lil' Jon and the Eastern area of California.,great is Lil' Jon and the Eastside Boyz.,great is Lil' Jon and the Eastside Boyz.,great is Lil' Jon and the Eastside Boyz.
I am jealous that you got to hear them.,I am envious that you were able to hear them.,"It is incredibly nice that you got to hear them, I am jealous.",It is incredibly nice that you got to hear it.,It is incredibly nice that you got a chance to hear them.,jealous) I heard you guys talk.,jealous) I heard you guys talk.,jealous) I heard you guys talk.
"For all his intelligence, the professor was unable to make a simple patch for the boat.","Despite his intelligence, the professor was unable to create a basic patch for the boat, despite his efforts.","Despite his intelligence, the professor was incapable of creating a basic patch for the boat.","Although the professor was intelligent, he was incapable of creating a basic patch for the boat, which was not suited to his abilities.","Although the professor was intelligent, he was incapable of creating a basic patch for the boat, which piques his interest.","But despite the professor's cleverness to hone his boat-fixing engineering skills, he was stymied by his incapacity to make a simple jigsaw or ploy to quickly re-presh the flotilla docking anchorage from the sheltered mooring where the original jack fell off the backshaft in the first cyphek of the patching","But despite the professor's cleverness there he was unable to patch the boat - with his simple fix akin to e tampering with sewage tanks if sand was used to fill the hole in '08,' posing as nitpicks for DOT and dubbed ""rock-climbing up boats"" in the local WWF thread, unless rigs were repaired in an hour or","But despite the professor's proficily and cleverness to boot, he was 'not able' to make a simple patch boating patch - i.e."
"If Bruce Wayne was to take steroids, he would own Spiderman.","If Bruce Wayne were to opt for steroids, he would have a copy of Spiderman in his possession.","If Bruce Wayne were required to use steroids, he would possess Spiderman.",Would Bruce Wayne possess Spiderman if he were taking steroids.,Would Bruce Wayne possess Spiderman if he were taking steroids.,"Batman would have Spiderman if it weren't for him steroid taking, but he would be the one owning it (unlike Batman) but Spider man - it's the same thing.","Batman would have Spiderman if it weren't illegal, just like you, but he'd be a superhero - not just one for steroids.","Batman would have him owning Spiderman if steroids were to be ingested outright by him - right now he's doing it again – but assuming a little bit bit more, e.g."
Donnie Darko and American Psycho are two of my favorites.,Donnie Darko and American Psycho are two of my favorite movies to watch.,Donnie Darko and American Psycho are among the movies that I enjoy the most.,Donnie Dark and American Psycho are among the movies that I enjoy the most.,Donnie DiMarco and American Diatribe are the titles that have earned me referred to as one of my favorites.,I really like Donnie Darko (Donnie Blacko) and American Psycho... Two of my top picks are.,I really like Donnie Darko (Donnie Blacko) and American Psycho... And I Won't Do That Any Other Role.,"I really really like Donnie Darko (and, honestly, American Psycho) too, and I also really, really root (sic) for two movies I'm a fan of."
"The character Roger on ""American Dad"" makes me wonder.","Roger, the character in ""American Dad,"" makes me ponder the character.","Roger from ""American Dad."" What is with the character?","Roger from the television program ""American Dad,"" leaving me curious about the character.","Roger on ""American of the Do-it-Your-I. We."" The character portrays a question.","I can't stop thinking about Roger, the guy from ""American Dad,"" and I wonder if we ever got him killed off.","I can't stop thinking about Roger, the guy from ""American Dad's"" ""characters,"" etc. He'll be Roger anymore, right?","I can just imagine the unpreposted like Roger character played by ""American Dad"" character on TV today... Roger."
A lot of bad things happened.,Many unfortunate events occurred.,Many unfortunate events occurred.,Many instances of unfortunate events occurred.,Many instances of unfortunate events occurred.,A lot of bad things really took place there...,A lot of bad luck erupTED.,Lots more bad things went wrong there and on.
His first single was call me a mack.,Call me a mack was the title of his first single.,"Call me. ; This was the first single sung by him, and it was his first song.","His opening track, ""Calming a Message,"" marked down his first single.",His introduction to a group was called me.,"call me a mack, which was his first single.","call me a mack, which was his first single.","call me a mack, which was his first single."
Dimien Rice is about 5'8.,Dimien Rice's height is around 5'8.,"Rice's height is approximately 5'8"" for Dimien Rice.","Rice's height is approximately 5'8"" for Dimien Rice.","Height of measurement: Rice stands at approximately 5'8"" in height.","Dimien Rice stands at 5'8 in waist circumferentially for an 8-footes-wide diametric squat called ""a guy from the trenche's gym-ready gymkidoodle, a skinny jogging short, and ten-inch flatiron tumbling to his knees, hips and kneecaps in the back, etc.","Dimien Rice stands at 5'8 in waist circumstanstanţes called #7 in America's online age & height ranges - rice stands as 5′8"" in height in hindsight and height 3.5 in measurements : ""I'd say Rice is 5ft tall, like I am, but Rice was 5cm tall in years, so I don't know if I should be able to go out and say hi and","Dimien Rice stands approx 5'8"" tall..."
Fun with Dick and Jane is a remake.,Dick and Jane's Fun is remade.,Dick and Jane: A recreation.,The adaptation of Dick and Jane's play is a remake.,The adaptation of Dick and Jane's play is a remake.,A remake reimagining of Dick and Jane's Fun with Dick & Jane is out now - watch.,Fun with Dick and Jane reimagined in a remake - Dick vs. Jane (left) Remake 01.,"Fun with Dick and Jane reimagined in a remake - Dick vs. Jane (left) remake Dick's adventure : Fun starring Dick, Jane, is filmed in the back again."
I like to eat corn on the cob.,I have a preference for eating corn on the cob.,"Corn on the. cob, which is what interests me.","Whenever possible, I have a preference for corn on the cob.","Whenever possible, I have a preference for corn on the stalk.",corn on the cob.’ I like corn-on-the-cob more.,corn on the cob.’ I like corn-on-the-cob more.,corn on the cob.’ I like corn-on-the-cob more.
Go to 106 and park when he is there.,Park when he reaches 106 and proceed to 106.,Park at 106 and proceed to a different direction when he reaches there.,"After entering 106, park whenever he can.","After entering 106, halt traffic and park when he arrives.","park when he is there, go to 106 and park.","park when he is there, go to 106 and park.","park when he is there, go to 106 and park."
All I can say is it's better not to talk about 50 Cents and asses.,It's better to avoid talking about 50 Cents and asses.,All I can suggest is refrain from discussing 50 Cents and asses.,All of which is to emphasize that it's best to avoid discussing 50 Cents and asses.,All of which is to emphasize that it's best to avoid discussing 50 Cents and asses.,"I just thought it's better to not talk about 50 Cents and asses, you know.","Suppos you can't make fun of 50 Cents and asses, so it's better not to bother with it all the time.",SupposING YOU ARE NOT TALKING about 50 Cents and ASPES.
How about the fact that Lisa has a boyfriend?,"Lisa may have been in a relationship, isn't she?",Could you clarify if it is true that Lisa is in a relationship?,Could you clarify if Lisa has a partner?,Could you clarify if Lisa has a partner?,Lisa seems to already be in a committed committed relationship...is it not true...?,"Lisa probably still has a boyfriend, isn't it besides Lisa's current partner that she'll be keeping an eye on things she says she doesn'' t like doing?","Lisa probably still has a boyfriend, isn't it besides Lisa's current boyfriend status - any thoughts?"
"I believe he's Christian, maybe Jewish.","I think he's Christian, or maybe Jewish.","Could he identify as Christian, or perhaps Jewish?",Could imply that he's affiliated with Christianity or Jewish faith?,Could imply that he's affiliated with Christianity or Jewish religion?,"I'd guess he's Christian, or maybe Jewish, depending on what religion etablishes him in his faith (I can't help myself, I suspect Jeremy doesn'Teilrät is Jewish and I cant confirm whether a couple of us can tell us why if we don'ţi ice skating, we can go to Target and buy XXZ-sized gloves and gloves.","I reckon he's Christian, or maybe Jewish, based out of religion and maybe even Jewish beliefs, like a friend suggested to me by his friend Tanibel, is that right?","I reckon he's Christian, or maybe Jewish, based out of religion and maybe even Jewish beliefs, like a friend suggested to me by his friend Tanibel, is that right?"
"He's correct, it's a fantastic song.","He's right, it's a wonderful song.","It's wonderful, if only he knows, because it is a great song.","It's wonderful, if only because — ” that is what he singing.” (6) The song is fantastic.","It's wonderful, if only because — ” that is what..” Quite a great song.","I guess it's a great song, he'll be right, it was great to hear it.","Nice song, guys, that's a great song.","Nice song there, he's right, it'll be great, you know,"
I'm giving 71 out of 100.,I'm giving a score of 71 out of 100.,It's exactly 71 percentile.,Would the citation be correct if I rate myself 71 points out of 100?,Would the accuracy of my score be guaranteed with a score of 71.,I'm grading it out loud with a score of 71 out of 100...,I'm grading it out loud with a score of 71 out of 100...,I got a score of 71 out of 100 right here...
How much do you love gas? (give me more gas!),"Gas, how much do you love it? (seriously, please, give me more gas!)","Are you fond of gas? (Please excuse me, please!)",Do gas satisfy your hunger? (Please provide more gas!),Do gas satisfy your hunger? (Please provide more gas!),"Gas - how much do you love gas? (seriously, please, give me more gas!)","Gas I'm curious (sorry, can't answer): How much fun is gas for you? (spoke!)",GAS IS SO GOOD! How much do you adore gas? (smile!)
"For Halloween when I was little, I was him.","I was Halloween when I was little, and I was accompanied by him.","As a child, Halloween was when I assumed the identity of him during my childhood.","As a child, Halloween was when I assumed the identity of him during my childhood.","As a juvenile, he and I transformed into him on Halloween.","I was Halloweened like him when I wasn't little back then, just like my parents did when we were little.","I was Halloweened like him when I wasn't little back then, just like my parents did when we were little (she was 5 years old at the time) and I acted like it was him.","I was Halloweened like him back when I wasn't little, I just was him, right?"
I prefer all the old films.,I have a preference for all the old movies.,All of the past films are the ones I enjoy the most.,All of the past films are the ones that I appreciate the most.,All of the past films are preferred by me.,"I loathe old-school movies too, I just looove them all the time.","I loathe old-school movie-watching too, I just looove all the oldies.",I loathe old-school movie-watching too...
"Seinfield, That 70's Show, and War at Home.","Seinfield, That 70's Show, and War at Home.","Among the albums that were released before this were That 70's Show and War at Home, as well as Seinfield.","Among the albums that were released before this were That 70's Show and War at Home, as well as a collection of albums by Beatles' King of Horrors, '163.","Throughout the years, I have enjoyed a variety of artists, including X Factor, Psychology of Everything, and Logic.","Sein n’Bass, That 70’s Show, War at Home, and That 60’ll do it again and again for SeInfield and War NSFW respectively, all of which are must-watch shows in the music industry if you can imagine it anywhere else NOW.","Sein n’Bass, That 70’s Show, War at Home, It’ll Rain You Tube, David Bowie, Kerry’Sir, Andy Murray – all of which featured a soundtrack of Beatles songs sung by blues artists like NPR’08 & 112 and bluegrass star Julien Battista Vollenbach, championed by former bandleader John Kerry and former rap star Tyrone Wolfe among others","Sein n’Bass, That 70’s Show, War t0 Me, Voila!"
That new song is just for the Greatest Hits.,The new song is exclusively for the Greatest Hits.,The new song is exclusively for the Greatest Hits.,The addition of a new song is exclusively for the Greatest Hits.,"The addition of a new song is exclusively for the album's soundtrack, ""The Greatest Hits"".",A new song just for the Greatest Hits.,"A new song just for the Greatest Hits, though.",A new Song just for you Greatest Hits.
Basket: slam dunk for a grand protagonist.,Basket: slam dunk for a grand king.,Basket: 'Buy as a. Dominion to achieve fanciful performance.,Basket: 'Tom as a.,Basket. Whether the objective is to score a game-winning goal.,basket: slam dunk for a grand.,Bouncy castle for a grandiose lead in dunk game basket -.,"Bouncy mission versus grand savior: dunk for a grandiose player in the basket, albeit one short on the way to victory (slam kick, kick, foul, save, jump n roll): Dunk on this one... SNAP/LBP - Get Rich, LDN 0 LOC : 95% Success vs 3.63% LOBAL RIDDLE –"
"I'm not sure, but maybe that may help someone else.","I'm not entirely sure, but maybe that could be helpful to someone else.","Perhaps, but not necessarily, because it could assist someone else.","Perhaps, but not necessarily, because of this assistance to someone else.","Although, it appears, that could be beneficial for someone else.","I don't really know what to think, but maybe that'll be of some help to someone else...",I don't really know... maybe that'll be good for someone else.,I don't really know... maybe that'll be good for someone else.
No information available yet. Go to pinoisepop.com for previous festival information.,"Until there are more details on the festival, check out pinoisepop.com for previous year's schedule.",Information about the upcoming festival can be found on pinoisepop.com. Previous festivals with more information are available here.,Information about the upcoming festival can be found on pinoisepop.com. Previous festivals with more information are available here.,Information about the upcoming festival is not available. Visit pinoisepop.com to access previous years' dates.,Pinoisepop: Check out pinoiepe.com for more details on the dates and dates of the upcoming james festival.,Unrecorded festival info - see pinoisepop.com for previous year's lineup.,Unrecorded festival info - see pinoisepop.com for previous year's lineup.
The bouncer from the pub next door...,The bouncer from the pub next door...,The nearby masticator from the nearby pub.,The nearby masticator from the bar departed for the night.,"The nearby masticator, a bar attendant, entered the pub.","pub next door’s bouncer, who.","pub next door’s bouncer, who.","pub next door’s bouncer, who."
Jerry is definitely a male. Because I've seen a cartoon where JERRY falls in love with a female.,Jerry's identity as a man is undeniable. He's also a man. Because I've come across a cartoon where Jerry falls for a female.,"Although Jerry's identity is male, he is definitely a man. This is because 'Jerry falls in love with - if primarily because of his love for 3.0 female.' Cartoons: Jerry and I met in the park (at 2).","Although Jerry's identity is male, he is definitely a man. This is because 'Jerry falls for - albeit male-ish' – cartoon characters, and I've watched one of them.","Although Jerry identified as a man, he is definitely portrayed as gay. This is because I've seen Jeremy develop feelings for ill girls in NBC.","JERRY IS A GIRLY MAN! Jerry is definitely a man! I know you do, but I can't help but feel jealous because I've watched ONE cartoon where Jerry is obsessed with sex.","JERRY IS A GIRLY MAN! Jerry is definitely a man! I know you do, but I can't help but feel jealous because I've watched ONE cartoon where Jerry is obsessed with sex.",JERRY IS A GIRLY MAN! JERSEY IS YA KEY TO ME IF I EVEN ONE DAY TO MEET ANYONE AGAIN! I HAVE THROUGH TO SEE THIS THING... JERAIRE IS IN LOVE WITH EVERYONE HERE...JERIE IS DARK BLESS ON THE OTHER BOY THAT WAS SOON!
"No, not at all. It is not good for your health.","No, not at all. It is not good for your health.","It is not beneficial for your health, no, not at all.","It is not beneficial for your health, no, not at all.","It is not beneficial for your health, no, not in the slightest.","Nope, not at all. It is not a good omen for your health to sag em jo nihilä har taiksi kulkap olarakse var det hinga koi min eller och välkje är dumma alti som du kan vara vara föröremme bendtido ock","Nope, not at all, it is not good for your health to do that anyway you want it to be healthfull.""","Nope, not at all, it is not a good thing for your health to do anything like that anyway you want to with your life health and body."""
"No matter where you are, when a 90's song comes on, people always respond with the word, ""Oh.""","People are always quick to respond when a 90's song is played, regardless of where they are, with the phrase, ""Oh.""","People respond with the phrase, ""Oh,"" whenever a 90's song is played, regardless of where you are.","People respond with the phrase, ""Oh,"" whenever a 90's song is played, regardless of where you are.","People respond with the phrase, ""What 'hol "" whenever someone sings a song from the 90s, regardless of where, and.","No matter where you look, people always say, ""Oh"" right after a 90's song is played, and people are always retuning to say it no matter what their mood is or is not, just because they can't stop thinking about it, without even realizing they were talking about 90s music before that.","No one gets a 90's song that'll get your attention anywhere, right? People are probably more likely to be receptive and say, hey, 90s music is about right, not about you, and they're all over it now, talking about it and giving you goosebumps and yelling at you and your heart out, ""Oh, yeah yeah,"" no matter where you stand, even if you can get shitballball","No one gets a 90's song that'll get your attention anywhere, right now it'S all about the word, ""Oh"" in response, and people are quick to respond by saying, 'Oh, I know."
You are telling me that there are people out in the world who do not like them?,Is it true that some individuals do not like them out there?,Are you aware that there are individuals in this world who have a hatred towards you?,Are you aware that there are individuals in this world who have a hatred towards you?,Are you aware that there are individuals in this world who have a hatred towards you?,"I'm not so sure about you guys, are you able to tell me there aren't people out there who don'T like you?",I just heard you say there are people out there who don't like you?,I just heard you say there are people out there who don't like you or that there might be some who won'T like You or whatever?
"Also, you will get to learn about O.W.L.","Moreover, you will be introduced to O.W.L. in the process.","Additionally, you will have the opportunity to meet and learn about O.W.L.","Additionally, you will have the opportunity to meet and learn about O.W.L.","Additionally, you will have the opportunity to meet and learn about the character of O.W.L.","Plus, you get to see O.W.L.",Plus you get to see O.W.L.,Plus you get to see O.W.L.
"Come on, three months and no choice?",Three months and no choice? Is this true?,Three months and a choice?,Three months and a desire to leave behind?,"Three months and ''the consequences may be severe, but the consequences are severe.","Hurry up a couple of months and you'll be done after three months, right people are dead on one knee, and I'm stuck on my feet for three more months now, what to do in three weeks time you don't want to waste your time is up next, you know what I do anyways?","Hurray - three months yet you're left with no option, is this real or just a figment of your imagination and you can't choose which one to choose if you haven''T three Months Free?","3 months left and no choice, three months is all right, right? Come on, what a way with no options but death, if you can count on it now - three month left..."
It may begin during the Spring or the Christmas season.,It is possible that it will start in the Spring or Christmas season.,It is possible that it will start in the Spring or Christmas season.,It is possible that it will begin in the Spring or during the Christmas season.,"Beginning either in the Spring or during the Christmas season, it is possible to start it.",Start sometime in Spring or Christmas time though.,Start sometime this Spring or Christmas day (it might be Spring right now) And it can start anyway.,"Start somewhere else - maybe in the Spring or Christmas season if it starts now (it may be so soon, though not always not before, so not soon) Anyway, whatever happens next, it could start somewhere somewhere between now and then again, depending on weather patterns etc."
"I enjoy dancing to ""Baby Got Back"" by Sir Mix-A-Lot.","Sir Mix-A-Lot's ""Baby Got Back"" is one of my favorite dances, and I love it.","""Baby Got Back"". As a result, I love to dance to it.","""By Myth: The Message From My Myrtical Fetal Ghetto to Sir Mix-A-Lo"", which contains """"Baby Got..."" by Mozart and Sir Miguel.","""The most enjoyable routine is ""Baby Got Back"" by Sir Mix-A-Lot, which I enjoy dancing to.""","Sir Mix-A-Lot's ""Baby Got Back"" is a great song I dance to and can't get enough of, so I can go on and dance along to it without any hesitations or hesitation...","dancing to Sir Mix-A-Lot's ""Baby Got Back"" by Sirmix- A-Lite.","dancing to Sir Mix-A-Lot's ""Baby Got Back"" by Sir Miguel."
"I have heard that she is touring Taiwan, though she is likely unavailable (due to filming ""Bobby"").","I have heard that she is touring Taiwan, but it's possible that she's not in the area (probably because of filming of ""Bobby"").","Although it appears she is touring Taiwan, she may not be available (probably because she has to film ""Bobby"").","Although it appears she is touring Taiwan, it seems she may not be available (probably because she has not made it to film ""Bobby"").","Although reported, it appears she is touring Taiwan, but it is unlikely she visited because she can film ""Bobby""?","I hear she is touring Taiwan though she's probably not in the picture (probably because she wasn't shooting ""Bobby""?).","I hear she is on tour Taiwan though she's probably not around (probably because she was busy shooting ""Bobby""). I know she wasn't, is she touring Taiwan right now anyway (maybe even right) - maybe not due to filming of ""BBY""?","SUCH ARE YOU HELPING US THING WHICH HOURS WANDS IF WE GET OLD OUT DURING ABY ""BobBY""?"
"He has a lot of power when he possesses his firearms, though without them he is likely weak.","He possesses considerable power when he has his guns, but he is likely weak when he doesn't.","Although he may possess his own weapons, if unable to use them, his physical strength is likely to decline.","Although he may possess his own weapons, if unable to use them, his physical strength is likely to decline.","Although he may possess his own weapons, if unable to use them, his strength is likely to decline.","Wrong wolf, he is probably weak when lacked his guns but has a lot of power when in the grip of his hammer-like caliber, though hardly any weaker than that -- at least if armed with his own but without the caddy marksmanship and the ability to fire his two cannons...","WARREN SCHMIDT: He's mighty when he'S GOING DIRECT, but if HE'D BEHIND IT, THOSE ARE STRUCK WHICH IT GETS.","WARREN SCHMIDT: He's mighty when he'S GOING DIRECT, but if HE'D BEHIND IT, THOSE ARE STRUCK WHICH IT GETS."
Darth Vader would not have any opportunity.,Darth Vader would not have any chance.,Darth Vader would be denied.,"Without a possibility, however, it would mean that Darth Vader would not have any.","Without a possibility, however, it would mean that Darth Vader, not just some ordinary man, would miss out.","Darth Vader would not get to try anyway, just not one bit.","Darth Vader would not get to try anyway, just not one bit.","Darth Vader would have just a one-way street view, not teleported himself, equating to he would get ripped off and be left alone if pressed to save his world in utter dreadful homicidal infancy..."
I really enjoy Dragonball Z.,Dragonball Z is one of my absolute favorites.,Dragonball Z?,Dragonball Z?,Dragonball Z?,"I really like Dragonball Z...I kind of love everything Dragon ball Z.""","I really like Dragonball Z...I kind of love everything Dragon ball Z.""","I really like Dragonball Z...I kind of love everything Dragon ball Z."""
"Try www.allmusic.com, it's my favorite site.","I highly recommend checking out www.allmusic.com, my go-to site.","Avoid music sites; try www.allmusic.com, as it's one of the favorites.","Avoid music sites; instead, select www.allmusic.com, which is my favorite.","Avoid music sites; instead, select www.allmusic.com, which is my favorite.","www.allmusic.com is my go-to site, I love it.","www.allmusic.com is my go-to site, I love it.","www.allmusic.com is my go-to site, I love it."
"Everyone knows who Tom Petty is, he sings Free Fallin'.","Tom Petty, the man behind the song Free Fallin', is a well-known artist.","Tom Petty, known for his performance of Tompkins' song Free Fallin', is an unfamiliar name.","The person known as Tom Petty, who performs the song Free Fallin', is widely recognized.","The person known as Tom Petty, who performs the song Free Fallin', is widely recognized.","Tom Petty is hailed as the real deal, thanks to his a cappella rendition of Free Fallin' (the band's hit song called 'Free Fallon') - and his fans are quick to recognize him as one of the band members who do the raps and roll out their 78ers in the park together, just so you know.","Tom Petty is hailed as the real deal, thanks to his a cappella rendition of Free Fallin' (the band's hit song called 'Free Fallon'), but his real name isn't new or anything special here, let alone the name we all know it'll be in the mix soon enough - he'd better get raurauschychy clothes than TomPetty.","Tom Petty is hailed as the real deal - he's known for his performance of Tompkins' free fallin' ad, which is out now on radio frequency TNT 107 and hits country music charts everywhere on the radio and TV, but songwriters are avoiding the subject matter here because they don't seem to be able to snoop on anyone who knows him backstage, let me enumerate their hits"
Fall out boy isn't my favorite. I'm not sure why everyone enjoys them.,Fall out boy isn't my top choice. I'm not sure why everyone likes them.,"Although, fall out boy is not one of my preferences, I find it incredibly strange that no one else likes them.","Although, fall out boy might not be everyone'.","Although, fall out in the middle of autumn, I have a different taste, it's simply not popular.","Fall out boy isn't my top choice, I just can''never get over fall out boys. I'm not even sure there's a reason why everyone loves them so much anymore.","Fallout boy isn't my favorite pastime either, I just can'T get over why people like fall out boy?","Fallout boy isn't my favorite pastime either, I just can'T get over why people like fall out boy?"
