Sentence,Formal_15
Paris Hilton & Nicole Ritchie because they are both media idiots and they deserve each other.,"Due to their media apathy, Paris Hilton and Nicole Ritchie should complement each other."
Darkseid. If he used his brains properly.,"Darkseid. If 'The Brain of the Architect' functions properly, he will be able to use it."
"If I recall correctly, it is that he will die.","As for a person, if memory serves, it is true, ""He is going to die."""
"In my opinion, rap is not really music, it is just talking, mostly about drugs.","According to my understanding, rap is not music, but rather consists of discussing drugs, with a focus on wit."
That is what I was going to say.,That is what I intended to communicate.
I think it was the female detective.,Could the female investigator be the cause?
You have me on that one.,It appears that you have me on that one.
"I also really appreciate La Tortura, but then again, I do not know anyone who does not like it.","Although I appreciate La Tortura, there is no one who shares my opinion on it."
"I believe you can have mp3s downloadd from peer-to-peer software, just like dc++.","Could you provide mp3s that are downloaded from peer-to-5 software, similar to dc++, in your opinion?"
"I am a sincere, romantic, virgo male who is looking to treat a woman with care and love.","As a person of intention, I am primarily interested in treating women with affection, as if I were interacting with – preferably with women."
He was obviously not disciplined enough as a child and it shows in his adult behavior.,"As a result of his poor discipline during childhood, he is now exhibiting signs of adultery."
That is the information I took away from the movie.,The information I extracted from the movie is what I learned from it.
"Knock, knock. Who's there? Orange. Orange who?",Could you identify the orange persona?
I have both of their CD's and they're fantastic!,Both of their excellent CDs are obtainable now through iTunes and I'm eager to listen to them.
"Twelve years old. I don't recommend it at all, at that age.","Twelve years old is the age at which I recommend it the most, but not at that age."
"If you ever have a chance to see him live, you should go.","Should be enjoyable, seeing him perform live."
I don't think so. But tomorrow is Valentines Day.,"Although, I disagree. Valentines Day is happening tomorrow."
"And you call yourself a Nirvana fan, but you do not know about Foo.","Although you identify as a fan of Nirvana, you are unfamiliar with the band's record label, namely the Hong Kong label Foo."
This is really derogatory and is not funny at all.,This is genuinely offensive and is not funny.
"Stern is too self-absorbed to still be funny, Hoo Hoo is not effective anymore either.","Although Stern is no longer humorous due to his excessive self-centeredness, Hoo Houn is not as good as he used to be."
"He did not die in Pulp Fiction, Basic, The Negotiator, XX, or the Incredibles.","He continued to exist in movies such as Pulp Fiction, Basic, The Negotiator, XX, or the Incredibles, regardless of his death."
"If you take lessons, or purchase the book Guitar for Dummies.",Should you enroll in Guitar lessons or purchase Guitar for Dummies.
"If you receive their second album, I believe you should listen to tracks ten and fourteen.","As a result of receiving their second album, I suggest you listen to tracks ten and fourteen, if you receive it."
Walnuts or other soft shell nuts?,"Are almonds, or other soft shell nuts, available, and what are they?"
I believe we should vote it the best right now.,"As such, I think that we should vote for it at this moment."
50 Cent is alive and rapping. Eminem is alive and retired. Tupac has passed away.,"Despite the death of Tupac, 50 Cent, and '50' rap, respectively, rumors continue to surface, with the exception of the rapper Keeping Up With The Future, who has retired and returned to form, as well as the former rapper, Eminem."
It would be as if Benny Goodman and Louis Armstrong were playing together. It does not work.,Could the pairing of Benny Goodman and Louis Armstrong be considered a match. It would not be successful.
"The choices are both good, But in my opinion the genre Hip Hop is the better choice.","Although the choices are good, I think that the genre of Hip Hop is the better option, which is why I feel that all the other genres are better."
"When they got back on the phone, the guy on the other end says ""Okay, now what?""","Following the return call, the man on the other end of the line says ""Now, assuming that everything is fine,"" leaving the conversation."
"And some of them are in here, as well.","Additionally, a few of them can be found in this room."
"No, and I do not think that anyone will admit that they actually have met a person named Floyd Crammer.","Although, no, everyone will confess that they have met Floyd Crammer."
Trent Reznor is a part of the band Nine Inch Nails.,"Nine Inch Nails, consisting of Trent Reznor and a member of the band, has he formed."
"Negative, none of this makes any sense.","All of this makes perfect sense, and that means that it is meaningless."
Why not change the colors to black and white?,Would the colors change to black and white?
"I am unaware of that information, but for a 16 year old, he is highly attractive.","Although I am unaware of that information, he is still very attractive for a 16 year old."
It is a long period of time if I must wait until January.,"January is when the duration of the wait is long, which is why I feel like it is excessive."
"Weather or not he is homosexual, he is still the same Jim Morrison.","Regardless of whether a person is homosexual, he continues to be Jim Morrison."
"Is it down by the sea, or under the board walk?","Would the location be further down by the sea, or under the boardwalk?"
She writes and produces her own music and it is always great.,"Her ability to produce and write her own music is unparalleled, and it is always excellent."
"You know, ""Does 'u' come before or after the 't' in that word?""","Would the letter '[[[/[/language] be used before or after the symbol -[,?] in the context of the word t?"
"Catch Me if You Can, Enemy of the States, and Executive Decision.","Catch Me. If You Can, Catch the Enemy of the States, and Executive Decision."
It is time to vote now.,The moment has arrived to vote.
"The King of All Media will be on SIRIUS satellite radio on January 9th, 2006.","The arrival of SIRIUS satellite radio on January 9th, 2006, will feature The King of All Media on top of his lecture series, The Media Guy, on their program."
You should consider a PRS guitar.,Consider purchasing a PRS guitar.
My friend will be playing a musical show.,My acquaintance will be performing a musical act.
The best option is to send them through the USPS.,The USPS method is the most suitable way to ship them.
This story is about a girl who cried so much it was as if her tears filled up the entire world.,"The narrative follows the story of a girl whose tears filled up the air, as if she were streaming water onto the world."
The primary product of following what Chuck Norris does is pain.,"Following Chuck Norris, causing pain, is the primary outcome of following his path."
It does not look as if that is so.,It appears not to be.
"I would not know, but maybe it is just being one.","Perhaps it is simply being one, although it would not make sense otherwise."
You are right because she is one of the hottest.,"As one of the most attractive women, you are correct because she is one."
"Currently, I am tempted to continue to believe it is Ashlee, although I hate Jessica because she absolutely ruined these boots.","Presently, I am tempted to believe it is Ashlee, but Jessica completely ruined these boots because I hate Jessica and I think it could be Ashleighe."
I have to say backstreet boys.,It is advisable to refer to backstreet boys.
I am going to get wasted and quit smoking.,Will I waste resources and quit smoking?
I love extreme Makeover: Home Edition,Extreme Makeover: Home Edition. My weakness is the love for it.
Bring me to live because of the lyrics.,Could you please remind me of the song's title?
To los weekenes ella sale a vacilar.,"As, espectral."
It means that man is just thinking about sex.,It indicates that men are primarily concerned about sexual desires.
He has a girlfriend and she is Katie Cassidy.,"His partner, identified as Katie Cassidy, is in a relationship with him."
"The lion turned to the left, for it was a shorter path.","The lion moved towards the left, as it appeared to be traveling at a slower pace."
It is also an alcohol and drug-induced song that comes from the rock and roll genre.,"Additionally, it is a rock and roll song that is about drugs and alcohol and is associated with alcohol consumption."
She needs to at least have a 34D size bust and an attractive body.,"Despite this, she must possess a 34D-sizing chest and sex appeal."
"I do not know. 2) A craine, a chicken, or a duck.","Could you name whoever. 3) Various a female, if male, female; or male; Whether it be - c., C.-d. or..cf."
To not be original and you can plagiarize.,"The possibility of plagiarizing is present, as it is not original and can be copied."
"Most likely, at www.lyricstop.com is where you will find the Anna Nalick Lyrics.","The Anna Nalick Lyric. Most likely, at: www.lyricstop.com."
I will be watching Earl and The Office.,Will I view Earl and The Office?
"The three, little, free pigs rejoiced and laughed.","The three, small, independent rabbits rejoiced."
Either you ear is bad or you need new strings.,"Whether the condition of your ear is good, or if you need new strings, it may be due to a malfunctioning ring."
"The daughter, grandmother, and her granddaughter.","The daughter, grandmother, and granddaughter."
I don't believe that Ashley Simpson is capable of singing well.,"Ashley Simpson may not be able to sing well, I doubt she has the ability to do so."
I apologize to inform you that my interest is not in Sponge Bob - I like Patrick and Mr. Crabs much more.,"Although I am not drawn to Sponge Bob, I have a preference for Patrick and Mr. Crabs."
There are many websites that are capable of doing this.,Many websites are available that can accomplish this task.
Are you referring to the song by Lifehouse?,Does the Lifehouse composition belong to the list?
I believe it happened during the second half of the movie Pretty Woman.,"As a result, I believe it occurred in the latter part of the film Pretty Woman."
I can be agreeable with Gangsta Rap.,"Although, I cannot say that I am not sold on Gangsta Rap."
I would suggest Munsters and Leave it to Beaver.,Would the recommendation be Munsters and Leave it to Beaver?
"If one is searching for a great horror movie, I suggest The Exorcism of Emily Rose.","For individuals interested in horror, The Exorcism of Emily Rose is the ultimate experience."
My choice would be The Pea In A Policeman's Whistle.,The conclusion is firmly in my favor with The Pea In A Policeman's Voice.
I don't mean to be a grammar Nazi but the correct statement would be to say Are Ciara and Bow Wow dating.,"Although I am not known for my grammar, I believe that the question is based on the fact that Ciara and Bow Wow are dating."
I thinkg that boy is very handsome.,"Very attractive, I see."
I like this better.,"Although, this is more enjoyable for me."
Yoda beat me to it but the answer is Adam's Ribs.,"Although, it was easier for me, the answer is Adam's Ribs."
Rock 'n Roll is eternal.,The genre of rock ''roll is timeless.
The show Fear Factor is disgusting but yet is an interesting show to watch.,"Fear factor? Certainly, and, as usual, it is one show that lacked substance."
"Boy wow, hot oh my God. Hell yes.","""What.."", as the title suggests."
That's just what I like better.,That's precisely what appeals to me.
Adam's Ribs. Yoda you beat me to it.,"Despite everything, Yoda delivers."
Rock and Roll will never die.,The future of all things is in the making. Rock and Roll.
Fear Factor - gross bun fun to watch!,Fear Factor: How can I participate in a show of disgusting bunnies?
That does not exist.,That is not true.
Is this not pop music?,Would the emphasis in this music be on pop culture?
The writers conceptualized it.,The writers conceived of it.
I have not heard of them.,Neither of these have been known to me.
"Hey, Kong is not the same.","However, Kong is different."
I would like to ask it again.,Could you clarify the question for me?
You could have Jim Beam and something sour or soda.,Would the beverage be either soda or Jim Beam and something savory.
I like Bruce Alrighty.,Bruce Alrighty.  My preference.
Do not listen to only your zodiac signs.,Do not limit yourself to reading only your signs.
"As someone else said, her old stuff wasn't so bad, but her new stuff sucks.","As per another individual, the new product is a significant issue, but her old stuff was not as bad as others claimed."
"Dear Batman, I do not agree with you.","Dear, kindly correct me, I am not in agreement with you, Batman."
"Hey, at least they got paid.","At least, at present, they were paid."
"In my opinion, and that's all it is, the best rap album ever is Tupac's ' All Eyez on Me'.","All-E and All Eyez on Me by Tupac. Certainly, it is the best rap album of all time, and in my opinion, that's it."
Didn't know that they came out.,"Had knowledge that they had arrived, but they were unaware of it."
"As someone else said, her old material was passable, but her new material is not.","As stated by another, her previous material was acceptable, but her new material is not."
"I am not in agreement with you, Batman.","As for the matter, I am not in agreement with you, Batman."
At least they got paid.,"At minimum, they were paid."
"It's my personal opinion that 2Pac's ""All Eyez On Me,"" is the best all-time rap album.","As a result, I believe that 2Pac's ""All Eyez Upon"" is the greatest rap album of all time, accompanied by ""2Pacch"" himself."
I didn't know that they came to visit.,"Although I had not received any communication from them, it was clear that they were coming to see me."
I very much like the songs Dancing Queen and Mamma Mia.,"The songs, specifically, Dancing Queen and Mamma Mia, are very appealing to me."
"I am not sure why you would ask me, because I am older.  But because you did ask, my answer is Nelly.","As older, and as I am not old, I wonder why you asked. However, since you did, my answer is Nelly."
That number refers to the 57 different items that Heinz produces.,The number 57 is used to describe the varying products that Heinz produces.
I truly feel that way because so many people have poor taste in music and I believe we are headed into a music dead generation.,"Given that many people have a reputation for having poor taste in music and we are in danger of entering eras where music consumption and consumption habits are not favored, I feel like we will end up in."
Bertram Wooser is who I would rather he become again.,Bertram Woodre is the character I wish he returned to.
"Triple H, Big Show, Shaun Michaels, Eddie Guarro, and the Undertaker is the lineup today.","Today, the Undertaker, in attendance, is joined by Triple H, as well as the upcoming Big Show, with performances by popular faces such as Shaun Michaels, Eddie Guarro, and Triple High School."
Are you a little obsessed with the Backstreet Boys currently?,Are the Backstreet Boys among your interests?
I assumed that Lil' Webbie was from Memphis?,Did the person known as Lil' Webbie originate from Memphis?
"If the answers above are not to your liking, please delete the question or pick me.","Should the responses above not meet your expectations, please remove the question or choose me."
"Though I haven't used Dish in quite a long time period, I believe they do as well.","Although I have not used Dish for quite some time, I think they do, and that may be why they are popular in my opinion."
Not all music in the genre of rap is terrible.,"Although a type of rap is common, there are some music genres that are better than others, but not all."
That particular bakery has wonderful frostings.,The bakery offers exceptional frostings.
"If you were but 20 years of age, would you be romantically attracted to a 14 year old boy?",Would a person of 20 years old date preferably with / dating ''14 year old male'?
I envision that he has those tattoos from his days of youthful carefreeness.,"As such, I believe he has those tattoos from his days as a child who shook off the world."
"Up your butt, and around the corner.","All of a sudden, and shortly thereafter, in your rear."
"'Wind Beneath My Wings'.  Ohhhh, oh, oh, oh, ohhh.","Various sounds of ''Wind Beneath My Wings'. Ohhhh, oh, and a word."
I want some boy on boy action!,Would you like to witness some action-packed action?
"Gohan is only half Saiyan, Goten is a quarter, and Vegeta is, like Goku, a full blooded Saiyan.","Although, as I explained above, ""[Gohan] is half Saiyana, while Goten shares 5% of the population, and, similarly, 80%, or referred to as a full blooded Saivasian, Same as that of ""Goku""."
None anymore. I gave up CD's for MP3 players.,All. I am. None. Has changed. Changed from CD's to MP3.
I did not find it to be offensive.,"Although, offensive, I found it."
The brown sugar was amazing.,The presence of brown sugar was remarkable.
"If you click it, you might have to try one more time before it begins.",Continuing to click may result in having to repeat the action until the end.
Donde estan los ladrones?,Cuál des aes? PodA is especialista.
You should tell me why because I give up.,Could you clarify why? Because I give in.
My children aged 3 and 4 love Dora.,Dora has become cherished for my children aged 3 and 4 and is adored by them all.
"This is an easy problem, and I had seen this in a math class in grade 6 or 9.","In fact, when observing this problem in math class, I recall it being solved in a class in grade 6 or 9."
"I don't remember the child's name, but remember the show the kid was in.","Although the child's name is unknown to me, I can only recall the show the kid participated in."
"I can't understand it, because they lost what they though they had.","Although, they assumed, that they had what they thought."
"The strong is frustrating, but the pleasant side is easy to deal with.","Although the force is frustrating, the positive side is easy to handle."
It is a great production like Cowboy Behop and Evangelion.,"Cowboy, likewise, is a production that is excellent, as is the other productions of Evangelion and Dame John."
The tune looks like a T,"The melody resembles a T-shirt, and it sounds like one."
How many times did he win the worlds sexiest man contest?,What is the number of times he won the world's most attractive man competition?
No one knows about his death or how he lived.,His passing and manner of living are a mystery.
She likes gasoline. (Give more more gasoline!),She favors gasoline. (Give more gasoline!)
It is Chlroine color because it is a gas.,The color Chlorroine is a result of being able to distinguish it as coloured by gaseous color.
You can download anything at www.limewire.com.,"All types of downloads are available on www.limewire.com, and you can download them anytime."
You can search for his name on most search engines.,Most of the world has search engines that search for his name.
There is a Volkswagon parked behind the building.,"Behind the building, there is a parking lot lot where XX Y."
How much do you love gas? Give me more gas!,Do gas satisfy your hunger? Can you indulge me?
"Chlorine color, because it's a gas.",Due to the fact that Chlorine color is a gas.
"On Limewire.com, you can download anything.",Limewire.com provides the option to download anything on its platform.
Type his name in on any (most) search engines.,Search for his name in any (most) engines.
answer : There's a Volkswagen parked out back.,"Answer : On the left, there is a Volkswagen."
"No, but I never considered becoming a prostitute.","Although, no, this was not a consideration for me if I wanted to work as sex worker."
Ain't No Mountain High Enough is by Marvin Gaye and Tammi Terrell.,"The author of the book, ""An't No..."" is a work that features Marvin Gaye and Tammi Terrell, and is also titled, Ain'."
"Maybe I am just getting older, but gratuitous nudity seems silly.","Perhaps I am aging, but gratuitous naked skin is simply ridiculous."
Ipods are devices that allow you to watch podcasts or movies on its screen.,The Intended use of Ipods is to enable you to stream podcasts or movies on its display.
Sarah Conner Island is about the craziest fans of Sarah Conner.,The island dedicated to Sarah and Sarah is known as Sarah.
"""Ah Woe, Ah Me,"" is by the Kingston Trio.","The composition ""Ah Wo, Ah"", by the Kingston Trio, is called ""The Song"" by RCA Records."
Limewire provides a decent P2P service.,Limewire offers a satisfactory P2P service.
"If I had to choose between the two, even though I do not prefer either, I would choose Chris Brown.","Although, realistically speaking, I have a preference against Chris Brown, and I would choose Chris."
"Anyway, it is an excellent song.","Nonetheless, it is a remarkable song."
"""That's Good People,"" is a song by Jack Johnson.","""That's Good People,"" as performed by Johnson, is a song written by Jack Johnson."
Black Sabbath is the original and best.,"Black. Despite that, the original and finest is Black Albumh."
We do not like to read subtitles.,Understanding subtitles is not something we desire.
It is probably a rumor.,It is probable that it is a rumor.
She is not Aaliyah or nothing like that.,She is not similar to Aaliyah or anything else.
Good luck to your beginner drummer.,"Upon your debut, drummer, I wish you all the best with your drumming skills."
I wish they could find a way to reunite because they made beautiful music together.,"Although, I wish, they could reunite because, you know, when they made beautiful music, it would make a difference."
I find that those who have taught themselves the magic of playing guitar possess more skill than those that read music.,"Although individuals who have learned how to play guitar by heart are inferior to those who can read music, they possess a greater ability to read."
I know his moniker is Dickie.,"As a result, he has the identity of Dickie."
"They have been ranglin in the area of Lagona as well as sierra soux, and it appears they are kicking out down int he doheny are","Recently, a group of people have been rangling in the area of Lagona and Sierra soux, and it appears they are moving into the hills near the city of Theodicy."
She is five feet and ten and a half inches in height.,"At five and a half years old, she measures ten and nine inches tall."
Has anyone mentioned 'Abs Fab' yet?,Has the phrase 'From Suitable To Perfectly Developed' been mentioned by anyone?
It is sad that you cannot name a movie without asterisks.,"Unfortunately, if you have a problem with naming ''a film..."" as asterisks, it will not be possible to be correct."
"I was going to say none of them, but I will go check now.","All of these remained, but I will verify now."
You need to work it out.,Working out the situation is necessary.
"The girls who respond to Andre when he says ""hey ladies"" are actually one person.","The women respond to Andre's statement ""that concludes with a courtesy... he said ""all the girls"" when referring to them as ""you"" are essentially the same person."
Suddenly they became angrier.,"Within seconds, the occurrence of teasing only intensified."
It is on after the show airs or you can find it on MTV.,"Following the show, it is broadcast or available to watch on MTV."
The highest ranking anime fighting can be found in the popular Dragon Ball Z,"Dragon Ball Z offers the most prestigious anime fights, but the anime fighting is among the best in its category."
I do not enjoy the genre of westerns.,Western literature is not enjoyable for me.
"If you are looking to find free music without breaking any laws or regulations, you should look into multimedia-search.com","For individuals searching for free music online, multimedia-search.com is the ideal resource for locating it as a lawbreaker."
Mamita yo se que tu no te me va a quitar.,"Cuál des es mujer. Maura, n."
I love the show.,The show appeals to me.
It says about 95 minutes.,It is approximated that it took 95 minutes.
Jackie Chan is with Chris Tucker in Rush Hour 1 and 2.,"During the credits on Rush Hour 1 and 2, Jackie Chan and Chris Tucker appear alongside Jackie and Jackie."
You should go to one of their concerts.,Attending a concert at this venue is highly recommended.
"If you would like to star in adult films, then yes.",Adult film enthusiasts have the opportunity to participate in the industry and appear in films.
Is it love or just a heart?,Does the emotion of love encompass a heart or merely ego?
Jamia is her name I believe.,"It appears that her name is Jamia, which is true."
Spongbob Squarepants is a good show.,It is a good show that you must watch.
I believe King Kong or Cheaper By the Dozen Two.,Should I consider King Kong or Cheaper By the Dozen Two?
You could purchase them at www.amazon.com.,Purchase items from Amazon can be purchased online at www.amazon.com.
