Sentence,Formal_15
I could do this for one more season.,I could do this for another season.
"Do not be alarmed, this is not contagious.","This is not a contagious disease, so do not be anxious."
Mr. Goldman saw a flash of light across night sky over the the Rocky Mountains.,"Mr. Goldman observed a glaring incident over the Rocky Mountains in the night sky, with 'Bridges of Light' flashing across the region."
I would like to watch more episodes.,I would like to watch additional episodes.
"Marvel Girl, Angel, Iceman, Cyclops, Professor X, and Beast.","Marvel, Angel, Marvel Girl, Iceman, Cyclops, Professor X, and Beast are just a few of the characters that are included in the Marvel franchise."
It will take another year I suppose.,I suppose it'll be another year.
I drink whisky. You drink wine. Guess what you all it's Gangsta Time!,"I'm a big fan of whisky and I think it's time for some good, old-fashioned sappy-tasting, but you know what I mean - it might be Gangsta Time, you say?"
Paris Hilton & Nicole Ritchie because they are both media idiots and they deserve each other.,"Due to their media idiosyncrasies, Paris Hilton and Nicole Ritchie should be compared to each other."
Darkseid. If he used his brains properly.,"Darkseid, if he exerted his mental fortitude."
"If I recall correctly, it is that he will die.",It is my understanding that he will not exist anymore if I recall correctly.
"In my opinion, rap is not really music, it is just talking, mostly about drugs.","I think rap is not really a music, it's more like describing, talking about, or discussing drugs."
That is what I was going to say.,That was my intention.
I think it was the female detective.,I believe it was the female detective.
You have me on that one.,I think I'm on to that one.
"I also really appreciate La Tortura, but then again, I do not know anyone who does not like it.","I also have a fondness for La Tortura, but I am not aware of anyone who does not enjoy it."
"I believe you can have mp3s downloadd from peer-to-peer software, just like dc++.","I think you can have mp3s from p2p-to-peer like they're dc++ by having a ""down to syfy"" / ""up to date"" files download from an untainted DAC."
"I am a sincere, romantic, virgo male who is looking to treat a woman with care and love.","I am a virgo, sincere, and romantic male seeking to treat victorian women with the utmost care and affection."
He was obviously not disciplined enough as a child and it shows in his adult behavior.,"As a child, he was obviously not well disciplined and it is evident in his behavior now that."
That is the information I took away from the movie.,I omitted that information from the movie because I didn't want to read it.
"Knock, knock. Who's there? Orange. Orange who?","I'm curious, who among the Orange people is this? Knock, knock."
I have both of their CD's and they're fantastic!,"I have both their excellent CD's and I'm very, very impressed with them!"
"Twelve years old. I don't recommend it at all, at that age.","I don't recommend it at twelve, at that age."
"If you ever have a chance to see him live, you should go.","If it's possible to attend and see him in person, you should go."
I don't think so. But tomorrow is Valentines Day.,"I'm not convinced, but I do have a feeling that Valentines Day is just around the corner."
"And you call yourself a Nirvana fan, but you do not know about Foo.","Nirvana-favorite, but not a Foo."
This is really derogatory and is not funny at all.,This is genuinely derogatory and is not even amusing.
"Stern is too self-absorbed to still be funny, Hoo Hoo is not effective anymore either.","While Hoo Houn is no longer as comedic as Stern, he has become too self-indebted to maintain a comedibility."
"He did not die in Pulp Fiction, Basic, The Negotiator, XX, or the Incredibles.","He was not killed in Pulp Fiction, Basic, The Negotiator, XX, or the Incredibles, but he did not die in the science fiction/Billy Bites, the Harry Potter books, and the Fantastic Four."
"If you take lessons, or purchase the book Guitar for Dummies.","If taking lessons or the Guitar for Dummies book, or even if you are a beginner, consider taking the guitar as."
"If you receive their second album, I believe you should listen to tracks ten and fourteen.","I think you should check out tracks ten and fourteen if you get their second album, as I believe you will be able to listen to their previous two albums unless you buy their new album."
Walnuts or other soft shell nuts?,Is it possible to substitute Walnuts or other soft shell nuts with Walnuss-type nuts?
I believe we should vote it the best right now.,"I think we should vote for it at this point, it's the best possible decision."
50 Cent is alive and rapping. Eminem is alive and retired. Tupac has passed away.,"With the likes of 50 Cent, Eminem, and Tupac, there are still unknown but still-living 50 cent, while Eduke is still alive and pending his upcoming retirement."
It would be as if Benny Goodman and Louis Armstrong were playing together. It does not work.,It would be like having Benny Goodman and Louis Armstrong as one of their sporting partners. It is not effective.
"The choices are both good, But in my opinion the genre Hip Hop is the better choice.","While there are good options, I think the ultimate choice for the genre is Hip Hop."
"When they got back on the phone, the guy on the other end says ""Okay, now what?""","""Okay, now what?"" the guy on the other end of the line said upon their return phone conversation."
"And some of them are in here, as well.",Some of them are also present in this place.
"No, and I do not think that anyone will admit that they actually have met a person named Floyd Crammer.","No, and I doubt that anyone will disclose having met Floyd Crammer, as I believe he is not a Floyd or not."
Trent Reznor is a part of the band Nine Inch Nails.,"The Nine In Ch Nail, a soul-blue, in-house duper with Trent Reznor, is."
"Negative, none of this makes any sense.","None of this makes any sense, bad enough."
Why not change the colors to black and white?,Is it not possible to make the colors black and white instead?
"I am unaware of that information, but for a 16 year old, he is highly attractive.","I haven't found that out, but I think he is very good-looking for a 16 year old."
It is a long period of time if I must wait until January.,"Waiting until January would be a considerable amount of time, and it is also proving to be an extended period of waiting."
"Weather or not he is homosexual, he is still the same Jim Morrison.","He is still a Jim Morrison, whether he is gay or not, regardless of his racial or ethnic identity."
"Is it down by the sea, or under the board walk?","Is it below the boardwalk, or by the sea?"
She writes and produces her own music and it is always great.,"Her work as a writer and producer is accompanied by her own great work, which is always resonant."
"You know, ""Does 'u' come before or after the 't' in that word?""","""Is the word 'u' before or after the inscription a suffix?"""
"Catch Me if You Can, Enemy of the States, and Executive Decision.","""Catch My if I Can, Enempirical of the States, and Executive Decision."""
It is time to vote now.,It is appropriate to vote at this time.
"The King of All Media will be on SIRIUS satellite radio on January 9th, 2006.","SIRIUS will have a new, upcoming, and syndicated program, The King of All Media, on their local or KOYO-FM WEEKEND."
You should consider a PRS guitar.,A PRS (Pre-Reinforced Survival) (PRS) guitar may be a better choice for you.
My friend will be playing a musical show.,My mate will be symphony.
The best option is to send them through the USPS.,The USPS is the most suitable way to ship them.
This story is about a girl who cried so much it was as if her tears filled up the entire world.,"In this story, a girl weeps so much that her whole being was engulfed in tears."
The primary product of following what Chuck Norris does is pain.,"The following Chuck Norris is the way to be, and the primary outcome of following his path is pain."
It does not look as if that is so.,It does not seem like that.
"I would not know, but maybe it is just being one.","I would not know, but maybe it is just being one."
You are right because she is one of the hottest.,"She is among the most swish, so it's no wonder you are guessing."
"Currently, I am tempted to continue to believe it is Ashlee, although I hate Jessica because she absolutely ruined these boots.","I am currently inclined to believe it is Ashlee, even though I despise Jessica because I hate how she splintered away these boots. However, at this point I feel I should just keep believing it to be Ashleighe."
I have to say backstreet boys.,"I have to say backstreet boys, as a result of my."
I am going to get wasted and quit smoking.,I am going to get squandered and quit smoking.
I love extreme Makeover: Home Edition,"I have a special request for extreme Makeover: Home Edition, which I love and I also love the combination of the two."
Bring me to live because of the lyrics.,I'm a stooge. Can you tell me what you're thinking?
To los weekenes ella sale a vacilar.,Is it possible to buy a vacillating edifice? To los weekenes ella sale sale en vogue.
It means that man is just thinking about sex.,It suggests that men are simply preoccupied with sexual thoughts and emotions.
He has a girlfriend and she is Katie Cassidy.,"He is in a committed relationship with ''Kathy Cassidy', and he has."
"The lion turned to the left, for it was a shorter path.","The lion then turned to the left, as it was a shorter way."
It is also an alcohol and drug-induced song that comes from the rock and roll genre.,"Additionally, it is a rock and roll-themed due to its drug- and alcohol-related themes and themes."
She needs to at least have a 34D size bust and an attractive body.,"Her physical appearance and 34D-sized boobs are what she requires, but her sex appeal is a concern."
"I do not know. 2) A craine, a chicken, or a duck.","I am uncertain. 3) A craine, a chicken, or squid."
To not be original and you can plagiarize.,Plagiarism is not an original idea and can be copied.
"Most likely, at www.lyricstop.com is where you will find the Anna Nalick Lyrics.",It's possible to find the Anna Nalick Lyrics by checking out www.lyricstop.com and possibly at Anna. Naliclic.
I will be watching Earl and The Office.,I will be observing Earl and The Office.
"The three, little, free pigs rejoiced and laughed.","The three, small, untamed pigs rejoicing and chuckling were the three of them."
Either you ear is bad or you need new strings.,Either you have a bad ear or you need new strings.
"The daughter, grandmother, and her granddaughter.","The daughter, grandmother, and her granddaughter, along with their daughter and granddaughter."
I don't believe that Ashley Simpson is capable of singing well.,I doubt Ashley Simpson has the ability to deliver a good performance as he doesn't have 'the ability' to sing well.
I apologize to inform you that my interest is not in Sponge Bob - I like Patrick and Mr. Crabs much more.,"I'm not into Sponge Bob, but I have a strong fondness for Patrick and Mr. Crabs, which is why I say I don't like Spunge."
There are many websites that are capable of doing this.,"Many websites are in a position to do this, and they can be accessed by users."
Are you referring to the song by Lifehouse?,Is the Lifehill lyric the actuality?
I believe it happened during the second half of the movie Pretty Woman.,I recall it happened in the latter part of the Pretty Woman movie.
I can be agreeable with Gangsta Rap.,"I'm a fan of the 'Gagstarap.' Then and now, I can't help but agree with what Gangsta Rap is."
I would suggest Munsters and Leave it to Beaver.,I think Munsters and Leave it to Beaver is the way to go.
"If one is searching for a great horror movie, I suggest The Exorcism of Emily Rose.","For those who haven't seen a horror before, The Exorcism of Emily Rose would be re-imagined as if on sleeve."
My choice would be The Pea In A Policeman's Whistle.,I would personally select The Pea In A Policeman's Whistle.
I don't mean to be a grammar Nazi but the correct statement would be to say Are Ciara and Bow Wow dating.,"I'm not a grammar geek but the most I can think of is, ""Are Ciara and Bow Wow dating?"""
I thinkg that boy is very handsome.,"I think that the boy is very, very handsome."
I like this better.,I'm more attracted to this.
Yoda beat me to it but the answer is Adam's Ribs.,I'm done with Yoda but it's Adam'Sribs.
Rock 'n Roll is eternal.,It's impossible not to be a long-time supporter of the enduring Rock 'n Roll style.
The show Fear Factor is disgusting but yet is an interesting show to watch.,The fear-inducing yet engrossing reality-based reality reality series Fear Factor is no sloshing but a rather fascinating and absorbing series.
"Boy wow, hot oh my God. Hell yes.","I'm like, oh my God, I can't believe it's hot, right? Boy, do you think so?"
That's just what I like better.,"That's what I prefer, that'll do."
Adam's Ribs. Yoda you beat me to it.,I'm yoda's toe on this one.
Rock and Roll will never die.,The future of the genre of music that never will die is uncertain: Rock and Roll.
Fear Factor - gross bun fun to watch!,Check out the Fear Factor's sleazy bun bun crawl as a way to test your bluffing abilities!
That does not exist.,That is not a reality.
Is this not pop music?,Is this not pop music?
The writers conceptualized it.,It was the writers who came up with the idea for it.
I have not heard of them.,I have not come across any of them.
"Hey, Kong is not the same.","I'm not Kong, but hey, it's not the same thing."
I would like to ask it again.,I would like to rephrase it.
You could have Jim Beam and something sour or soda.,A combination of Jim Beam and something sour or a soda could be arranged for you.
I like Bruce Alrighty.,I have a liking for Bruce Alrighty.
Do not listen to only your zodiac signs.,Be open to exploring your zodiac signs and not just your own.
"As someone else said, her old stuff wasn't so bad, but her new stuff sucks.","Her old stuff was not so bad, but her new stuff wasn't, as someone else stated."
"Dear Batman, I do not agree with you.","Dear ""Batman,"" I'm not so sure as hell that I agree with you."
"Hey, at least they got paid.",At least they got paid.
"In my opinion, and that's all it is, the best rap album ever is Tupac's ' All Eyez on Me'.","Tupu's'All Eyez on Me' may not be the most impressive rap album, but it is, in my estimation, the top one of all time, with Tupac' narrated work."
Didn't know that they came out.,Was unaware that they were going out.
"As someone else said, her old material was passable, but her new material is not.","As per another person, her old material was satisfactory, but their new material is not."
"I am not in agreement with you, Batman.","I disagree with you, Batman, as I cannot agree with your reasoning."
At least they got paid.,They were at least compensated.
"It's my personal opinion that 2Pac's ""All Eyez On Me,"" is the best all-time rap album.","""All Eyek in the Temptations of 2Pac"" may be the all-time best rap album, but I personally think it's 2pa' ""It'll Never, EVER""."
I didn't know that they came to visit.,I was unaware that their visit was to see me.
I very much like the songs Dancing Queen and Mamma Mia.,I have a great fondness for the lyrically titled Dancing Queen and Mamma Mia.
"I am not sure why you would ask me, because I am older.  But because you did ask, my answer is Nelly.","I am not sure why you asked me, as I have grown older. However, since you did, my answer is Nelly."
That number refers to the 57 different items that Heinz produces.,"Heinz has a total of 57 different Heinegger products, and that number includes all of its products."
I truly feel that way because so many people have poor taste in music and I believe we are headed into a music dead generation.,I think we are about to enter a generation of indecipherable and unintelligent young people who have messed up their world of music and are now part of the music dead generation.
Bertram Wooser is who I would rather he become again.,I would rather have Bertram Wooser as my preferred Bertran Woorsers than him.
"Triple H, Big Show, Shaun Michaels, Eddie Guarro, and the Undertaker is the lineup today.","Today's acts include Triple H, Big Show, Shaun Michaels, Eddie Guarro, and the Undertaker, who are all former Under Armour finalists."
Are you a little obsessed with the Backstreet Boys currently?,Are you currently engrossed in the Backstreet Boys and unsure if they are your all-time favorite?
I assumed that Lil' Webbie was from Memphis?,"Is it true that Lil' Webbie was not from Memphis? I thought he was from there, so I'm guessing a Memphis-based rapper was to be born in 1888."
"If the answers above are not to your liking, please delete the question or pick me.","In case the following answers do not appeal to you, please remove the question or choose me."
"Though I haven't used Dish in quite a long time period, I believe they do as well.","I haven't had a Dish in ages, but I think they do, which is reflected in my use of them."
Not all music in the genre of rap is terrible.,Not every rap is a dreadful form of sleight of hand.
That particular bakery has wonderful frostings.,That particular bakery has an excellent selection of the very finely-tasted frost.
"If you were but 20 years of age, would you be romantically attracted to a 14 year old boy?","If at least you're only now in your twenties, would you still have a romantic interest in spotting if you were interested in dating & boys over two years old?"
I envision that he has those tattoos from his days of youthful carefreeness.,"I believe he still has those tattoos from his days of being a kid, but this is reminiscent of that."
"Up your butt, and around the corner.","To your posterior, and just a stone's throw away."
"'Wind Beneath My Wings'.  Ohhhh, oh, oh, oh, ohhh.","""'Wind Beneath My Wings' Ih so oh, ah... hmmmm... voilà 'Ouch, I dhh jin x y luu q tis shit."
I want some boy on boy action!,I'm looking for some boy on boy sex. Any ideas?
"Gohan is only half Saiyan, Goten is a quarter, and Vegeta is, like Goku, a full blooded Saiyan.","While Gohan is a half-Saiyan, Goten is at least 5% SaiYan and Vegeta is, just like Goku, 80% Sailand."
None anymore. I gave up CD's for MP3 players.,I have no longer any more CD's and no more MP3 players to boot.
I did not find it to be offensive.,I did not consider it offensive.
The brown sugar was amazing.,"It was fantastic to have brown sugar, and it was amazing."
"If you click it, you might have to try one more time before it begins.","It may require you to repeat the action after clicking it, as it may start after one click."
Donde estan los ladrones?,"""En qué estás lado en la ley de las veces para el mercador de luchadoras para que tenha que esta vez mas fechadadamente para la lación de todas la pequea de mejorar y que se omite?"
You should tell me why because I give up.,"I give up, so I need to know why."
My children aged 3 and 4 love Dora.,"My kids, aged 3 and 4, have a strong attachment to Dora."
"This is an easy problem, and I had seen this in a math class in grade 6 or 9.","I had seen this problem in a math class in grade 6 or 9, and I think it's comparatively simple."
"I don't remember the child's name, but remember the show the kid was in.","I can't remember the child's name, but remember what the kid was in the show."
"I can't understand it, because they lost what they though they had.","I can't make sense of it, because they lost what they believed they had."
"The strong is frustrating, but the pleasant side is easy to deal with.","The robustness is a source of frustration, but the amiable aspect is uncomplicated to handle."
It is a great production like Cowboy Behop and Evangelion.,"The likes of Cowboy, Behop, and Evangelion are two of the great productions."
The tune looks like a T,"The composition resembles a T-resdefault, but the tempo is more like if the track is sung by Y, X, or yelp."
How many times did he win the worlds sexiest man contest?,How many times did he become the winner of the world's most sexiest man competition?
No one knows about his death or how he lived.,No-one has confirmed his death or the circumstances of his last surviving.
She likes gasoline. (Give more more gasoline!),She has a liking for gasoline. (Give more gasoline!)
It is Chlroine color because it is a gas.,"Chlroine is a gas that is the reason for its gaslike hue, giving it the color of Chlorine."
You can download anything at www.limewire.com.,"At www.limewire.com, there are no no-requirements for a 'total' download and no download."
You can search for his name on most search engines.,Searching for his name on search engines is a common process.
There is a Volkswagon parked behind the building.,"Behind the building, there is a stall for e-waste and reserving space for the Volkswagon."
How much do you love gas? Give me more gas!,"How much do you like gas? Can you please give me more gas, please?"
"Chlorine color, because it's a gas.","Chlorine color is a gas, hence it is not measurable directly but by chemistry."
"On Limewire.com, you can download anything.","Limewire.com lets't's no-holds-barred to download for no, no need to keep, just download anything from their site."
Type his name in on any (most) search engines.,Search for his name on any (most) search engines by typing it in.
answer : There's a Volkswagen parked out back.,"A. Volkswagen is parked out front, and that, is the answer : )."
"No, but I never considered becoming a prostitute.","I never thought about pursuing a career as sex worker, and I certainly wouldn't have considered it."
Ain't No Mountain High Enough is by Marvin Gaye and Tammi Terrell.,Marvin and Tammi Terrell's Ain't No Mountain High Enough is the work of Marvis Gaye and the accompanying book by Tammy Terrelly.
"Maybe I am just getting older, but gratuitous nudity seems silly.","I wonder if my age is a factor, but the idea of gratuitous nudity makes it seem counterproductive."
Ipods are devices that allow you to watch podcasts or movies on its screen.,Is an Ipod an device that enables the viewing of podcasts or movies on its IPod surface?
Sarah Conner Island is about the craziest fans of Sarah Conner.,"The most ludicrous followers of Sarah Conner, the fabled Sarah, are referred to as ""Savan Conn Island."""
"""Ah Woe, Ah Me,"" is by the Kingston Trio.","""Ah Woe, Ah Me"" by the Kingston Trio features the famous duet by a Kingston native, and the title of the track is attributed to the band."
Limewire provides a decent P2P service.,Limewire is a commendable P2P service for securing an online presence.
"If I had to choose between the two, even though I do not prefer either, I would choose Chris Brown.","I have no preference for either of them, but I would still choose Chris Brown over the lIl I'm considering (I'll leave it at that, I don't like either)."
"Anyway, it is an excellent song.","In any case, it's a great song in that case."
"""That's Good People,"" is a song by Jack Johnson.","""That's Good People"" by the late '70s pundit is a well-known Jack Johnson-come-from-becomate chart-topping collaboration."
Black Sabbath is the original and best.,"The original and most excellent is Black Sabbath, which is the best and Blackest of all."
We do not like to read subtitles.,Our preference is not to read subtitles.
It is probably a rumor.,It is likely that it is a rumor.
She is not Aaliyah or nothing like that.,She is not like Aaliyah or anything else.
Good luck to your beginner drummer.,Good luck with your inexperienced tontal forepaw.
I wish they could find a way to reunite because they made beautiful music together.,I hope they can reunite because they made beautiful music that they both listened to and that was a way to re-unite.
I find that those who have taught themselves the magic of playing guitar possess more skill than those that read music.,"I have observed that those who have honed their guitar skills are more proficient than those that can comprehend music, even if they have only learned how to play."
I know his moniker is Dickie.,I understand that his name is Dickie.
"They have been ranglin in the area of Lagona as well as sierra soux, and it appears they are kicking out down int he doheny are","They have been ranglin in the Lagona and Sierra Soux areas, and it seems they are edging out of the doheny area, where they have started to make their way to the outskirts of Lago."
She is five feet and ten and a half inches in height.,"At five and a half years old, she measures five feet and 10 and half inches in height."
Has anyone mentioned 'Abs Fab' yet?,Has 'Abs Fab' been mentioned by anyone as a source?
It is sad that you cannot name a movie without asterisks.,It is a shame that the name of the movie I was about to watch now doesn't include asterisks.
"I was going to say none of them, but I will go check now.","I was about to say none of them, but I'll just check."
You need to work it out.,It's time to work it out.
"The girls who respond to Andre when he says ""hey ladies"" are actually one person.","Andre's ""hey ladies"" is eloquent and ludicrous, and the two simian females who respond to his request are actually the same."
Suddenly they became angrier.,They suddenly became more angrier.
It is on after the show airs or you can find it on MTV.,"After the show has aired or is re-entitled to MTV, it is also televised."
The highest ranking anime fighting can be found in the popular Dragon Ball Z,"In the most highly regarded and well-regarded anime fighting is Dragon Ball Z, but it also offers the opportunity for a high-level anime fight."
I do not enjoy the genre of westerns.,I have a distaste for westerns.
"If you are looking to find free music without breaking any laws or regulations, you should look into multimedia-search.com","For those who are seeking to access free and unrestricted free-of-charge and legal free of charge, multimedia-search.com is the place to go."
Mamita yo se que tu no te me va a quitar.,"""No me haciado a llegada por ti, ni me he dedicadora de quitar."""
I love the show.,I have a strong liking for the show.
It says about 95 minutes.,It takes about 95 minutes.
Jackie Chan is with Chris Tucker in Rush Hour 1 and 2.,"In the latter part of Rush Hour 1, Jackie Chan and Chris Tucker are spotted with the former on the both-favorite Chris and now Rush hour's late night Tucker."
You should go to one of their concerts.,It's worth going to one of their shows to see them perform.
"If you would like to star in adult films, then yes.","If the thought of being a pornographic performer is on your mind, then you should consider becoming primarily starring in one."
Is it love or just a heart?,Is it love or a heart?
Jamia is her name I believe.,"I think her name is Jamia, which is true."
Spongbob Squarepants is a good show.,"A good example is the Spongbob Squarepants, which is a good good show."
I believe King Kong or Cheaper By the Dozen Two.,I'd say I believe it's King Kong or Cheaper By the Dozen Two.
You could purchase them at www.amazon.com.,They are available for purchase at www.amazon.com.
