Sentence,Informal_15
Paris Hilton & Nicole Ritchie because they are both media idiots and they deserve each other.,Paris Hilton & Nicole Ritchie are double super media idiots due to their mutual mutual respect.
Darkseid. If he used his brains properly.,Batman would have killed Darkseid if he had the right brain.
"If I recall correctly, it is that he will die.",The only way to know it is true - he is going to die.
"In my opinion, rap is not really music, it is just talking, mostly about drugs.","Rap is not music in my opinion, it is talking, talking songs, drug."
That is what I was going to say.,The answer...
I think it was the female detective.,Female policewoman - you are right there with me.
You have me on that one.,"The one time you guys scored it, you know."
"I also really appreciate La Tortura, but then again, I do not know anyone who does not like it.",Love absolue hell!!
"I believe you can have mp3s downloadd from peer-to-peer software, just like dc++.","Wouldnt make it attainable to download mp3s from peer-to-peer software, in the same way you employ dc++ - you name it."
"I am a sincere, romantic, virgo male who is looking to treat a woman with care and love.","Love u, boy, I am virgo, romantic, and ready to treat a woman with affection. I want to be treated with love and care by."
He was obviously not disciplined enough as a child and it shows in his adult behavior.,The only thing he hasn't done in his life is discipline.
That is the information I took away from the movie.,"All the knowledge out there is sourced straight from the movie, which is exactly what I did."
"Knock, knock. Who's there? Orange. Orange who?",Orange person? Kiss me?
I have both of their CD's and they're fantastic!,All my CD's are outstanding!
"Twelve years old. I don't recommend it at all, at that age.",The most unfavorable answer to 12 years old would never be to turn down that young man.
"If you ever have a chance to see him live, you should go.",The only place where you ever get to see him live is when you go there.
I don't think so. But tomorrow is Valentines Day.,Valentine
"And you call yourself a Nirvana fan, but you do not know about Foo.","Would everyone who says you're a fan of Nirvana, but you don't know Foo?"
This is really derogatory and is not funny at all.,All of it is completely hating and isn't even comical.
"Stern is too self-absorbed to still be funny, Hoo Hoo is not effective anymore either.","Starship is now too self-centered to be funny even with Stern on it, and Hoo Hoon is no longer on the same level of comedy as Stern."
"He did not die in Pulp Fiction, Basic, The Negotiator, XX, or the Incredibles.","The Man-User-Canada-Darling cop-shows Pulp Fiction, Basic, The Negotiator, XX, and the Incredibles all did not feature him dying."
"If you take lessons, or purchase the book Guitar for Dummies.",Guitar Player - Buy Guitar for Dummies book. If you're a Guitar Instructor or take lessons.
"If you receive their second album, I believe you should listen to tracks ten and fourteen.","Song ten to be heard on number twenty if you get their second album out, number fourteen n 11."
Walnuts or other soft shell nuts?,Hard shell nut snacks made out of nuts?
I believe we should vote it the best right now.,"The best word in the world is hereby confirmed, so vote for it now."
50 Cent is alive and rapping. Eminem is alive and retired. Tupac has passed away.,Rap star 50 Cent is still alive and rapping. Eminem is alive but retired. Tupac has passed away.
It would be as if Benny Goodman and Louis Armstrong were playing together. It does not work.,Benny Goodman playing with Louis Armstrong is the same idea as playing together. It would be completely ineffective.
"The choices are both good, But in my opinion the genre Hip Hop is the better choice.",All in gamba all the picks are good fd I'm gonna have a Hip Hop dbl choice?
"When they got back on the phone, the guy on the other end says ""Okay, now what?""","The guy on the phone is heard saying ""Okay, now what?"" once they dialed back."
"And some of them are in here, as well.",Many items - all of them thrown together matemate-camer is present too.
"No, and I do not think that anyone will admit that they actually have met a person named Floyd Crammer.","Nobody will ever say ""I have met Floyd Crammer... I have not met No."""
Trent Reznor is a part of the band Nine Inch Nails.,One off guitarist Trent Reznor performs with Nine Inch Nails.
"Negative, none of this makes any sense.","All out of control, nothing can make sense of this."
Why not change the colors to black and white?,Wouldn't make it'so the colors won'' go in black minus the white ringtone - you would not make them any other way?
"I am unaware of that information, but for a 16 year old, he is highly attractive.",The only thing on his face that caught people off is his beauty.
It is a long period of time if I must wait until January.,The tenacious defense alone won't cut it until January.
"Weather or not he is homosexual, he is still the same Jim Morrison.","He never has anything against Jim Morrison's homosexuality, regardless of whether he is gay or not."
"Is it down by the sea, or under the board walk?","Would the bight ne is below me, down by the sea, or right on top of the board walk!"
She writes and produces her own music and it is always great.,"Music producer and writer extraordinaire, all of whom produce her own work, is never a problem for her."
"You know, ""Does 'u' come before or after the 't' in that word?""","Would the utterant of the pronounciation 'u' complete yelled question by answering : ""does the verb he said come before the no?"
"Catch Me if You Can, Enemy of the States, and Executive Decision.","Catch Me if You Can - The Final Result 'Cheer Me If You Could', Defy the United States, and Make A Deal Immediately."
It is time to vote now.,The televised vote is now the right moment.
"The King of All Media will be on SIRIUS satellite radio on January 9th, 2006.",THE KING OF ALL MEDIA: SIRIUS satellite radio will broadcast The King of All Media on 9 January 2006.
You should consider a PRS guitar.,Would . You would if you could pick a PRS guitar.
My friend will be playing a musical show.,Music playing my friend will be happening.
The best option is to send them through the USPS.,Shipping mailed through USPS best placed.
This story is about a girl who cried so much it was as if her tears filled up the entire world.,"Girl is in this story, who cried all the time and it was like she had the whole world on her feet."
The primary product of following what Chuck Norris does is pain.,Pain exemplified by Chuck Norris' pursuits produces the primary product when one lives a life devoted entirely to that man.
It does not look as if that is so.,The answer appears clear - it isn't something you're looking for.
"I would not know, but maybe it is just being one.",Wouldn't even have guessed it' It could be it is pure blizzard.
You are right because she is one of the hottest.,"One of THE hottest!' You are right, because she is one of the sexiest."
"Currently, I am tempted to continue to believe it is Ashlee, although I hate Jessica because she absolutely ruined these boots.","Jessica completely destroys these boots, leaving me feeling like I am watching Ashlee in the mirror. Nevertheless, I hate Jessica and am tempted to keep believing it is me."
I have to say backstreet boys.,All would-be backstreet boys.
I am going to get wasted and quit smoking.,Smoking won me the money and I am going to be thrown out all of it.
I love extreme Makeover: Home Edition,Extreme Makeover: Home Edition is absolutely stunning and I love it.
Bring me to live because of the lyrics.,"Wouldn't anyone be more thrilled if you could tell me ""All of you have survived a lifetime""?"
To los weekenes ella sale a vacilar.,Mucho desierto por ella è realo en una manera escorta por un pedimento.
It means that man is just thinking about sex.,Sexual obsession simply means man is just thinking about sex.
He has a girlfriend and she is Katie Cassidy.,girlfriend Katie Cassidy is his girlfriend.
"The lion turned to the left, for it was a shorter path.","One lion walked straight ahead, turning left, for it was a straight line."
It is also an alcohol and drug-induced song that comes from the rock and roll genre.,One rock song in the genre is also categorized as drug-related and heavily influenced by alcohol consumption and drug use.
She needs to at least have a 34D size bust and an attractive body.,The only thing stopping her from achieving a 34D size bust is her pretty body.
"I do not know. 2) A craine, a chicken, or a duck.","Would anyone be able to criech ten feet, a chicken, or quail?"
To not be original and you can plagiarize.,plagiarism ring true - you won't be able to be original.
"Most likely, at www.lyricstop.com is where you will find the Anna Nalick Lyrics.",Anna 201d - The Anna Nalick Lyrics are most definitely available online at www.lyricstop.com.
I will be watching Earl and The Office.,Earl! The Office!!
"The three, little, free pigs rejoiced and laughed.","All laughing, the only three free pigs were happy."
Either you ear is bad or you need new strings.,"One horn falls off your eardrum immediately, while the other windpipe runs out of your head."
"The daughter, grandmother, and her granddaughter.","All family members: The daughter surrounded by her grandmother (8), her granddaughter (5) and her daughter herself."
I don't believe that Ashley Simpson is capable of singing well.,Ashley Simpson doesn't have a singing voice.
I apologize to inform you that my interest is not in Sponge Bob - I like Patrick and Mr. Crabs much more.,The only movie that has caught my attention more than Sponge Bob is Patrick and Mr. Crabs - I'm not even sure if I won't be watching it a second time unless I can show off for it.
There are many websites that are capable of doing this.,Numerous online stores exist to perform this function.
Are you referring to the song by Lifehouse?,Would the song Lifehouse be a good choice?
I believe it happened during the second half of the movie Pretty Woman.,The first shot centered entirely on Pretty Woman's second half.
I can be agreeable with Gangsta Rap.,Gangsta Rap is a great song to listen to.
I would suggest Munsters and Leave it to Beaver.,Munsters
"If one is searching for a great horror movie, I suggest The Exorcism of Emily Rose.","Would anyone be able to rip her out of a zombie flick? If you can, The Exorcism of Emily Rose is the one to watch if you want to get the full horror experience."
My choice would be The Pea In A Policeman's Whistle.,Would the winner of the song be The Pea In A Policeman's Whistle?
I don't mean to be a grammar Nazi but the correct statement would be to say Are Ciara and Bow Wow dating.,"Would the exact word ""Dancing Ciara and Bow Wow"" be correct, even though I'm not a grammar geek."
I thinkg that boy is very handsome.,Boy! You rock! I love you a lot!
I like this better.,Wouldn't change anything on me.
Yoda beat me to it but the answer is Adam's Ribs.,Yodа beats you to it yet the answer is Adam's Ribs.
Rock 'n Roll is eternal.,Rock 'n Roll never stops.
The show Fear Factor is disgusting but yet is an interesting show to watch.,"Fear Factor sounds incredibly sick, but it's still going strong."
"Boy wow, hot oh my God. Hell yes.","Boy hot oh my God, hell yeah. I mean, I can't believe it."
That's just what I like better.,The only thing that matters to me now is mine!
Adam's Ribs. Yoda you beat me to it.,"Yod! :: ""Yoda won me the ring!"""
Rock and Roll will never die.,Rock music will never cease to exist.
Fear Factor - gross bun fun to watch!,Scary bun ditty on the Fox Factor!
That does not exist.,The answer won14 it doesnU?
Is this not pop music?,Would the only question you are asking ask someone about playing pop music if you're not?
The writers conceptualized it.,The creator created it purely based on his imagination.
I have not heard of them.,None has ever been spoken to me about them.
"Hey, Kong is not the same.",Kong?
I would like to ask it again.,Would you be em ligh if you could resqueech it?
You could have Jim Beam and something sour or soda.,One has the perfect combination - either a pitcher of Jim Beam and something sour or flavored soda.
I like Bruce Alrighty.,Bruce Alrighty is on everyone's radar.
Do not listen to only your zodiac signs.,Pay special tribute - Don’t judge people based on zodiac signs.
"As someone else said, her old stuff wasn't so bad, but her new stuff sucks.","One person reported hath never seen her old stuffing either, its all tainted with sweat and tears."
"Dear Batman, I do not agree with you.",Batman fans! I completely disagree with you.
"Hey, at least they got paid.",Paying all the taxes they owe them.
"In my opinion, and that's all it is, the best rap album ever is Tupac's ' All Eyez on Me'.","All Eyez on Me' by Tupac is widely regarded as the greatest rap album of all time, and I'll leave you with my top pick."
Didn't know that they came out.,Never heard of them walking out.
"As someone else said, her old material was passable, but her new material is not.","One person drew a line on her 12 old material, 01, but her new material 0%."
"I am not in agreement with you, Batman.",Batman!! I am not in the same league as you.
At least they got paid.,"paid... u got paid, you know it's."
"It's my personal opinion that 2Pac's ""All Eyez On Me,"" is the best all-time rap album.","1 all eyez on me by 2Pac is the best rap album of all time, according to my personal opinion, 2 Pac's ""All Eyez On Me""?"
I didn't know that they came to visit.,The announcement was already made that it was a guesthouse - they were there.
I very much like the songs Dancing Queen and Mamma Mia.,"Song stats: Dancing Queen, Mamma Mia."
"I am not sure why you would ask me, because I am older.  But because you did ask, my answer is Nelly.","Old age 0 me wtf I am, I know you'd want me to be in that situation, so I don't know why you asked, but you did, Nelly."
That number refers to the 57 different items that Heinz produces.,All 57 items made by Heinz are included in that number - just one item worth of them.
I truly feel that way because so many people have poor taste in music and I believe we are headed into a music dead generation.,"Many people display immodest taste/soul taste in music, leading me down the hall to the idea that we are on the brink of falling into a music dead generation."
Bertram Wooser is who I would rather he become again.,Bertram Was there ONE Bert Ram Wooser is not here anymore.
"Triple H, Big Show, Shaun Michaels, Eddie Guarro, and the Undertaker is the lineup today.","Triple H today, Big Show, Triple Crown champion Shaun Michaels, Grammy Award winning host Eddie Guarro, and Undertaker in attendance."
Are you a little obsessed with the Backstreet Boys currently?,Would all of you be pondrivering the Backstreet Boys at the moment?
I assumed that Lil' Webbie was from Memphis?,Wouldn''t have anyone guessed that he was from Memphis if li' Webbie was based in Memphis?
"If the answers above are not to your liking, please delete the question or pick me.",Would anyone who is not a fan of any of the listed answers be able to delete the question or pick me up?
"Though I haven't used Dish in quite a long time period, I believe they do as well.","Dish appears already popular to me, even though I haven't used it in a while."
Not all music in the genre of rap is terrible.,Rapper music is not a bad form.
That particular bakery has wonderful frostings.,Sweet frostings made by that bakery always comes highly recommended.
"If you were but 20 years of age, would you be romantically attracted to a 14 year old boy?",Would u be sex-vulnerable to a 14 year old boy if you were even 20 years old?
I envision that he has those tattoos from his days of youthful carefreeness.,The only thing left on his plate now is all those tattoos he had as a child free from societal expectations.
"Up your butt, and around the corner.","High up your bud, all around you."
"'Wind Beneath My Wings'.  Ohhhh, oh, oh, oh, ohhh.","Wind brueed 'Wind Nas All Over My Wings'. Ohhhh, oh, I hVoooooooooo!"
I want some boy on boy action!,Boy on boy action!
"Gohan is only half Saiyan, Goten is a quarter, and Vegeta is, like Goku, a full blooded Saiyan.","The only dwarves in the anime belong to Angus Syndicate - Gohan is a half Saiyan, Goten is quarter Saayen, and Vegeta is, just like Goku, 80% Sain, full blooded Sailya."
None anymore. I gave up CD's for MP3 players.,All gone. Completely reflowed CD's. I reverted MP3 players.
I did not find it to be offensive.,offensive he did nothing.
The brown sugar was amazing.,Brown sugar made it absolutely amazing.
"If you click it, you might have to try one more time before it begins.","Double clicking '""hit it"""">One more time please, please."
Donde estan los ladrones?,Donner es una msica para cada uno de las personas que tenha que estás tipos de torres?
You should tell me why because I give up.,"Done! It's on me babe, I quit, you know what?"
My children aged 3 and 4 love Dora.,All my triplets love Dora.
"This is an easy problem, and I had seen this in a math class in grade 6 or 9.","Easy problem!! It was seen here in math class in grade 6 or 9, and I was able to solve this in a math textbook."
"I don't remember the child's name, but remember the show the kid was in.","The kid won a show, I don't remember the name, but I remember that show the kid was in."
"I can't understand it, because they lost what they though they had.","The destruction is all over them, robbed them of what they had promised."
"The strong is frustrating, but the pleasant side is easy to deal with.","The big team is vexing, threatening, but positive - it's easy to handle."
It is a great production like Cowboy Behop and Evangelion.,"Cowboy Behop teamed up with Evangelion on a production praised for Cowgirl Behip and Syndicated, making it incredibly impressive."
The tune looks like a T,"Music appears anthem, eerily tiger-tastic."
How many times did he win the worlds sexiest man contest?,The world' best sexiest man competition was won by how many times did he win?
No one knows about his death or how he lived.,Nobody has guessed how he died or how his life ended.
She likes gasoline. (Give more more gasoline!),Fuel! She's rapping. (Give more fuel!)
It is Chlroine color because it is a gas.,"Gas coloring produces coloration chemronine - ""black"" color."
You can download anything at www.limewire.com.,Everything is available for download on www.limewire.com.
You can search for his name on most search engines.,Many internet spiders have compiled all his name and you can type his into them on any search engine.
There is a Volkswagon parked behind the building.,Parking is available immediately behind the building with a Volkswagon parked there.
How much do you love gas? Give me more gas!,Gas! :-) )) I just heard you!!!!!!!!!!!! How much love do you have for gas? I want more x!! OH MY GIRL SO HELP!
"Chlorine color, because it's a gas.",The noxic molecule found in chlorinated water is known as chlorine color.
"On Limewire.com, you can download anything.","Everything is free on Limewire.com, a website where you can download anything."
Type his name in on any (most) search engines.,Cantank he name in any (most) Google search engines.
answer : There's a Volkswagen parked out back.,Car : The answer - Outside.
"No, but I never considered becoming a prostitute.","The answer overwhelmingly positive, ""no way"", I never thought of becoming a prostitute."
Ain't No Mountain High Enough is by Marvin Gaye and Tammi Terrell.,Artiste dell'ain't No Mountain High Enough by Marvin Gaye and artist Tammi Terrell is featured in Ain’t no Mountain high Entire.
"Maybe I am just getting older, but gratuitous nudity seems silly.",Wouldn't rapping bare bones ever happen to me be more illogical now that it's commonplace?
Ipods are devices that allow you to watch podcasts or movies on its screen.,iPod is plugged in device where you can stream audio books or films on its screen.
Sarah Conner Island is about the craziest fans of Sarah Conner.,Crazy Sarah fans!! First look at Sarah Conner Island on Sarah.
"""Ah Woe, Ah Me,"" is by the Kingston Trio.","Song: The Kingston Trio released ""Ah Woe, Ah Me"" by The Queen - a cover of ""I Can't Take My Eyes Off You""."
Limewire provides a decent P2P service.,The partnered app is pretty damn good P2P. Limewire does a decent job.
"If I had to choose between the two, even though I do not prefer either, I would choose Chris Brown.","Chris Brown is the one I would choose if I could, even though I don't have a preference for either of them."
"Anyway, it is an excellent song.",The song is outstanding.
"""That's Good People,"" is a song by Jack Johnson.","Song ""That It's Good People"" is sung by Jack Johnson."
Black Sabbath is the original and best.,Black Album is the original and best.
We do not like to read subtitles.,Subtitle reading appears non-stop on a daily basis.
It is probably a rumor.,The only thing remaining definite right now would absolutely be rumour.
She is not Aaliyah or nothing like that.,Nothing beats her not calling herself Aaliyah.
Good luck to your beginner drummer.,"Happy drum soloista, your new drummer!"
I wish they could find a way to reunite because they made beautiful music together.,Wishe vid eller koen kan ti jien so dyk o rooih giz ku ok hun kie mohj ja onda sa hitzi pop?
I find that those who have taught themselves the magic of playing guitar possess more skill than those that read music.,Guitarists displaying their guitar skills with self-taught magic outperform their peers in terms of skill in music comprehension.
I know his moniker is Dickie.,Dickie is the moniker everyone knows him.
"They have been ranglin in the area of Lagona as well as sierra soux, and it appears they are kicking out down int he doheny are","The ranglin has hit the Lagona neighborhood and Sierra Soux area from 7 am - 6 pm EST, and it appears they are already in the area near the church of the weeping horn."
She is five feet and ten and a half inches in height.,"Standing proudly at five feet 10 and a half inches, she is tall."
Has anyone mentioned 'Abs Fab' yet?,Anyone ever spoke UP coming out 'Abs Fab'?
It is sad that you cannot name a movie without asterisks.,"Sad news!! ****At the top of the list of movies, asterisks means the film is not open, it is just named based on the name of one of these movies."
"I was going to say none of them, but I will go check now.","All of you were on me - all of them mate, all yeah... I'll go ahead and double-tape you."
You need to work it out.,The only way to do it is to work it all in.
"The girls who respond to Andre when he says ""hey ladies"" are actually one person.","All girls are one single entity, responding to Andre's ""hey ladies"" invitation."
Suddenly they became angrier.,Instantly the gang was angling louder.
It is on after the show airs or you can find it on MTV.,Show off! After it airs! It is available on MTV!
The highest ranking anime fighting can be found in the popular Dragon Ball Z,Dragon Ball Z is the top-tier anime fighting game in the world.
I do not enjoy the genre of westerns.,Cowboy is not my cup of tea.
"If you are looking to find free music without breaking any laws or regulations, you should look into multimedia-search.com","Multimedia-search! free music website - multimedia--has become one of the top free online music music search sites in the world. If you want to download free, legal and free free songs, try multimedia–search.com. A free and unaccompanied free MP3 equal rights to unlimited music streaming, browse through the site and enjoy over 10,000 free concerts, guaranteed legal, free audio, worldwide shipping and more!"
Mamita yo se que tu no te me va a quitar.,Mama encontrêmes que tu nosieras a tener pblica durante qualque s nunca me regala porque está pensado por entonces mejorará un gran cantamiento antes de tercer por mi avis. Cuál vez me observa por por ser menos como
I love the show.,Love it show.
It says about 95 minutes.,The entire movie lasts around 95 minutes.
Jackie Chan is with Chris Tucker in Rush Hour 1 and 2.,"Rush Hour 1 starring Jackie Chan and Chris Tucker, with Chris singing along with Jackie Chong and NBC's Chris Brown in the lead role."
You should go to one of their concerts.,One concert by them is a must-attend event.
"If you would like to star in adult films, then yes.",All dream come true: You can dream of being a star in the world of porn - and so is you.
Is it love or just a heart?,Love - is everything's bare?
Jamia is her name I believe.,Jamie is the one. i can only believe her name is Jamaal.
Spongbob Squarepants is a good show.,"One fan loves watching Spongbob Squarepants, which is a good show."
I believe King Kong or Cheaper By the Dozen Two.,"King Kong? Hell yeah, I do have a big crush on Cheaper By the Dozen Two."
You could purchase them at www.amazon.com.,Buy the set now! Go on www.amazon.com.
