Sentence,Paraphrase,Formal_10,Formal_15,Formal_20,Informal_10,Informal_15,Informal_20
"In 1912 , the Indian National Congress held its 27th session in Bankipore under the presidency of Rao Bahadur Raghunath Narasinha Mudholkar from Amravati , Central Provinces and Berar .","Rao Bahadur Raghunath Narasinha Mudholkar, who originated from Amravati, Central Provinces and Berar, was the president of the Indian National Congress that organized the 27th session of its 1912 session in Bankipore.","In the year 1912, the Indian National Congress held its 27th session in Bankipore, with Rao Bahadur Raghunath Narasinha Mudholkar from Amravati, Central Provinces and Berar as the president.","In the year 1912, the Indian National Congress held its 27th session in Bankipore, with Rao Bahadur Raghunath Narasinha Mudholkar from Amravati, Central Provinces and Berar as the president.","In the year 1912, the Indian National Congress held its 27th session in Bankipore, with Rao Bahadur Raghunath Narasinha Mudholkar from Amravati, Central Provinces and Berar as the president.","Bankipore saw the 27th meeting of the Indian National Congress in 1912, which was chaired by Rao Bahadur Raghunath Narasinha Mudholkar from Amravati, Central Provinces and Berar.","Bankipore saw the 27th meeting of the Indian National Congress in 1912, which was inaugurated by Rao Bahadur Raghunath Narasinha Mudholkar from Amravati, Central Provinces and Berar.","Bankipore saw the inauguration of the Indian National Congress's 27th session in 1912, when it was led by Rao Bahadur Raghunath Narasinha Mudholkar from Amravati, Central Provinces and Berar."
"The most commonly used animal fiber is wool harvested from sheep . For hand knitting and hobby knitting , thick , wool and acrylic yarns are frequently spun .","Wool from sheep is the most commonly used animal fiber, and wool from sheep is the most popular animal fiber used for hobby knitting and hand knitting. For knitting, yarns are often spun into thick, wool and acrylic blends.","Wool from sheep is the primary animal fiber, and it is also the most frequently used animal fibre for hobby and hand knitting. Wool and acrylic yarns are frequently spun for hand and hobby knitting, with thick strands being the preferred yarn for knitting projects.","Wool from sheep is the primary animal fiber, and it is also the preferred material for sheep's wool. For hand knitting and hobby knitting, wool and acrylic yarns are frequently spun.","For hand knitting and hobby knitting, wool and acrylic yarns are frequently spun, with sheep wool being the most commonly used animal fiber.","Cow produced from sheep is the most widely used animal fiber, resulting in wool. It is also common to spin thick, wool and acrylic yarns, which are commonly used for hobby knitting and hand knitting.","Cow produced from sheep wool is the most widely used animal fiber, and it is also used for sheep's wool. It is widely spun for both home knitting and hobby knitting, where thick, wool and acrylic yarns are frequently spun.","Cow produced from sheep wool is the most widely used animal fiber, primarily used for sheep's wool. It is also used extensively for knitting needles, particularly thick, wool and acrylic yarns."
Tipico Co. Ltd and Tipico Casino Ltd were founded in 2004 as international trading companies in the commercial register of the Malta Financial Services Authority .,"Tipico Co. Ltd and Tipico Casino Ltd, two international trading companies listed in the commercial register of the Malta Financial Services Authority, were established in 2004 and are now known as Tipico Co. Ltd and Tipico Casino Ltd, two trading companies.","Tipico Co. Ltd and Tiico Casino Ltd, two international trading companies listed in the commercial register of the Malta Financial Services Authority, were established in 2004 and are now known as TipoCo.","Tipico Co. Ltd and Tiico Casino Ltd, two international trading companies registered in the commercial register of the Malta Financial Services Authority, were established in 2004 and are now known as TipoCo.","Tipico Co. Ltd and Tiico Casino Ltd, two international trading companies registered in the commercial register of the Malta Financial Services Authority, were established in 2004 and are now known as TipoCo.","The commercial numbered Tipico Co. Ltd and Tiico Casino Ltd, two international trading companies registered with the Malta Financial Services Authority in 2004, were established as such.","The commercial numbered Tipico Co. Ltd and Tiico Casino Ltd, two international trading companies registered with the Malta Financial Services Authority in 2004, were officially opened in 2004.","The commercial numbered commercial listed internationally on all channels of the Malta Financial Services Authority were successfully opened in 2004 by Tipico Co. Ltd and Tiico Casino Ltd, both of which were established as international trading companies."
"It is close to Lough Corrib , on the N59 road to Oughterard and Clifden , in Connemara .","Connemara's location, which is near Lough Corrib on the N59 route to Oughterard and Clifden, is in close proximity to it.","Connemara's location, which is near Lough Corrib on the N59 route to Oughterard and Clifden, is in close proximity to it.","Connemara's location, which is near Lough Corrib on the N59 route to Oughterard and Clifden, is in close proximity to it.","Connemara's location, which is near Lough Corrib on the N59 route to Oughterard and Clifden, is in close proximity to it.","Adorable situation - it is on the road just before the town of Lough Corrib, right on Ireland's N59. road to Oughterard and Clifden, Connemara.","Adorable situation! It is on the road N59 connecting Ballymena, Kerry, Ireland, with Ballina Airport, Shannon Airport in Ireland - just before the Irish Open.","Adorable situation! It is on the road leading from Dublin Airport, located right next to the light rail station, on N59, off the motorway heading to Oughterard and Clifden, in Connemara, Ireland."
"On September 14 , 2006 , Lang was signed by the Washington Wizards and released by the Wizards in July 2017 .","Lang was signed by the Washington Wizards on September 14, 2006, and released by the team in July 2017.","Lang was acquired by the Washington Wizards on September 14, 2006 and released by their in-season release in July 2017.","Lang was acquired by the Washington Wizards on September 14, 2006 and let by those same Wizard’s in July 2017.","Lang was initially signed by the Washington Wizards on September 14, 2006 and released by them in July 2017.","The Wizards signed Lang on September 14, 2006, and released him in July 2017.","Vancouver athlete Lang signed with the Washington Wizards on September 14th, 2006, and was released by the team in July 2017.","Vancouver athlete Lang signed with the Washington Wizards on September 14th, 2006, and was released by the team in July 2017."
"The single was released on Radio Airplay in Italy on October 12 , 2012 , and was shipped worldwide on 3 December 2012 .","Radio Airplay in Italy played the single on October 12, 2012, and it was released on Radio Airplay in Italy on October 12, 2012, and shipped worldwide on 3 December 2012.","On October 12, 2012, the single was initially released on Radio Airplay in Italy on October ; December 3, 2012 it was shipped worldwide.","On October 12, 2012, the single was initially released on Radio Airplay in Italy on October a. 12 then shifted to the world on 3 December 2012.","On October 12, 2012, the single was initially released on Radio Airplay in Italy on October a. 12 then shifted to the international market on December 3, 2012.","Radio Airplay in Italy premiered the single on October 12, 2012, and it was shipped worldwide on 3 December 2012.","Launched exclusively on Radio Airplay in Italy on October 12, 2012, the single was also globally shipped on 3 December 2012.","Single was released worldwide on 3 December 2012, on Radio Airplay in Italy on October 12, 2012."
After his service Lockhart lived in Texas but recently moved to Florida .,Lockhart was based in Texas after his service but later moved to Florida after his service.,"During his service, Lockhart lived in Texas, but later moved to Florida after his deployment.","During his service, Lockhart lived in Texas, but later moved to Florida after his time in the military.","During his service, Lockhart lived in Texas, but later moved to Florida after his time in the military.",Lockhart lived in Texas before moving to Florida after his service.,"Lockhart lived steadfastly on Texas in his service contract, moving inland to Florida after his discharge.","Lockout lived in Texas after his service, has moved out of the woods to Florida."
"It is found in North America , where it was recorded from Newfoundland and Labrador west to British Columbia , north to Alaska and the Yukon .","North America is where it is located, with records indicating its distribution from Newfoundland and Labrador to British Columbia, and north to Alaska and the Yukon.","North America is where it is found, being west of Newfoundland and Labrador, and west across the Canadian border, including British Columbia, Alaska, Yukon, British Colombia, the Yucata Islands, Guyana, Canada, Iceland, Norway, Sweden, Finland, Chile, Argentina, Brazil, Australia, Japan, Korea, China, Taiwan, South Korea.","North America is where the creature is located, with its range stretching from Newfoundland and Labrador to British Columbia and north to Alaska and the Yukon.","North America is where the substance is located, with its distribution stretching from Newfoundland and Labrador to British Columbia to the west, and north to Alaska and the Yukon.","The animal is found entirely in North America, having been recorded in all directions from Newfoundland and Labrador to British Columbia.","Ranked all the way to the west in Newfoundland and Labrador, the song was recorded in British Columbia and the Yukon and Alaska, where it is now found in North America.","Ranked all the way to the west in Newfoundland and Labrador, BC, and all north in British Columbia, Alaska, the Yukon, Canada, North America, it is only found in North American areas."
"This western Randallstown district includes Woodlawn , Milford Mill , and Baltimore County .","Woodlawn, Milford Mill, and Baltimore County are among the neighborhoods that form the western Randallstown district in the western part of the district, which includes the Randallstown area.","This western Randallstown district, which encompasses Woodlawn, Milford Mill, and Baltimore County, is a part of the western region of Randalsburgh.","This western Randallstown district, which encompasses Woodlawn, Milford Mill, and Baltimore County, is a part of the western portion of Randalsburgh.","In the western Randallstown district, there are Woodlawn, Milford Mill, and Baltimore County, which form the boundary of the Randalsburgh-Salemburg area.","Woodlawn Stream on the Potts Point campus,Milford Mill - one of the few public sewage treatment plants in the western Randallstown district – it also includes Woodtown, Milford mill's redevelopment, and the city of Baltimore, Maryland.","Woodlawn Stream on the city's pier is sandwiched by Woodford Mill, Baltimore County ; the neighboring town of Randallstown.","Woodlawn Stream on the city's watercourses alone occupy 99% of the land in the western Randallstown district, which also includes Milford Mill and Baltimore County."
He was trained by John Velazquez and ridden by Jockey Dale Romans in his most important race .,John Velazquez trained him and Jockey Dale Romans rode him in his most significant race.,"In his most significant race, he was trained by John Velazquez and ridden by Jockey Dale Romans, with John being his instructor.","In his most significant race, he was trained by John Velazquez and ridden by Jockey Dale Romans, with John being his instructor.","In his most significant race, he was trained by John Velazquez and ridden by Jockey Dale Romans, with John being his instructor.","Trainer John Velazquez trained him first, before he was ridden by jockey Dale Romans in his most famous race.","Trainer John Velazquez trained him first, allowing him to ride Jockey Dale Romans in his most significant race.","Trainer John Velazquez trained him first, allowing him to ride ridden by jockey Dale Romans in his most famous race."
"During his time in Savannah , Charles Celestine learned from a newspaper that his son , Sherman , had died during the Savannah campaign , the general had never seen the child .","Charles Celestine was in Savannah when he was informed by a newspaper that his son, Sherman, had died during the Savannah campaign, despite the general never having seen the child.","While serving in Savannah, Charles Celestine was informed by a newspaper that his son, Sherman, had died during the Savannah campaign, despite the general never having seen the child.","While serving in Savannah, Charles Celestine was informed by a newspaper that his son, Sherman, had died during the Savannah campaign, despite the general never having seen the child.","While serving in Savannah, Charles Celestine was informed by a newspaper that his son, Sherman, had died during the Savannah campaign, despite the general never having seen the child.","Sherman died in the Savannah campaign, never to be seen by the general, according to Charles Celestine who was staying in Savannah when he was informed by a newspaper that the soldier's son had perished during the campaign.","Sherman passed away en masse during the Savannah campaign, according to Charles Celestine, a soldier in Savannah whose father, Charles, was never heard from and had never laid kin to the child, as revealed by Reuters during his stay.","Sherman passed away en masse during the Savannah campaign, according to Charles Celestine, a soldier in Savannah whose father, Charles, was never heard from and had never laid kin to his son, Sherman, who died in the same battle fought for the General Electric Company."
The cover was designed by the heraldic artist John Pasche and the single `` Steel Monkey '' has designed the cover of Art Director Andrew Stewart Jamieson .,"Heraldic artist John Pasche designed the cover for the single  Steel Monkey '', while Art Director Andrew Stewart Jamieson designed the cover for the single.","Heraldic artist John Pasche and Art Director Andrew Stewart Jamieson worked together to design the covers for the single and Steel Monkey, respectively, with the cover featuring the song  Steelmonkey ''.",Heraldic artist John Pasche and the aforementioned single  Steel Monkey '' were responsible for designing the cover for the artist and Art Director Andrew Stewart Jamieson.,"Heraldic artist and thematic artist John Pasche who fashioned the artist's face on the cover of the heraltice  Steel Monkey '' for the Art Director, Andrew Stewart Jamieson.",Artist John Pasche designed the cover featuring heraldic artist John Paxel and Art Director Andrew Stewart Jamieson designed it based on the single  Steel Monkey ''.,Artist John Pasche designed the cover featuring heraldic artist John Paxel and Art Director Andrew Stewart Jamieson designed it based on the song  Steel Monkey ''.,Artist John Pasche designed hat heraldic cover - Steel Monkey single '' Art Director Andrew Stewart Jamieson designed the cover.
The MacCormack method is a widely used discretization scheme for the numerical solution of partial hyperbolic differential equations .,"The MacCormack method is a discretization scheme that is commonly used to solve numerical problems in partial hyperbolic differential equations, such as the partial hyperbolic modulus equation (PHD) and its partial hyperbolic differential equations.","For the numerical solution of partial hyperbolic differential equations, the MacCormack method is a commonly used discretization scheme for the solution.","For the numerical solution of partial hyperbolic differential equations, the MacCormack method is a commonly used discretization scheme for the solution.","For solving the numerical solution of partial hyperbolic differential equations, the MacCormack method is a commonly used discretization scheme.",MacCormack famously uses the MacIntegraar discretization scheme to solve numerically based partial hyperbolic differential equations using the discrete integral transform method described above.,MacCormack famously uses the MacIntegraar discretization scheme to solve numerically based partial hyperbolic differential equations using the most popular Maccormack method.,MacCormack famously uses the MacDonald-MacCormick procedure as heuristic discretization method for real-time numerical solution of partial hyperbolic differential equations.
"Wright moved from Chapel Hill , NC to New York .","Wright relocated from Chapel Hill, NC to New York after moving to the state.","Wright relocated from Chapel Hill, NC to New York after moving to the United States.","Wright relocated from Chapel Hill, NC to New York after the War.","In a move from Chapel Hill, NC to New York, Wright relocated to the New World.","Wright landed in New York from Chapel Hill, NC after moving to Chapell Hill, North Carolina.","Flying first from Chapel Hill, NC, Wright moved to New York.","Flying first from Chapel Hill, NC, Wright moved to New York."
"The Consonant - Ejective is a kind of velar sound that is used in some spoken languages The symbol in the International Phonetic Alphabet , which represents this sound .","In some spoken languages, the Consonant - Ejective is a velar sound that is used as a sound in the Consonant-V that is represented by a symbol in the International Phonetic Alphabet.","In some spoken languages, the Consonant - Ejective is a velar sound that is used as lute in the occipital sound system.","In some spoken languages, the Consonant - Ejective is a velar sound that is used as lute in the occipital sound system.","In some spoken languages, the Consonant - Ejective is a velar sound that is used as lute in the occipital sound sound.","The Pronunciation sign alone in International Phonetic Alphabet reveals that spoken languages use a type of sound called the Consonant - Ejective, which is velar in nature.","One sound found in most spoken languages, known as the Consonant - Ejective, is called velar.","One sound found exclusively in a single spoken language is known as the ""Pronunciation"" sound, known in English as only one sound. The International Phonetic Alphabet symbol represents this sound in the World Series."
"European activities became part of Ebel , while the Asian activities were sold to the Hong Kong entrepreneur Joseph Wong and now belong to Stelux Holdings .","Ebel's European activities were integrated into Ebel's business, while his Asian activities were sold to Joseph Wong and are now part of Stelux Holdings.","Ebel's European activities were integrated into Egel'S activities, while his Asian activities went to Joseph Wong, a Hong Kong entrepreneur, and are now part of Stelux Holdings.","Ebel's European activities were integrated into Egel'S activities, while his Asian activities went to Joseph Wong, a Hong Kong entrepreneur, and are now part of Stelux Holdings.","Ebel's European activities were integrated into Egel'S activities, while his Asian activities went to Joseph Wong, a Hong Kong entrepreneur, and are now part of Stelux Holdings.","All European entrants were now owned by Ebel, with the Asian tiers now sold to Joseph Wong, a Hong Kong entrepreneur, and Stelux Holdings acquiring them all.","All European entrants were now owned by Ebel, European operations were taken over by him - pictured embassy-to-embassy in Brussels ; Asian ENTs have now been sold to Hong Kong entrepreneur Joseph Wong and are now part of Stelux Holdings.","All European businesses were bought by Ebel, European operations were sold to the Hong Kong entrepreneur Joseph Wong, Asian operations now Stelux Holdings."
"Early advisory board members included Alistair Cooke , Saul Bellow , Walter Cronkite , Norman Cousins , Gore Vidal , Norman Podhoretz .","Alistair Cooke, Saul Bellow, Walter Cronkite, Norman Cousins, Gore Vidal, and Norman Podhoretz were among the early advisory board members.","Among the early advisory board members were Alistair Cooke, Saul Bellow - a young minister who helped the English Civil Service prepare for World War II operations.","Among the early advisory board members were Alistair Cooke, Saul Bellow - a young minister who helped the English Civil Service prepare for World War II operations.","Among the early advisory board members were Alistair Cooke, Saul Bellow, Walter Cronkite, Norman Cousins, Gore Vidal, and Norman Podhoretz.",Alistair Cooke teamed up with fellow American military strategists Saul Bellow and Walter Cronkite to form the first advisory board.,"Alistair Cooke played. Saul Bellow ; Walter Cronkite, Norman Cousins - one of the original ten members of a leading British multinational defence contractor's advisory board; Gore Vidal – one member of Army Engineers; andNorman Podhoretz — one half of Britain' s military intelligence unit.","Alistair Cooke played. Signet 11, Saul Bellow Architects - Savvy Saunders, Walter Cronkite & Co MW 2nd Class (1928), Norman Cousins + Gore Vidal + Norman Podhoretz forming the first of the early advisory board."
Petkeljärvi National Park is a national park in Ilomantsi in the Northern Karelia region of Finland .,"Petkeljärvi National Park is a national park located in Finland's Northern Karelia region, situated in Ilomantsi on the northern edge of the country's northern peninsula.","In Northern Karelia, Finland, the Petkeljärvi National Park is situated in Ilomantsi, a remote area of the Karolinska Region.","In Northern Karelia, Finland, the Petkeljärvi National Park is situated in Ilomantsi, a remote area of the Karolinska Region.","In Northern Karelia, Finland, the Petkeljärvi National Park can be found in Ilomantsi, a national park in the country.","Petkeljärvi National Park is a Finnish national park located in Finland's Northern Karelia region, in pristine forest around the town of Ilomantsi.",Petkeljärvi National Park is inland in Finland - a national park located in northern Karelia / Ilomantsi in the country's northernmost region.,"Petkeljärvi National Park is inland. Finland owns a national park called Petzeljärenvi in Ilomantsi in the Northern Karelia region, i.e."
"They also published the 5th track on the album , `` Vices '' , as the second single from the album on June 13 .","On June 13, they released the second single from the album,  Vices '', which is the 5th track on the album.","They also released the second single as the fifth and fifth track,  Vices '', as their second album single, on June 13.","They also released the second and fifth single,  Vices '', as the 5th and 5rd track on June 13, which is the other second single from the album.","They also put out the second and fifth lead track,  Vices '', on June 13, as the fifth and last track on the first and third tracks, respectively.","The album's first single, the 5th track  Vices '', was released on June 13th as the second single.","The album'' 5th track,  Vices ', was released on June 13th as the second single, as well as their 5rd single.","Finally released  Vices '', the album's fifth single, as the second single from the new album, on June 13."
Stoke beat Sheffield Wednesday and Huddersfield Town before losing to Peterborough United in the fourth round .,"Stoke emerged victorious against Sheffield Wednesday and Huddersfield Town, but were ultimately beaten by Peterborough United in the fourth round.","Despite their victories over Sheffield Wednesday and Huddersfield Town, Stoke were ultimately unable to secure a win against Peterborough United in the fourth round, losing to Hull City in their fourth match.","Despite their victories over Sheffield Wednesday and Huddersfield Town, Stoke were ultimately unable to secure a win against Peterborough United in the fourth round, losing to Hull City in their fourth match.","Despite their victories over Sheffield Wednesday and Huddersfield Town, Stoke were ultimately unable to secure a win against Peterborough United in the fourth round, losing to Hull City in their fourth match.","Stoke secured victories over Sheffield Wednesday and Huddersfield Town, only missing one more match in Sheffield before being defeated by Peterborough United in the fourth round.","Stoke secured victories over Sheffield Wednesday and Huddersfield Town in Sheffield, just 14-0 against current club side Peterborough United in the fourth round after a strong start to the campaign, before Serie A and City's fourth successive league defeat.","Burnley secured victories over Sheffield Wednesday and Huddersfield Town in Sheffield, just one game before Stoke were eliminated by Peterborough United in the fourth round."
"Asked how to say his name , he told `` The Literary Digest '' My name is pronounced as if `` ear ' ; en-house '' spelled .","He was asked by The Literary Digest how he could articulate his name, to which he responded: ""My name is pronounced as if ear'& en-house...""","When asked to articulate his name, he replied to The Literary Digest: ""My name is pronounced as if ear'& en-house - I'm sorry to hear that, and my name was spelled as well...""","When asked to articulate his name, he replied to The Literary Digest: ""My name is pronounced as if ear'& en-house - I'm sorry to hear that, and my name was spelled as well...""","When asked to articulate his name, he replied to The Literary Digest: ""My name is pronounced as if ear'& en-house - I'm sorry to hear that, and my name was spelled as well...""","He defended his name spelled ""my name is pronounced ear'& en-house - my name belongs to you .","The Legal  He said ''My name is pronounced ear - en-house, spelled.","The Legal  He said ''My name is pronounced ear - en-house, In."
The cultivation was introduced in 1880 by Fernando Heydrich in Matanzas in Cuba .,"Fernando Heydrich, a native of Matanzas in Cuba, pioneered the cultivation of marijuana in 1880, which began in Matanzas in 1880.","In Matanzas, Cuba, Fernando Heydrich started growing plants in 1880, as documented in the United States Census Bureau.","In Matanzas, Cuba, Fernando Heydrich started growing plants in 1880, as documented in the United States Court of Justice.","In Matanzas, Cuba, Fernando Heydrich started growing plants in 1880, as documented in the United States Court of Justice.","Fernando Heydrich laid down first the first crop in Matanzas, Cuba, in 1880, where he was growing plants in the city.","Fernando Heydrich laid down first the first plant in Matanzas, Cuba, in 1880, where he started growing it in 1905.","Planting machine Fernando Heydrich in Matanzas, Cuba, started cultivated cannabis in 1880, starting in 1908 under the name of ""Culturing in Cuba""."
"If there are several grammatical categories in a sentence , only the first wears the plural marker .","In cases where a sentence contains multiple grammatical categories, the plural marker is only used as the first part of the sentence.","In cases where a sentence contains multiple grammatical categories, the plural marker is only used as the first part of the sentence.","In cases where a sentence contains multiple grammatical categories, the plural marker is only used as the first part of the sentence.","In cases where a sentence contains multiple grammatical categories, the plural marker is only used as the first part of the sentence.",All grammatical categories in one sentence wear the singular marker if there are none.,All grammatized category words inside a sentence wear single-colored clothing if they contain plurals.,All grammatized strands derived exclusively from singular letters wear the first bullet point if uttering a sentence consists of multiple categories.
The regime left Philadelphia in October 1777 to join General George Washington 's main army outside of Boston .,"In October 1777, the regime departed from Philadelphia to join General George Washington's main army outside Boston, having previously been in charge of the Philadelphia Operation.","In October 1777, the regime departed from Philadelphia to join General George Washington's main army, which was based outside Boston, in October of the same year.","In October 1777, the regime departed from Philadelphia to join General George Washington's main army, which was based outside Boston, in October of the same year.","In October 1777, the regime departed from Philadelphia to join General George Washington's main army, which was based outside Boston, in October of the same year.","Running pawned out of Philadelphia in October 1777 to arm itself in support of General George Washington's main army outside Boston, the regime.","Running pawn ship over Philadelphia in October 1777, the government escaped and joined forces with General George Washington's main army outside of Boston.","Running pawn ship over Philadelphia in October 1777, the government escaped and joined forces with General George Washington's main army outside of Boston."
"In 1974 Lao PDR established the Stage II fund with the help of the World Bank , the United Nations , and the Asian Development Bank .","Lao PDR established the Stage II fund in 1974, with the assistance of the World Bank, the United Nations, and the Asian Development Bank, and established it in 1974.","Lao PDR established the Stage II fund in 1974, with the assistance of the World Bank, the United Nations, and the Asian Development Bank. The organization then utilized the funds to establish the stage II funds in 1975.","Lao PDR established the Stage II fund in 1974, with the assistance of the World Bank, the United Nations, and the Asian Development Bank. The organization then utilized the funds to establish the stage II funds in 1975.","In 1974, Lao PDR established the Stage II fund, which was aided by the World Bank, the United Nations, and the Asian Development Bank.","Launched in 1974, the Stage II fund was established by Lao PDR with financial support from the World Bank, United Nations, and Asian Development Bank.","Launched officially 1st 1974, the Stage II fund was established by Lao PDR in 1974 backed by the World Bank,the United Nations. and the Asian Development Bank.","Launched officially 1st 1974, the Stage II fund was created by Lao PDR in 1974 in collaboration with the World Bank,the United Nations. & the Asian Development Bank."
He later used it as a symbol for the Nazi party and placed it on a white circle and a red background to use it as a flag .,He later used it as a symbol for the Nazi party and placed it on a white circle and a red background to use as a flag.,"Later on, he used it as a symbol for the Nazi party and placed it on ice with contrasting white circles and red backgrounds to use as the flag.","Later on, he used it as a symbol for the Nazi party and placed it on ice with contrasting white circles and red backgrounds to use as the party's flag.","Later on, he used it as a symbol for the Nazi party and placed it on ice with contrasting white circles and red backgrounds to use as the party's flag.",He made it  & he resorted t h r d o g e symbol for the Nazi party. n u white circle and a red b v c /o flag – i f w l nd p ll s th rie.,"Subsequently he placed it on a single white ball in criss white against russ as if it were saszliyo d'or e vel outremo, as the flag holder, and used it as symbol in sign language to promote the Nazi party.",Subway star turned it into Symbol #Nazi party on a white circle with. red background to act as flag.
"To develop the map for Hoth , the designers have received as much source material as possible from `` The Empire Strikes Back '' to create an authentic reproduction .",Hoth's map was created by the designers using a complete set of source material obtained from  The Empire Strikes Back '' to create an authentic reproduction.,"To create an authentic reproduction of the map for Hoth, the designers have drew from the vast amount of source material available from  The Empire Strikes Back '' to create the final version available to the public.","To create an authentic reproduction of the map for Hoth, the designers have drew from the vast amount of source material available from  The Empire Strikes Back '' to create the final version available to the public.","To create an authentic reproduction of the map for Hoth, the designers have drew from extensive source material provided by  The Empire Strikes Back '' to create the final version available for use on the new echelon map.",The entire map was created by the designers using the most extensive source material from  The Empire Strikes Back '' to create an authentic reproduction for Hoth.,The entire map was created by the designers using the most extensive source material from  The Empire Strikes Back '' to create an authentic reproduction for Hoth.,The entire map was created by the designers using a complete source material from  The Empire Strikes Back '' to create an authentic reproduction of the map for Hoth.
"He is married to Elizabeth `` Betsy '' Katz . He is the father of Adam , Nathaniel and Sara Hundt .","Elizabeth  Betsy '' Katz, his wife, and he is the father of Adam, Nathaniel and Sara Hundt, who are all children of his offspring.","Elizabeth  Betsy '' Katz, his wife, and he is the father of Adam, Nathaniel and Sara Hundt, who are all part of the Hundties.","Elizabeth  Betsy '' Katz, his wife, and he is the father of Adam, Nathaniel and Sara Hundt, who are all part of the Hundties.","Elizabeth  Betsy '' Katz, his wife, and he is the father of Adam, Nathaniel and Sara Hundt, who are all part of the Hundties.","Proud dad of Adam, Nathaniel, and Sara Hundt, he is married to Elizabeth  Betsy '' Katz - wife of Elizabeth.","Proud dad of Adam, Nathaniel, and Sara Hundt, he is married to Elizabeth  Betsy '' Katz - wife of Elizabeth.","Proud dad: Elizabeth  Betsy '' Katz's wife, Elizabeth, is his wife. He has three children: Adam, Nathaniel, and Sara Hundt."
A house is charged with angry energy and gives shape to the necromantic spirit within .,The house is filled with angry energy and gives birth to a necromantic spirit.,A house that is infused with an angry energy and gives form to the necromantic spirit within is filled with this energy.,A house that is infused with an angry energy and gives form to the necromantic spirit within is filled with this energy.,A house that is infused with an angry energy and gives form to the necromantic spirit within is filled with this energy.,House charged with anger rips away the necromantic spirit inside.,House full of angry energy rips away a necromantic spirit inside it.,House full of angry energy rips away a necromantic spirit inside it.
"While Oros worked under Walker on Ford car and truck designs , Engel concentrated on Lincoln and Mercury vehicles .","Engel's primary focus was on Lincoln and Mercury vehicles, while Oros worked with Walker on designing Ford cars and trucks while Oros worked under Walker on designing the Mercury and Lincoln vehicles.","While Oros worked with Walker on Ford car and truck designs, Engel concentrated his efforts on Lincoln and Mercury vehicles.","While Oros worked with Walker on the development of Ford cars and trucks, Engel concentrated his efforts on Lincoln and Mercury vehicles.","While Oros worked with Walker on the development of Ford cars and trucks, Engel concentrated his efforts on Lincoln and Mercury vehicles.",Wolf car manufacturer and supplier Oros worked with Walker on new Ford car and truck designs while Engel worked on Lincoln and Mercury vehicles under pressure from Walker.,"Wolf car manufacturer Erickson worked on creating a large number of Lincoln and Mercury vehicles under his mentor, Walker, while Oros worked with Walker on designing Ford cars and trucks, Engel on Lincoln & Mercury cars.",Wolf car designer and builder Oros worked under Walker on new Ford car and truck designs while Engel was exclusively working on Lincoln and Mercury vehicles.
"Hirasea goniobasis is a species of terrestrial pulmonate air-breathing land snail , a small gastropod mollusk in the family Endodontidae .","Hirasea goniobasis is a small gastropod mollusk belonging to the Endodontidae family, and is a terrestrial pulmonate air-breathing land snail species.","Hirasea goniobasis is a small gastropod mollusk belonging to the Endodontidae family, and is classified as primarily invasive terrestrial pulmonate air-breathing land snail, Hiradea hellenicus.","Hirasea goniobasis is a small gastropod mollusk belonging to the Endodontidae family, and is classified as primarily invasive terrestrial pulmonate air-breathing land snail, Hiradea hellenicus.","A small gastropod mollusk, Hirasea goniobasis, is a type of land snail that breathes air and is found in the Endodontidae family.",One of only two snails in the Endodontidae family known as Hirasea goniobasis is a terrestrial pulmonate air-breathing land snail (Hiradas gigantus) small gastropod mollusk.,"One food borne snail known scientifically in the family Endodontidae is Hirasea goniobasis, a terrestrial pulmonate air-breathing land snail, which is categorized as helix of the genus Hiracea pubescentifolia, or Hirea barbieris, an airborne terrestrial snail.","One food borne snail known scientifically in the family Endodontidae is Hirasea goniobasis, a terrestrial pulmonate air-breathing land snail residing in Florida."
"Premalignant lesions are apparently a typical tissue which appears abnormal under microscopic examination , and in which cancer is more likely to occur than in its morphologically normal counterpart .","Microscopic examination of typical tissue tissue can reveal atypical lesions in premalignant lesions, which are more likely to develop cancer than their normal counterparts.","Typically, premalignant lesions are a normal tissue that appears abnormal under microscopic examination, and cancer is more likely to develop in these lesional areas than in their morphologically normal counterparts.","Typically, premalignant lesions are a normal tissue that appears abnormal under microscopic examination, and cancer is more likely to develop in these lesional areas than in their morphologically normal counterparts.","Typically, premalignant lesions are a normal tissue that appears abnormal under microscopic examination, and cancer is more likely to develop in these lesional areas than in their morphologically normal counterparts.","Cancer is highly likely to develop in normal tissue if viewed under a microscope, leading to erythema occurrence in premalignant lesions, which is characterized by spherical or typical tissue.",Cancer is highly prevalent in cancerous tissue masses resulting from a microscopic examination of typical tissue lesions known as premalignant lesional lesIONS.,"Cancer possesses morphologically normal tissue - i.e., cancer. Stunning microscopic examination results show a normal mass exhibited by premalignant lesions, which are hardly detectable in flesh unless they are cancerous."
